# 2023-03 月末(2023-03-31)全池量化快照(1128 檔)。欄位:代碼 名稱|產業|最新YoY 3月YoY 加速|距52週高% 距120日高% 60日漲% 120日漲%|量能x 日均值M
3003 健和興|電子零組|-5 -20 -17|82 94 2 2|0.7 22
3004 豐達科|鋼鐵工業|67 53 -5|94 94 16 26|0.4 16
3005 神基|電腦及週|13 4 -5|98 98 32 40|2.6 313
3006 晶豪科|半導體業|-43 -51 -12|51 99 26 38|1.7 236
3008 大立光|光電業|-2 -9 -12|90 90 4 30|0.9 1449
3010 華立|電子通路|-9 -21 -19|86 97 4 7|0.8 21
3011 今皓|電子零組|-49 -49 -32|94 94 32 55|1.9 64
3013 晟銘電|電腦及週|82 34 8|90 90 8 65|0.7 197
3014 聯陽|半導體業|-22 -25 6|89 99 25 58|0.5 44
3015 全漢|電子零組|12 -12 -1|100 100 21 23|1.3 13
3016 嘉晶|半導體業|-29 -15 -23|58 87 0 -1|0.6 46
3017 奇鋐|電腦及週|5 -6 -17|95 95 27 31|2.6 946
3019 亞光|光電業|9 -17 -8|88 91 6 23|0.5 67
3022 威強電|電腦及週|53 21 -9|98 98 14 60|1.0 261
3023 信邦|電子零組|34 24 3|100 100 24 31|1.6 133
3024 憶聲|光電業|57 4 -3|99 99 12 14|1.5 25
3025 星通|通信網路|84 -15 -7|98 98 38 36|7.0 25
3026 禾伸堂|電子零組|5 -13 -1|91 100 12 21|0.6 23
3027 盛達|通信網路|120 40 24|96 96 33 117|0.3 418
3028 增你強|電子通路|-26 -35 -21|90 100 15 24|1.5 20
3029 零壹|資訊服務|26 22 17|97 97 47 53|0.8 351
3030 德律|其他電子|-43 -43 -47|92 95 -1 4|0.9 25
3032 偉訓|電子零組|27 0 14|100 100 54 66|6.3 26
3033 威健|電子通路|24 -6 -2|98 99 13 19|1.1 51
3034 聯詠|半導體業|-35 -37 -9|99 99 43 101|0.8 2196
3035 智原|半導體業|3 7 -44|62 91 24 54|1.4 2904
3036 文曄|電子通路|-1 9 -15|84 100 7 16|0.8 54
3037 欣興|電子零組|-16 -6 -33|61 89 21 28|1.4 2778
3038 全台|光電業|28 6 -5|100 100 26 35|1.6 75
3041 揚智|半導體業|-35 -39 -23|62 93 3 16|0.6 15
3042 晶技|電子零組|-14 -21 -5|94 98 8 22|1.0 128
3044 健鼎|電子零組|-12 -19 -17|89 99 19 20|1.0 146
3045 台灣大|通信網路|12 10 0|95 100 7 4|0.8 246
3046 建碁|電腦及週|103 51 14|98 98 49 53|1.2 781
3047 訊舟|通信網路|-3 -8 -17|87 93 6 9|2.7 73
3048 益登|電子通路|3 -11 -17|84 97 5 6|0.9 14
3050 鈺德|光電業|13 8 -3|85 89 -9 2|1.2 10
3051 力特|光電業|-33 -31 -17|74 93 9 14|1.1 19
3056 富華新|建材營造|2070 1055 -7676|100 100 52 49|2.3 196
3058 立德|電子零組|5 -6 0|97 97 56 64|0.9 29
3059 華晶科|光電業|-31 -25 -63|81 94 7 13|0.7 71
3062 建漢|通信網路|49 35 -19|74 89 -1 3|0.8 58
3071 協禧|電腦及週|3 -4 -12|97 99 9 10|3.1 5
3078 僑威|電子零組|90 15 40|100 100 61 61|3.3 95
3081 聯亞|通信網路|-37 5 -35|72 92 19 -5|1.8 252
3083 網龍|文化創意|-8 6 -5|81 85 -3 15|0.2 10
3088 艾訊|電腦及週|47 15 -12|95 95 33 50|2.2 160
3090 日電貿|電子零組|-3 -14 -10|99 99 12 26|1.0 43
3092 鴻碩|電子零組|-41 -44 -47|50 87 5 -0|0.9 17
3093 港建*|其他電子|-7 0 -19|93 93 48 53|0.7 124
3094 聯傑|半導體業|16 -3 -10|94 94 36 36|0.6 41
3105 穩懋|半導體業|-52 -53 -17|66 94 33 45|1.6 689
3114 好德|電子零組|-16 -27 -14|96 96 4 4|1.0 5
3122 笙泉|半導體業|-41 -57 -13|42 93 4 19|0.5 7
3128 昇銳|光電業|-12 -2 -27|78 78 -7 48|0.2 39
3131 弘塑|半導體業|-16 -24 -20|94 94 36 46|1.5 73
3138 耀登|通信網路|6 22 2|81 89 20 16|0.8 116
3141 晶宏|半導體業|-19 -23 -12|57 88 33 24|0.3 239
3147 大綜|資訊服務|-3 -16 7|86 86 22 29|0.7 47
3149 正達|光電業|-8 -28 -20|67 80 -5 2|0.6 7
3152 璟德|通信網路|-11 -21 21|89 98 30 56|2.5 35
3162 精確|電機機械|424 214 95|97 97 22 38|0.5 439
3163 波若威|通信網路|-2 -9 -44|89 94 12 18|0.5 58
3169 亞信|半導體業|-41 -40 -32|58 97 19 36|1.4 111
3176 基亞|生技醫療|10 -50 -26|57 83 -8 -2|0.7 5
3178 公準|半導體業|80 24 14|95 95 26 35|0.9 66
3189 景碩|半導體業|-28 -25 -34|58 84 8 26|0.6 693
3202 樺晟|電子零組|29 -4 3|87 99 8 5|1.5 5
3205 佰研|生技醫療|-20 -21 -7|52 79 -9 -11|0.5 10
3207 耀勝|電子零組|71 44 14|89 89 48 88|0.5 221
3209 全科|電子通路|-34 17 -8|88 88 15 24|0.5 91
3211 順達|電腦及週|-22 -10 -4|83 98 13 20|2.0 39
3217 優群|電子零組|-23 -22 -5|99 99 39 74|1.3 288
3218 大學光|生技醫療|32 23 -7|95 95 37 41|3.0 180
3221 台嘉碩|通信網路|-30 -25 -34|75 98 17 19|0.6 20
3224 三顧|電子通路|-18 -29 -18|80 95 18 17|3.6 28
3227 原相|半導體業|-13 -27 11|83 93 13 32|0.7 48
3228 金麗科|半導體業|-61 -71 -33|44 67 3 -32|0.7 222
3231 緯創|電腦及週|-4 -7 -17|100 100 39 56|3.3 1075
3234 光環|通信網路|-59 -52 -21|87 95 10 15|1.1 14
3236 千如|電子零組|6 -2 -20|96 96 21 49|1.0 66
3252 海灣|觀光餐旅|-9 -22 -53|72 88 -1 2|0.5 6
3260 威剛|半導體業|-22 -28 -11|99 100 38 57|2.8 164
3264 欣銓|半導體業|10 13 -8|96 96 14 46|1.1 397
3265 台星科|半導體業|-11 -8 -30|95 95 22 58|0.5 91
3272 東碩|電腦及週|39 -4 -63|91 91 13 89|3.2 79
3289 宜特|其他電子|17 15 -1|92 92 17 29|0.7 283
3290 東浦|電子零組|60 11 2|100 100 32 59|1.5 133
3293 鈊象|文化創意|12 18 11|99 99 34 65|0.6 650
3296 勝德|電子零組|-8 -16 4|91 91 9 14|0.8 16
3297 杭特|光電業|-27 -47 -29|81 81 5 22|0.5 6
3305 昇貿|其他電子|-45 -43 -37|62 95 22 23|0.3 21
3310 佳穎|電子零組|-12 -14 -29|100 100 61 60|0.5 10
3312 弘憶股|電子通路|-20 -26 -21|85 99 20 30|6.0 8
3317 尼克森|半導體業|-21 -26 -12|78 96 4 21|0.6 20
3322 建舜電|電子零組|-11 -34 -0|92 99 24 40|2.0 29
3323 加百裕|電腦及週|-31 -42 -21|87 94 1 5|0.7 6
3324 雙鴻|其他電子|2 -20 -14|99 99 45 63|3.9 523
3338 泰碩|電子零組|-2 -29 -17|91 100 50 45|6.0 16
3346 麗清|汽車工業|11 6 -20|97 97 15 19|1.1 84
3356 奇偶|光電業|14 10 2|88 88 2 46|0.3 75
3357 臺慶科|電子零組|-9 -19 -1|97 97 40 44|0.5 15
3362 先進光|光電業|1 -25 -23|83 83 45 66|1.1 509
3363 上詮|通信網路|-29 -37 -15|90 95 14 14|1.4 5
3374 精材|半導體業|-17 -15 -23|74 97 7 11|0.8 146
3376 新日興|電子零組|-22 -35 -30|92 95 8 -5|0.6 25
3380 明泰|通信網路|15 19 -8|99 99 21 28|0.8 87
3402 漢科|其他電子|8 -6 -38|100 100 18 24|2.0 19
3406 玉晶光|光電業|10 -3 -17|85 92 5 7|0.7 723
3413 京鼎|半導體業|-4 4 -13|87 94 6 8|0.5 83
3416 融程電|電腦及週|37 16 2|98 98 25 34|0.8 45
3419 譁裕|通信網路|28 30 2|82 88 4 26|0.6 22
3430 奇鈦科|化學工業|-2 -19 na|na 96 24 -4|2.9 7
3434 哲固|光電業|-10 -40 -33|64 94 17 27|0.9 10
3437 榮創|光電業|-58 -60 -11|87 97 18 28|1.2 7
3438 類比科|半導體業|-46 -48 -8|87 94 17 34|1.3 19
3441 聯一光電|光電業|-12 -32 -22|90 90 8 39|0.7 127
3443 創意|半導體業|65 66 7|91 91 49 94|0.8 6409
3444 利機|電子通路|-19 -28 -11|78 78 -4 21|0.3 18
3447 展達|通信網路|30 34 na|na na 51 na|4.4 34
3450 聯鈞|半導體業|-16 -26 -16|84 95 7 2|0.9 8
3454 晶睿|光電業|39 63 -23|88 88 27 94|0.3 857
3455 由田|光電業|-10 1 -11|98 98 16 25|1.0 53
3466 德晉|通信網路|951 367 261|91 91 10 40|0.4 16
3479 安勤|電腦及週|75 37 -22|98 98 40 84|1.1 350
3481 群創|光電業|-29 -39 1|89 93 31 21|0.5 901
3483 力致|電腦及週|-7 -22 -16|84 99 32 53|3.7 38
3484 崧騰|電子零組|-46 -47 -24|63 92 4 -4|3.0 14
3491 昇達科|通信網路|14 -6 -9|92 100 30 27|2.1 929
3494 誠研|電腦及週|56 17 -7|68 83 -4 11|0.8 9
3498 陽程|其他電子|37 40 3|89 89 -2 53|0.4 6
3499 環天科|通信網路|50 -10 11|93 93 16 43|2.4 19
3501 維熹|電子零組|6 -10 -17|99 99 6 18|1.8 12
3504 揚明光|光電業|-38 -38 -32|77 94 14 1|0.8 66
3508 位速|其他電子|-32 -28 -15|75 88 -1 14|0.4 17
3511 矽瑪|電子零組|10 -12 -45|88 94 9 10|0.6 16
3515 華擎|電腦及週|5 -22 -5|75 84 3 69|0.3 151
3518 柏騰|其他電子|-20 -47 -1|91 100 27 4|3.0 6
3520 華盈|電子零組|21 20 -20|81 89 7 16|0.9 22
3521 台鋼建設|建材營造|-24 -29 -29|83 86 1 -2|1.8 12
3526 凡甲|電子零組|-20 -31 -12|76 97 19 3|0.6 35
3527 聚積|半導體業|-21 -33 -8|77 98 21 31|0.9 28
3528 安馳|電子通路|26 23 15|98 98 15 18|0.4 7
3529 力旺|半導體業|-10 15 -15|92 92 39 71|0.9 1122
3530 晶相光|半導體業|-32 -31 17|70 93 18 21|0.3 13
3532 台勝科|半導體業|7 9 -22|45 97 14 23|0.9 336
3533 嘉澤|電子零組|33 1 -24|99 99 12 26|1.3 700
3535 晶彩科|光電業|43 -11 -54|62 80 3 -6|0.4 14
3540 曜越|電腦及週|72 42 45|100 100 39 72|3.8 17
3545 敦泰|半導體業|-16 -31 12|61 96 33 30|0.6 243
3546 宇峻|文化創意|-6 -3 1|100 100 6 9|1.2 8
3548 兆利|電子零組|-41 -47 -29|92 96 17 12|0.4 17
3552 同致|其他電子|14 -18 -29|78 85 9 -9|1.7 323
3556 禾瑞亞|半導體業|-19 -38 -16|88 100 17 24|1.1 9
3557 嘉威|居家生活|-22 -25 -21|94 96 35 49|3.2 7
3558 神準|通信網路|97 79 -3|96 96 65 108|0.9 1989
3563 牧德|光電業|-11 -12 14|93 97 44 54|1.1 46
3564 其陽|通信網路|56 22 -15|94 94 34 29|0.7 12
3570 大塚|資訊服務|80 36 6|95 95 31 33|1.2 16
3576 聯合再生|光電業|4 7 -16|86 95 2 0|1.1 162
3577 泓格|電腦及週|0 -19 -31|87 87 -11 21|0.6 9
3580 友威科|其他電子|60 3 -32|78 85 -4 -6|0.8 23
3583 辛耘|半導體業|29 12 -8|93 100 18 28|1.7 51
3587 閎康|其他電子|41 25 5|96 96 17 44|0.9 147
3588 通嘉|半導體業|-58 -59 -24|48 88 12 23|0.4 21
3591 艾笛森|光電業|5 -8 3|92 92 43 42|1.0 53
3592 瑞鼎|半導體業|-51 -49 -27|89 93 35 97|0.7 381
3594 磐儀|電腦及週|30 20 2|94 94 77 87|0.9 223
3596 智易|通信網路|7 18 -6|79 96 8 11|1.3 149
3605 宏致|電子零組|-14 -22 -14|64 89 -3 10|2.1 11
3611 鼎翰|電腦及週|14 10 -6|100 100 28 34|1.4 38
3617 碩天|其他電子|-14 20 -11|97 97 30 38|1.0 101
3624 光頡|電子零組|-16 -29 -22|75 96 74 75|1.9 704
3628 盈正|其他電子|13 -8 -14|86 98 12 39|1.5 13
3630 新鉅科|光電業|-18 -39 -2|83 90 3 10|0.9 20
3645 達邁|電子零組|-59 -61 -29|57 96 3 7|1.0 8
3652 精聯|電腦及週|5 1 -1|96 96 42 52|1.6 97
3653 健策|電子零組|33 21 -13|98 98 28 32|2.5 582
3661 世芯-KY|半導體業|73 89 43|95 95 52 53|0.7 6397
3664 安瑞-KY|通信網路|16 27 11|100 100 94 96|4.6 12
3665 貿聯-KY|其他電子|-1 22 -55|82 97 9 1|0.9 318
3666 光耀|光電業|-55 -60 -5|79 91 28 19|0.5 10
3669 圓展|通信網路|-21 -25 -8|76 87 -2 17|0.5 6
3673 TPK-KY|光電業|-21 -25 -20|91 93 15 12|0.7 72
3675 德微|半導體業|-8 -13 -14|91 100 94 69|0.8 1052
3680 家登|半導體業|54 36 -13|100 100 48 42|1.1 882
3686 達能|半導體業|-54 -81 5|55 86 -8 -15|0.9 6
3687 歐買尬|數位雲端|1 -1 -4|51 89 -1 29|0.2 14
3689 湧德|電子零組|18 -11 -10|80 99 15 26|1.3 17
3691 碩禾|光電業|-54 -60 -32|64 95 13 9|1.4 41
3693 營邦|電腦及週|98 116 42|94 94 10 104|0.7 190
3694 海華|通信網路|-2 -15 -2|99 99 19 32|2.7 7
3701 大眾控|電腦及週|10 1 -17|69 99 33 37|1.2 98
3702 大聯大|電子通路|-26 -26 -18|92 99 4 9|1.0 166
3703 欣陸|建材營造|-34 -25 -38|93 96 10 8|1.3 76
3704 合勤控|通信網路|43 27 3|90 90 7 15|0.4 134
3705 永信|生技醫療|3 -17 -10|87 87 -4 12|0.2 21
3706 神達|電腦及週|-20 -7 -20|90 90 -4 9|1.5 97
3707 漢磊|半導體業|-18 -8 -23|66 88 4 0|1.0 232
3708 上緯投控|綠能環保|-21 -33 -21|72 91 6 6|0.2 119
3710 連展投控|電子零組|-5 -27 -12|70 91 11 -5|0.5 18
3711 日月光投控|半導體業|-9 -9 -23|100 100 16 44|1.2 1345
3712 永崴投控|電腦及週|19 7 -15|96 96 34 56|0.7 89
3714 富采|光電業|-42 -52 -22|75 96 13 33|2.2 187
3715 定穎投控|電子零組|na na na|na 100 38 32|7.9 33
4102 永日|生技醫療|18 1 -18|68 68 -26 28|0.1 12
4104 佳醫|生技醫療|20 12 2|97 97 19 26|0.8 30
4105 東洋|生技醫療|30 6 -8|94 94 -4 13|1.2 74
4106 雃博|生技醫療|-1 13 -0|70 85 -6 21|0.1 8
4107 邦特|生技醫療|5 4 -6|90 94 -1 1|1.2 17
4111 濟生|生技醫療|6 1 -7|97 97 5 24|0.9 6
4113 聯上|建材營造|-100 -89 1|100 100 33 30|1.1 12
4114 健喬|生技醫療|40 30 -6|86 86 -12 35|0.3 242
4116 明基醫|生技醫療|16 28 -63|70 85 -11 5|0.4 12
4119 旭富|生技醫療|299 156 96|100 100 26 37|1.2 84
4121 優盛|生技醫療|-0 1 -9|80 92 -1 20|0.2 12
4123 晟德|生技醫療|318 150 54|83 93 0 2|1.1 46
4126 太醫|生技醫療|61 35 16|99 99 12 27|0.5 40
4128 中天|生技醫療|-4 -5 -1|84 94 -2 5|0.8 194
4129 聯合|生技醫療|31 24 -0|99 99 10 80|0.5 50
4130 健亞|生技醫療|35 6 -0|67 67 -28 10|0.2 17
4133 亞諾法|生技醫療|17 -9 -7|46 87 -6 11|0.2 8
4137 麗豐-KY|生技醫療|35 -20 1|90 90 1 34|0.3 43
4138 曜亞|生技醫療|19 23 -8|98 98 20 34|0.3 5
4142 國光生|生技醫療|37 496 212|88 88 9 21|0.3 45
4147 中裕|生技醫療|68 191 88|95 95 31 49|3.4 149
4148 全宇生技-KY|生技醫療|2 24 -44|72 91 19 18|0.7 16
4153 鈺緯|生技醫療|82 36 -4|100 100 36 63|1.1 27
4155 訊映|生技醫療|-46 -34 -50|97 97 32 55|0.7 92
4157 太景*-KY|生技醫療|-83 2974 2098|72 84 -9 4|0.9 20
4162 智擎|生技醫療|27 -1 -13|74 74 -11 -5|0.6 274
4163 鐿鈦|生技醫療|24 41 14|86 86 9 38|0.3 51
4164 承業醫|生技醫療|23 1 -36|94 94 56 71|1.0 380
4167 松瑞藥|生技醫療|-13 -14 4|67 67 -28 11|0.1 34
4168 醣聯|生技醫療|na na na|71 87 -3 -6|0.3 20
4171 瑞基|農業科技|-62 -73 -35|41 85 9 17|0.3 19
4174 浩鼎|生技醫療|-90 na na|69 98 14 18|0.7 44
4175 杏一|生技醫療|17 10 -1|98 100 23 36|1.9 15
4190 佐登-KY|生技醫療|38 8 1|100 100 19 34|1.7 59
4306 炎洲|塑膠工業|3 -23 -6|100 100 13 18|2.1 29
4417 金洲|紡織纖維|-3 1 -48|100 100 5 17|1.4 7
4426 利勤|紡織纖維|138 87 -83|77 91 -4 7|0.9 10
4432 銘旺實|紡織纖維|-48 -41 -52|69 80 -13 -5|1.4 7
4438 廣越|紡織纖維|-19 -9 -54|78 78 -6 -8|0.7 16
4440 宜新實業|紡織纖維|-27 -38 -14|76 95 8 5|1.5 5
4503 金雨|電機機械|70 39 -9|100 100 36 33|0.5 33
4506 崇友|電機機械|21 3 -4|91 96 7 1|1.7 6
4526 東台|電機機械|49 10 18|99 99 17 23|0.5 5
4532 瑞智|電機機械|-14 -27 -3|94 100 16 11|2.8 9
4536 拓凱|運動休閒|38 25 -6|85 85 10 38|0.9 399
4541 晟田|其他|57 8 -20|94 95 19 11|1.6 51
4543 萬在|電機機械|17 -11 -11|88 96 21 21|0.7 36
4549 桓達|電機機械|7 -4 -14|99 99 9 5|0.9 6
4550 長佳|電機機械|162 52 37|98 98 36 42|0.9 11
4551 智伸科|汽車工業|-1 -13 -14|82 82 -2 -10|2.0 67
4555 氣立|電機機械|-11 -25 -7|85 94 -1 -4|1.6 5
4557 永新-KY|汽車工業|42 -3 -64|80 90 7 0|0.4 10
4564 元翎|電機機械|-54 -40 -8|70 89 3 2|0.8 19
4566 時碩工業|電機機械|-6 -6 -18|91 97 10 13|1.4 23
4572 駐龍|電機機械|74 74 14|89 89 18 16|1.0 69
4576 大銀微系統|電機機械|-23 -25 -18|73 95 11 10|0.5 6
4580 捷流閥業|電機機械|26 1 -4|98 98 12 5|2.9 11
4583 台灣精銳|電機機械|-11 -10 na|na 95 18 9|1.1 15
4707 磐亞|化學工業|-26 -27 -36|100 100 8 7|0.8 6
4721 美琪瑪|化學工業|-45 -35 -55|71 90 3 -5|0.5 58
4726 永昕|生技醫療|35 15 -3|77 95 4 5|0.5 20
4736 泰博|生技醫療|-9 -3 -57|67 92 -1 17|0.5 101
4739 康普|化學工業|-26 -27 -41|61 93 2 3|0.5 89
4743 合一|生技醫療|7 2 -979|90 90 2 18|0.8 1326
4744 皇將|生技醫療|-24 -24 -8|99 99 30 32|1.1 8
4746 台耀|生技醫療|34 15 -9|97 97 2 62|1.0 174
4747 強生製藥|生技醫療|10 25 3|83 83 3 61|0.1 24
4755 三福化|化學工業|-25 -28 -37|59 96 9 14|1.2 44
4763 材料*-KY|化學工業|136 80 9|98 98 93 198|0.3 2393
4766 南寶|化學工業|15 -4 -23|98 98 8 9|4.0 10
4768 晶呈科技|化學工業|39 38 -23|na 85 13 -7|0.5 91
4770 上品|化學工業|70 46 -13|79 88 -0 -8|0.6 321
4903 聯光通|通信網路|12 -17 -46|98 98 50 34|1.6 13
4904 遠傳|通信網路|6 1 -3|89 100 14 4|0.6 282
4906 正文|通信網路|47 24 -2|96 100 13 19|2.2 100
4908 前鼎|通信網路|-27 -26 -25|79 90 6 -1|1.6 8
4911 德英|生技醫療|573 519 182|92 95 29 2|0.8 5
4915 致伸|電子零組|-11 -18 -27|85 92 9 -6|0.6 189
4916 事欣科|電腦及週|91 89 46|96 96 26 55|2.8 84
4919 新唐|半導體業|-15 -19 -15|80 94 25 42|0.9 885
4923 力士|半導體業|-39 -36 -24|82 97 28 39|0.6 8
4927 泰鼎-KY|電子零組|-16 -27 -22|59 91 8 20|0.7 41
4930 燦星網|電器電纜|-11 -29 0|80 90 7 18|1.2 6
4931 新盛力|電腦及週|26 2 -87|82 82 1 17|0.4 83
4934 太極|光電業|132 78 7|89 94 12 25|0.9 97
4935 茂林-KY|光電業|-55 -50 -32|91 91 4 9|0.7 6
4938 和碩|電腦及週|8 -6 -10|100 100 9 18|1.3 276
4950 金耘國際|鋼鐵工業|-74 -80 -18|63 77 -20 -18|1.4 16
4952 凌通|半導體業|-59 -55 -30|74 98 21 23|0.6 25
4953 緯致|資訊服務|19 15 -11|98 98 43 49|1.6 384
4958 臻鼎-KY|電子零組|0 -0 -13|90 90 4 10|1.0 602
4960 誠美材|光電業|-31 -32 -11|97 97 29 34|0.9 61
4961 天鈺|半導體業|-22 -30 -9|90 93 45 87|0.2 690
4966 譜瑞-KY|半導體業|-56 -50 -38|58 93 31 82|1.0 1463
4967 十銓|半導體業|20 1 10|99 99 126 82|3.0 528
4968 立積|半導體業|-28 -24 -1|57 89 13 30|0.6 236
4973 廣穎電通|半導體業|7 0 -3|100 100 30 49|5.0 12
4974 亞泰|電子零組|7 4 -2|96 96 23 33|0.4 23
4976 佳凌|光電業|24 -6 13|88 95 29 33|0.6 166
4977 眾達-KY|通信網路|40 65 27|91 91 17 8|0.7 558
4979 華星光|通信網路|157 192 101|94 94 19 54|1.2 422
4989 榮科|電子零組|39 0 11|72 94 14 27|0.7 16
4994 傳奇|資訊服務|-26 -39 0|88 99 17 25|0.7 11
4995 晶達|光電業|11 -15 -23|98 98 41 48|2.0 8
5009 榮剛|鋼鐵工業|43 30 -10|98 98 36 88|0.8 848
5011 久陽|鋼鐵工業|15 4 -18|68 95 10 36|3.8 21
5014 建錩|鋼鐵工業|17 -19 -18|76 90 -8 27|0.3 13
5015 華祺|鋼鐵工業|-30 -37 -37|77 77 -5 3|0.5 21
5203 訊連|資訊服務|15 11 -0|91 91 25 20|1.6 179
5209 新鼎|其他|61 27 -8|98 98 44 61|1.3 12
5210 寶碩|資訊服務|-36 -6 -25|63 83 19 2|0.7 8
5211 蒙恬|資訊服務|29 14 -4|94 94 55 63|2.8 43
5222 全訊|半導體業|52 36 15|95 95 36 45|3.6 162
5225 東科-KY|其他電子|-26 -21 -45|92 92 16 48|2.9 42
5227 立凱-KY|電子零組|368 177 26|75 82 -3 3|0.4 17
5230 雷笛克光學|光電業|22 6 3|81 90 0 -2|0.5 9
5234 達興材料|光電業|-25 -23 -4|75 96 24 31|0.3 10
5236 凌陽創新|半導體業|-27 -34 3|73 97 36 40|0.9 26
5243 乙盛-KY|光電業|13 5 -12|94 98 12 17|4.6 97
5245 智晶|光電業|-16 -25 -19|71 80 -3 -7|0.6 6
5251 天鉞電|光電業|114 116 36|76 76 -5 -0|0.3 5
5258 虹堡|電腦及週|38 29 -27|88 88 34 57|0.7 962
5263 智崴|文化創意|39 34 23|87 87 -0 20|0.5 50
5269 祥碩|半導體業|-4 -15 -1|59 91 60 79|0.7 1209
5272 笙科|半導體業|-51 -60 -31|69 94 11 21|0.5 18
5274 信驊|半導體業|-33 -23 -54|88 89 45 61|0.8 1491
5283 禾聯碩|電器電纜|-16 -21 -19|99 99 10 11|1.0 9
5284 jpp-KY|其他|46 45 5|100 100 60 136|2.3 332
5285 界霖|半導體業|-16 -18 -12|89 96 45 38|1.1 119
5287 數字|數位雲端|14 9 -7|95 99 6 13|1.9 5
5288 豐祥-KY|電機機械|23 11 -23|96 96 14 11|0.9 19
5289 宜鼎|電腦及週|-11 -12 -7|97 97 71 99|4.3 643
5299 杰力|半導體業|-58 -53 -26|74 97 17 40|0.8 23
5306 桂盟|運動休閒|-19 -36 -21|79 92 4 5|1.4 27
5309 系統電|電子零組|27 33 -3|98 100 15 29|3.8 116
5315 光聯|光電業|9 3 7|94 94 24 45|1.1 32
5321 美而快|數位雲端|10 19 3|66 86 35 44|0.3 66
5340 建榮|電子零組|-12 3 7|88 88 87 81|0.4 40
5347 世界|半導體業|-41 -35 -43|83 96 17 53|0.8 464
5351 鈺創|半導體業|-64 -67 -34|60 98 21 45|1.2 231
5353 台林|通信網路|23 16 -15|100 100 66 32|2.4 78
5371 中光電|光電業|-22 -31 -23|99 99 23 29|0.6 134
5381 光譜|電機機械|-4 -23 -8|100 100 162 169|3.5 12
5386 青雲|電腦及週|-52 -63 -66|97 100 11 34|1.0 6
5388 中磊|通信網路|44 32 -16|90 100 22 20|1.5 436
5403 中菲|資訊服務|67 18 5|98 98 27 25|0.7 25
5410 國眾|資訊服務|-8 9 -82|91 91 5 44|0.3 20
5425 台半|半導體業|4 -0 -15|90 90 38 34|1.0 1880
5426 振發|電腦及週|14 -0 -21|76 84 -7 -6|1.0 6
5434 崇越|電子通路|6 2 -18|97 97 14 22|0.9 79
5439 高技|電子零組|34 28 29|98 98 43 68|2.4 71
5443 均豪|半導體業|-41 -24 -23|92 92 0 11|0.5 9
5450 南良|其他|-7 -31 -20|91 91 28 33|2.0 30
5452 佶優|其他電子|-13 -29 -12|92 92 40 44|0.8 30
5457 宣德|電子零組|23 -20 -26|86 96 14 15|0.6 49
5464 霖宏|電子零組|34 -3 8|82 82 13 35|0.3 21
5465 富驊|電腦及週|14 -3 9|96 96 39 64|2.9 38
5469 瀚宇博|電子零組|-13 -22 -4|88 99 11 25|1.1 32
5471 松翰|半導體業|-42 -47 -1|66 97 3 16|0.5 14
5474 聰泰|電腦及週|-0 -20 1|80 97 26 43|2.4 9
5475 德宏|電子零組|17 -24 35|71 97 51 33|2.8 11
5478 智冠|文化創意|-0 12 13|100 100 19 32|0.6 30
5483 中美晶|半導體業|10 11 -6|90 93 9 21|0.8 494
5508 永信建|建材營造|-47 -63 -41|90 92 5 0|0.6 9
5519 隆大|建材營造|-30 -63 -160|99 99 6 12|1.1 9
5522 遠雄|建材營造|-18 -29 -7|91 96 -3 4|1.0 29
5530 龍巖|其他|22 -11 -22|81 98 1 4|0.6 7
5534 長虹|建材營造|-46 -64 -552|100 100 9 9|1.1 26
5536 聖暉*|其他電子|36 19 -19|66 100 37 44|0.9 75
5603 陸海|航運業|5 -9 -8|52 85 -7 -14|0.4 6
5607 遠雄港|航運業|-2 -14 -33|96 96 30 26|0.8 58
5608 四維航|航運業|-48 -41 -53|58 85 -1 11|0.4 182
5609 中菲行|航運業|-48 -51 -48|85 99 17 41|1.2 33
5704 老爺知|觀光餐旅|-5 3 -152|80 80 17 76|0.4 24
5706 鳳凰|觀光餐旅|821 1171 841|89 89 5 17|0.6 95
5864 致和證|金融業|68 65 104|91 99 36 43|1.1 6
5871 中租-KY|其他|19 18 -2|93 93 4 23|0.9 907
5876 上海商銀|金融保險|22 26 4|90 92 6 -2|0.9 163
5880 合庫金|金融保險|23 19 16|91 96 -0 -1|0.7 206
5903 全家|居家生活|11 10 -1|97 97 7 15|0.4 21
5904 寶雅|居家生活|4 15 -1|93 93 27 46|0.6 248
5905 南仁湖|觀光餐旅|-14 8 -47|86 88 3 5|0.2 10
5907 大洋-KY|貿易百貨|-17 -25 -6|81 81 -15 8|1.2 7
6005 群益證|金融保險|17 22 45|83 97 8 19|0.7 29
6016 康和證|金融業|82 300 50|85 97 12 15|1.2 14
6024 群益期|金融保險|-24 -11 -22|100 100 15 25|1.1 12
6026 福邦證|金融業|45 -17 68|68 94 6 7|1.0 13
6101 寬魚國際|文化創意|-34 13629 9605|99 99 82 140|1.7 16
6104 創惟|半導體業|-54 -56 -36|40 94 38 38|0.4 458
6109 亞元|通信網路|33 -1 -11|95 95 18 51|1.0 29
6111 光聚晶電|文化創意|28 115 -147|84 92 6 29|0.9 28
6112 邁達特|資訊服務|17 14 8|96 96 23 28|0.7 43
6113 亞矽|電子通路|-32 -41 -35|63 89 5 5|1.3 10
