# 2023-01 月末(2023-01-31)全池量化快照(864 檔)。欄位:代碼 名稱|產業|最新YoY 3月YoY 加速|距52週高% 距120日高% 60日漲% 120日漲%|量能x 日均值M
3228 金麗科|半導體業|-78 -21 1|39 49 45 -45|0.9 280
3231 緯創|電腦及週|0 0 -15|100 100 22 20|1.3 218
3234 光環|通信網路|-43 -39 -14|76 76 8 -14|0.6 5
3236 千如|電子零組|3 13 -10|90 90 14 15|0.2 6
3252 海灣|觀光餐旅|-35 -29 -75|72 76 15 -18|0.5 9
3260 威剛|半導體業|-28 -24 -14|72 100 18 13|1.2 72
3264 欣銓|半導體業|19 22 0|99 99 33 28|0.9 76
3265 台星科|半導體業|-3 6 -25|92 97 29 3|1.0 59
3272 東碩|電腦及週|-40 102 47|73 73 17 46|0.2 41
3289 宜特|其他電子|10 12 -5|95 95 19 58|0.5 181
3290 東浦|電子零組|-9 1 -5|94 94 16 9|1.1 11
3293 鈊象|文化創意|24 12 6|100 100 44 43|1.2 1123
3305 昇貿|其他電子|-35 -33 -44|60 83 27 -13|1.9 10
3317 尼克森|半導體業|-25 -23 -15|76 87 26 -9|0.7 12
3324 雙鴻|其他電子|-24 -18 -17|63 91 31 -11|0.4 80
3346 麗清|汽車工業|17 45 24|89 90 33 21|1.0 23
3356 奇偶|光電業|-4 7 1|80 80 27 36|0.1 61
3362 先進光|光電業|-40 -20 -22|83 83 36 -8|0.4 65
3373 熱映|其他電子|-28 -26 8|67 84 21 26|0.3 5
3374 精材|半導體業|-17 -2 -7|74 81 20 -16|1.2 141
3376 新日興|電子零組|-34 -26 -26|87 87 7 2|1.0 14
3380 明泰|通信網路|31 47 24|87 87 15 0|0.5 23
3406 玉晶光|光電業|-21 -0 -18|69 81 27 -7|0.7 688
3413 京鼎|半導體業|11 25 3|76 88 17 -1|0.7 53
3419 譁裕|通信網路|55 51 24|76 82 17 3|0.2 14
3430 奇鈦科|化學工業|-13 -12 na|na na 14 na|0.6 5
3438 類比科|半導體業|-49 -51 -17|75 100 27 9|0.5 13
3441 聯一光電|光電業|-43 -36 -33|83 83 26 -4|0.3 17
3443 創意|半導體業|105 66 6|96 96 96 47|0.7 4522
3444 利機|電子通路|-26 -20 -7|75 75 16 7|0.6 48
3454 晶睿|光電業|91 148 63|95 95 79 167|0.5 1794
3455 由田|光電業|14 7 -7|82 98 23 15|1.0 27
3466 德晉|通信網路|128 88 72|93 93 52 23|0.3 25
3479 安勤|電腦及週|30 66 6|93 93 52 24|0.9 561
3481 群創|光電業|-39 -40 -4|68 91 -2 8|0.9 384
3483 力致|電腦及週|-42 -30 -29|66 89 28 -4|0.7 7
3491 昇達科|通信網路|-10 -18 -25|73 78 26 -13|0.4 91
3494 誠研|電腦及週|-10 1 -19|65 65 20 -18|0.5 8
3498 陽程|其他電子|129 127 89|94 94 52 43|0.8 12
3504 揚明光|光電業|-33 -31 -37|75 75 21 -8|0.4 63
3508 位速|其他電子|-14 -39 -36|68 85 43 -17|0.4 24
3511 矽瑪|電子零組|-12 10 -73|80 80 6 1|0.3 6
3515 華擎|電腦及週|-36 -10 2|67 97 51 54|0.5 349
3520 華盈|電子零組|94 47 -12|76 76 17 14|0.2 7
3521 台鋼建設|建材營造|-77 -28 -22|75 75 -12 33|1.7 10
3526 凡甲|電子零組|-29 -23 -14|64 78 15 -17|1.4 10
3527 聚積|半導體業|-38 -32 -18|62 86 24 -6|0.7 12
3529 力旺|半導體業|64 49 10|85 100 66 47|0.8 964
3530 晶相光|半導體業|-31 -52 -4|67 88 24 -13|1.4 6
3532 台勝科|半導體業|30 38 4|42 84 12 -8|0.5 138
3533 嘉澤|電子零組|-0 18 -9|83 83 9 16|1.4 481
3535 晶彩科|光電業|-26 -47 -79|63 81 -8 -17|0.2 10
3545 敦泰|半導體業|-32 -40 -1|51 85 -4 -4|0.5 148
3546 宇峻|文化創意|2 -5 -2|87 95 11 8|0.9 13
3548 兆利|電子零組|-42 -26 -25|83 93 23 3|1.2 11
3552 同致|其他電子|-16 3 -12|76 76 15 1|0.5 102
3558 神準|通信網路|95 120 44|89 89 23 2|0.6 311
3563 牧德|光電業|-5 -21 1|63 94 32 6|1.1 8
3576 聯合再生|光電業|14 41 3|87 90 -1 -3|0.9 91
3577 泓格|電腦及週|-25 -5 -26|86 86 13 12|0.4 18
3580 友威科|其他電子|18 36 3|81 81 18 -4|0.3 20
3583 辛耘|半導體業|-2 11 -14|69 89 21 4|0.6 15
3587 閎康|其他電子|14 25 7|100 100 39 52|0.8 175
3588 通嘉|半導體業|-52 -52 -33|44 84 32 -13|0.1 12
3592 瑞鼎|半導體業|-40 -37 -32|60 100 53 27|0.5 311
3594 磐儀|電腦及週|29 34 16|97 99 30 2|0.6 30
3596 智易|通信網路|36 38 14|75 75 15 -18|0.6 55
3617 碩天|其他電子|34 28 1|88 88 16 36|0.3 24
3624 光頡|電子零組|-36 -25 -30|53 87 32 -10|3.1 29
3653 健策|電子零組|27 40 3|90 90 19 10|0.9 461
3661 世芯-KY|半導體業|106 87 53|70 89 45 30|0.6 2963
3665 貿聯-KY|其他電子|39 69 -20|77 77 6 -16|1.3 383
3669 圓展|通信網路|-14 -15 3|77 91 18 7|0.3 9
3673 TPK-KY|光電業|-24 -8 -3|77 82 4 -12|0.8 12
3675 德微|半導體業|-7 -6 -12|60 85 29 -3|2.1 121
3680 家登|半導體業|60 10 -43|94 94 37 14|2.5 604
3686 達能|半導體業|-93 -95 -20|57 74 59 -17|0.4 8
3687 歐買尬|數位雲端|4 4 -2|49 91 40 -1|0.8 91
3691 碩禾|光電業|-80 -47 -23|57 67 13 -22|0.9 15
3693 營邦|電腦及週|167 129 71|93 93 127 117|4.4 339
3701 大眾控|電腦及週|23 26 -0|56 78 27 -8|0.6 9
3702 大聯大|電子通路|-17 -10 -11|87 91 7 -6|0.8 117
3703 欣陸|建材營造|-17 -18 -46|89 89 11 0|0.9 22
3704 合勤控|通信網路|15 37 18|94 94 44 20|0.8 198
3705 永信|生技醫療|-36 -14 -8|85 85 10 5|0.3 118
3706 神達|電腦及週|34 36 19|95 100 15 9|0.9 38
3707 漢磊|半導體業|7 7 -16|70 82 18 -4|0.8 226
3708 上緯投控|綠能環保|-26 -19 -12|76 100 21 1|1.3 285
3710 連展投控|電子零組|-26 -18 -5|65 65 12 -12|0.5 11
3711 日月光投控|半導體業|-11 3 -16|95 95 30 16|1.1 915
3712 永崴投控|電腦及週|-29 -20 -45|88 97 26 4|0.7 14
3713 新晶投控|綠能環保|81 217 53|80 88 10 3|0.4 6
3714 富采|光電業|-56 -40 -24|50 95 21 1|0.8 98
3715 定穎投控|電子零組|na na na|na na 7 na|0.6 8
4102 永日|生技醫療|7 28 4|70 70 4 68|0.3 96
4104 佳醫|生技醫療|11 10 1|99 99 17 16|1.6 21
4105 東洋|生技醫療|-9 6 -6|92 92 6 9|0.4 112
4106 雃博|生技醫療|18 14 0|72 87 28 17|0.4 37
4107 邦特|生技醫療|17 10 -0|90 90 5 9|0.5 11
4111 濟生|生技醫療|8 7 -4|93 93 19 20|0.4 11
4113 聯上|建材營造|-100 -100 -23|86 96 3 5|2.8 6
4114 健喬|生技醫療|39 37 2|80 80 36 34|0.6 995
4116 明基醫|生技醫療|59 89 -16|74 81 25 -18|0.1 19
4119 旭富|生技醫療|125 70 50|98 98 13 18|0.6 26
4121 優盛|生技醫療|11 2 -8|80 91 25 17|0.3 41
4123 晟德|生技醫療|70 99 37|85 90 10 -4|0.5 35
4126 太醫|生技醫療|31 27 17|91 91 13 8|0.4 11
4128 中天|生技醫療|2 2 3|84 84 24 16|0.6 279
4129 聯合|生技醫療|27 27 2|87 87 51 48|0.4 43
4130 健亞|生技醫療|-30 4 2|72 72 33 10|0.3 154
4133 亞諾法|生技醫療|-20 13 18|48 83 18 5|0.3 30
4137 麗豐-KY|生技醫療|-42 -31 -10|100 100 52 22|0.8 99
4142 國光生|生技醫療|288 63 -352|89 96 24 1|2.2 27
4147 中裕|生技醫療|420 375 295|94 94 26 22|0.4 45
4148 全宇生技-KY|生技醫療|32 31 -39|64 79 15 -6|0.4 6
4153 鈺緯|生技醫療|20 60 22|95 95 59 38|2.0 30
4155 訊映|生技醫療|-56 -5 -28|100 100 32 29|1.3 55
4157 太景*-KY|生技醫療|8947 3065 2199|74 79 14 -19|0.4 23
4162 智擎|生技醫療|-29 -4 -15|79 79 22 15|0.5 974
4163 鐿鈦|生技醫療|52 31 9|99 99 28 32|1.8 68
4164 承業醫|生技醫療|-19 6 -27|100 100 27 34|2.3 13
4167 松瑞藥|生技醫療|-15 -25 0|77 77 38 34|0.4 357
4168 醣聯|生技醫療|-98 -38 na|72 72 22 9|0.2 23
4171 瑞基|農業科技|-76 -59 -36|41 78 27 -8|0.5 88
4173 久裕|生技醫療|1 6 -1|83 90 12 7|0.2 7
4174 浩鼎|生技醫療|-28 -76 -470|54 83 9 -10|0.8 25
4175 杏一|生技醫療|12 6 -5|79 91 10 9|1.1 9
4190 佐登-KY|生技醫療|-14 14 12|92 92 7 8|0.5 15
4426 利勤|紡織纖維|107 245 87|84 84 22 -9|0.9 8
4432 銘旺實|紡織纖維|-43 -9 -34|73 73 20 -21|0.8 7
4438 廣越|紡織纖維|5 28 -36|85 85 2 14|0.5 14
4503 金雨|電機機械|25 39 -1|82 86 19 -6|0.9 14
4513 福裕|電機機械|-11 -12 -17|70 70 -13 -14|0.7 5
4536 拓凱|運動休閒|7 17 -10|86 86 10 24|0.7 92
4541 晟田|其他|0 10 -21|85 85 19 1|0.2 12
4551 智伸科|汽車工業|-2 2 -3|87 87 4 -10|0.6 40
4563 百德|電機機械|-0 0 -33|100 100 39 38|1.8 12
4566 時碩工業|電機機械|-2 21 4|84 84 10 2|0.3 18
4572 駐龍|電機機械|79 62 2|91 98 14 -2|0.4 19
4721 美琪瑪|化學工業|-17 -22 -66|70 77 17 -14|0.6 38
4726 永昕|生技醫療|5 4 -13|75 75 15 -4|0.3 17
4736 泰博|生技醫療|9 38 -23|65 80 8 1|0.4 128
4739 康普|化學工業|-24 -16 -41|61 73 17 -19|0.4 41
4743 合一|生技醫療|18 -16 -1016|90 90 27 47|0.8 1837
4746 台耀|生技醫療|16 21 -0|82 82 42 40|0.9 321
4747 強生製藥|生技醫療|42 32 12|75 75 50 38|2.1 60
4755 三福化|化學工業|-20 -27 -53|59 80 25 -13|0.5 41
4763 材料*-KY|化學工業|45 61 4|100 100 175 185|2.9 2211
4768 晶呈科技|化學工業|28 103 na|na 84 15 57|1.2 98
4770 上品|化學工業|49 48 -22|87 87 36 31|1.5 383
4904 遠傳|通信網路|0 0 -4|79 85 -6 -11|1.4 193
4906 正文|通信網路|24 55 32|86 86 8 -9|0.8 29
4915 致伸|電子零組|-12 -8 -21|81 81 6 -19|0.5 112
4916 事欣科|電腦及週|125 100 65|95 96 34 20|0.3 14
4919 新唐|半導體業|-12 -8 -9|69 99 35 15|0.6 456
4927 泰鼎-KY|電子零組|-36 -18 -22|49 93 21 -3|0.3 23
4931 新盛力|電腦及週|-4 18 -84|81 81 13 31|0.2 135
4934 太極|光電業|70 88 33|80 97 27 2|1.9 22
4938 和碩|電腦及週|-28 -20 -32|95 98 14 4|0.9 192
4943 康控-KY|電子零組|-62 -56 -12|44 75 41 -17|0.7 5
4950 金耘國際|鋼鐵工業|-94 -97 -59|72 82 -12 -15|0.9 30
4952 凌通|半導體業|-47 -45 -37|63 79 15 -20|0.9 9
4953 緯致|資訊服務|17 20 -9|97 98 18 15|0.9 11
4958 臻鼎-KY|電子零組|-20 -4 -18|87 87 6 -3|0.6 330
4960 誠美材|光電業|-23 -33 -19|79 93 10 8|0.8 7
4961 天鈺|半導體業|-25 -34 -27|74 100 38 17|1.2 1125
4966 譜瑞-KY|半導體業|-52 -41 -44|45 89 37 -14|0.6 716
4968 立積|半導體業|-24 -1 27|54 87 46 -5|0.7 479
4974 亞泰|電子零組|19 28 23|100 100 28 21|2.6 39
4976 佳凌|光電業|-35 -30 -1|61 80 18 -6|0.8 7
4977 眾達-KY|通信網路|77 79 56|95 95 23 45|1.4 492
4979 華星光|通信網路|182 126 69|90 90 69 70|1.9 394
4989 榮科|電子零組|-9 -15 -6|64 90 18 1|0.8 5
5009 榮剛|鋼鐵工業|29 31 -12|100 100 29 21|0.6 386
5011 久陽|鋼鐵工業|22 10 -23|63 93 26 -8|0.6 7
5014 建錩|鋼鐵工業|-33 -23 -30|84 100 53 3|1.0 48
5015 華祺|鋼鐵工業|-26 -15 -28|77 77 -2 29|0.3 14
5203 訊連|資訊服務|0 9 1|76 83 -5 -5|0.8 5
5222 全訊|半導體業|64 37 21|80 87 10 9|0.7 37
5225 東科-KY|其他電子|-6 24 -15|81 81 13 65|0.2 19
5227 立凱-KY|電子零組|171 182 40|79 91 12 38|0.4 17
5234 達興材料|光電業|-21 -21 -8|58 98 29 3|1.0 5
5243 乙盛-KY|光電業|5 16 -1|87 90 5 -11|0.8 31
5245 智晶|光電業|-26 -19 -17|65 75 3 -19|0.9 7
5251 天鉞電|光電業|241 108 43|83 83 18 44|0.1 9
5258 虹堡|電腦及週|39 61 -10|100 100 54 23|1.2 173
5263 智崴|文化創意|54 27 23|95 95 29 12|4.0 66
5269 祥碩|半導體業|-1 -14 -2|46 90 63 -8|0.9 746
5274 信驊|半導體業|5 29 -15|70 92 41 15|0.7 598
5284 jpp-KY|其他|40 50 17|100 100 75 80|1.6 179
5285 界霖|半導體業|-15 -15 -14|68 77 15 -18|1.4 7
5288 豐祥-KY|電機機械|30 47 6|92 92 6 16|0.5 15
5289 宜鼎|電腦及週|-8 -4 -9|93 95 16 10|1.0 16
5299 杰力|半導體業|-50 -48 -36|70 95 43 -6|0.8 18
5306 桂盟|運動休閒|-43 -33 -25|66 91 10 -1|1.1 11
5309 系統電|電子零組|37 32 -9|89 94 13 5|0.5 36
5321 美而快|數位雲端|39 19 2|64 92 37 19|4.5 106
5340 建榮|電子零組|17 6 11|100 100 64 53|3.0 18
5347 世界|半導體業|-39 -24 -45|75 99 61 41|1.7 651
5351 鈺創|半導體業|-66 -66 -55|55 91 48 -7|0.5 218
5353 台林|通信網路|28 28 -8|70 70 -5 -4|0.2 15
5371 中光電|光電業|-35 -26 -29|74 88 21 8|0.5 154
5386 青雲|電腦及週|-62 -44 -61|86 96 14 1|1.1 7
5388 中磊|通信網路|34 41 -7|76 76 9 -10|0.5 122
5410 國眾|資訊服務|9 218 130|84 84 13 31|0.1 13
5425 台半|半導體業|3 12 -8|92 92 27 9|1.1 308
5434 崇越|電子通路|-1 13 -11|98 98 17 7|1.0 30
5443 均豪|半導體業|-18 17 14|91 92 16 15|1.0 11
5457 宣德|電子零組|-40 -29 -38|72 79 10 4|0.4 26
5469 瀚宇博|電子零組|-30 -20 -5|78 93 18 8|0.5 15
5471 松翰|半導體業|-46 -53 -11|63 87 16 -11|0.4 26
5478 智冠|文化創意|11 12 19|89 97 12 8|0.7 13
5483 中美晶|半導體業|13 17 -2|75 98 36 17|0.9 471
5508 永信建|建材營造|-79 -56 -47|77 80 -12 -17|2.2 5
5522 遠雄|建材營造|-49 -46 -51|94 95 8 -3|0.6 24
5530 龍巖|其他|-18 -4 -17|79 90 8 -6|0.7 9
5534 長虹|建材營造|-50 34 -503|98 98 4 8|1.1 11
5536 聖暉*|其他電子|30 30 -12|50 51 18 -41|1.7 24
5603 陸海|航運業|-21 -20 -21|56 69 18 -19|0.6 5
5607 遠雄港|航運業|-14 -4 -33|80 93 5 17|0.9 20
5608 四維航|航運業|-34 -30 -67|55 78 6 -21|0.3 88
5609 中菲行|航運業|-50 -41 -56|74 88 25 -1|0.8 10
5704 老爺知|觀光餐旅|-2 1 -154|89 89 28 44|0.4 16
5706 鳳凰|觀光餐旅|298 270 210|87 89 33 -5|0.4 51
5871 中租-KY|其他|16 20 -0|89 94 57 6|1.2 1013
5876 上海商銀|金融保險|30 27 10|89 89 4 -6|1.0 143
5880 合庫金|金融保險|13 9 12|92 95 5 3|1.7 262
5903 全家|居家生活|8 9 0|83 97 10 11|0.9 8
5904 寶雅|居家生活|18 8 -5|96 96 30 38|0.8 343
5905 南仁湖|觀光餐旅|-13 -11 -62|80 93 12 1|1.3 17
5907 大洋-KY|貿易百貨|-39 -27 -10|100 100 37 24|1.7 7
6005 群益證|金融保險|-28 -28 8|77 94 16 0|0.9 15
6104 創惟|半導體業|-46 -45 -59|34 79 39 -13|0.7 357
6109 亞元|通信網路|-17 2 -8|90 90 36 16|0.3 14
6111 光聚晶電|文化創意|366 267 -47|88 95 52 6|0.6 150
6116 彩晶|光電業|-41 -27 9|74 98 5 23|2.0 51
6118 建達|電子通路|9 -5 -9|80 80 37 -18|0.4 116
6121 新普|電腦及週|-2 2 2|100 100 23 20|0.9 79
6122 擎邦|電機機械|51 33 -12|98 98 39 1|1.5 17
6125 廣運|電機機械|5 23 -11|80 80 14 -9|0.8 22
6129 普誠|半導體業|23 18 -1|78 78 21 -10|0.5 37
6133 金橋|電子零組|-20 1 -33|80 80 25 2|0.3 55
6138 茂達|半導體業|-53 -44 -41|55 93 32 9|1.0 93
6139 亞翔|其他電子|8 37 -20|100 100 49 43|1.1 91
6142 友勁|通信網路|28 87 41|94 94 15 13|0.8 7
6143 振曜|通信網路|7 29 16|99 99 42 58|0.6 117
6146 耕興|其他電子|-8 8 -9|82 82 13 7|0.6 60
6147 頎邦|半導體業|-25 -18 -7|93 99 14 9|0.8 73
6150 撼訊|電腦及週|-56 -65 -40|58 100 33 26|1.2 130
6153 嘉聯益|電子零組|-36 1 1|82 82 9 8|0.3 52
6155 鈞寶|電子零組|-16 -13 -10|95 96 21 13|2.8 5
6173 信昌電|電子零組|-36 -39 -8|66 87 17 -8|0.9 6
6175 立敦|電子零組|-10 -18 -11|80 100 51 13|1.6 6
6176 瑞儀|光電業|-30 3 -1|94 94 10 10|1.0 159
6177 達麗|建材營造|-97 -89 -7144|100 100 15 11|1.0 15
6180 橘子|文化創意|10 -6 -6|100 100 56 34|2.2 170
6182 合晶|半導體業|-1 6 -18|58 84 19 -5|1.1 98
6186 新潤|建材營造|84818 na na|95 95 34 47|0.5 30
6187 萬潤|半導體業|-47 -33 -20|47 75 21 -13|0.4 21
6188 廣明|電腦及週|-3 10 -2|100 100 20 7|2.6 24
6189 豐藝|電子通路|-32 -28 -15|92 99 11 -1|2.1 6
6190 萬泰科|通信網路|-20 -17 -37|72 72 1 -13|0.6 19
6191 精成科|電子零組|-22 -17 -5|83 95 16 3|0.6 10
6192 巨路|其他電子|8 -1 -7|89 92 8 -4|1.1 6
6196 帆宣|其他電子|17 29 -20|73 98 30 12|0.6 52
6197 佳必琪|電子零組|-9 11 -2|94 100 21 16|1.1 9
6202 盛群|半導體業|-36 -42 -32|66 96 12 0|0.6 60
6205 詮欣|電子零組|-3 16 -5|86 91 -1 12|0.9 48
6206 飛捷|電腦及週|-52 -42 -58|70 70 11 -24|0.5 13
6213 聯茂|電子零組|-15 -14 -5|65 100 54 13|1.0 74
6214 精誠|資訊服務|22 22 9|93 100 14 1|0.6 16
6215 和椿|其他電子|-36 -31 -25|92 94 21 4|1.4 8
6217 中探針|電子零組|-23 -22 -34|70 71 18 -30|0.5 26
6220 岳豐|電子零組|-38 -30 -25|76 76 17 -10|0.3 19
6223 旺矽|半導體業|1 2 -13|95 95 55 35|0.6 213
6224 聚鼎|電子零組|-3 -10 -11|56 95 23 -8|0.6 6
6227 茂綸|電子通路|7 9 2|100 100 21 27|2.2 7
6231 系微|資訊服務|1 -10 -20|85 92 29 25|1.4 43
6233 旺玖|半導體業|-7 -2 0|68 83 25 -7|0.5 7
6234 高僑|光電業|18 42 -23|90 90 25 21|0.3 14
6235 華孚|電腦及週|38 41 -8|85 92 29 -2|0.7 96
6237 驊訊|半導體業|-18 -29 18|57 79 23 -20|0.6 18
6239 力成|半導體業|-21 -18 -19|91 95 16 -2|0.6 139
6244 茂迪|光電業|18 10 16|85 94 24 -1|0.7 94
6245 立端|通信網路|46 36 8|85 85 55 36|1.1 410
6257 矽格|半導體業|-12 -3 -17|89 98 11 2|1.0 38
6261 久元|半導體業|-18 -25 -14|73 90 11 -5|0.8 5
6266 泰詠|電子零組|12 35 6|83 90 15 4|0.6 11
6269 台郡|電子零組|-27 -7 -23|89 89 13 9|0.4 68
6271 同欣電|半導體業|-3 -6 -8|73 96 30 -1|1.0 253
6274 台燿|電子零組|-26 -22 -10|69 100 54 18|1.1 187
6278 台表科|光電業|-21 -10 -20|69 85 16 4|1.0 76
6279 胡連|電子零組|27 37 5|85 85 10 5|0.7 184
6282 康舒|電子零組|-11 -8 -25|100 100 28 10|4.1 63
6284 佳邦|電子零組|-20 -8 -2|79 96 34 7|0.7 16
6285 啟碁|通信網路|35 54 13|89 89 -0 10|0.4 202
6288 聯嘉|汽車工業|-16 8 1|77 91 15 1|0.4 12
6290 良維|電子零組|-22 -14 -13|94 94 18 4|0.7 27
6409 旭隼|其他電子|14 16 -19|83 83 19 7|1.5 200
6411 晶焱|半導體業|-63 -67 -38|47 81 15 -13|0.9 26
6412 群電|電子零組|-7 -10 -13|95 100 11 5|1.0 9
6414 樺漢|電腦及週|48 26 -1|92 92 23 3|0.9 152
6415 矽力*-KY|半導體業|-35 -23 -37|54 92 65 11|1.4 973
6416 瑞祺電通|通信網路|-1 0 -8|89 89 18 6|0.5 8
6435 大中|半導體業|-56 -43 -42|66 82 9 -10|0.6 10
6438 迅得|其他電子|25 15 -3|75 92 26 -0|0.9 15
6441 廣錠|電腦及週|35 -12 32|92 94 46 30|0.5 28
6442 光聖|通信網路|6 -6 -11|71 71 25 -19|0.3 10
6443 元晶|光電業|45 26 -25|76 87 10 7|0.9 425
6446 藥華藥|生技醫療|124 238 -312|80 80 15 -12|0.7 483
6451 訊芯-KY|半導體業|26 46 19|89 89 0 20|0.9 33
6456 GIS-KY|光電業|-40 0 2|89 89 7 9|0.5 109
6457 紘康|半導體業|-56 -57 -19|38 76 8 -21|0.4 6
6461 益得|生技醫療|-82 -69 -90|70 70 10 -5|0.2 18
6462 神盾|半導體業|-11 6 3|62 77 19 -20|1.1 6
6469 大樹|生技醫療|28 24 -6|98 98 17 21|1.0 103
6470 宇智|通信網路|5 23 -30|73 73 24 -22|0.4 15
6472 保瑞|生技醫療|358 360 242|88 88 52 104|0.6 1416
6477 安集|光電業|-61 21 -151|71 80 16 -16|0.4 53
6485 點序|半導體業|-29 -27 -32|52 88 29 -5|0.3 20
6488 環球晶|半導體業|14 17 2|61 99 55 15|1.1 813
6491 晶碩|生技醫療|14 15 0|89 100 66 3|1.3 395
6492 生華科|生技醫療|na na na|53 85 48 -1|0.3 11
6494 九齊|半導體業|-55 -48 -36|50 88 25 -7|0.4 10
6505 台塑化|油電燃氣|2 7 -31|86 97 2 -1|1.6 136
6508 惠光|農業科技|-63 -49 -71|61 75 3 -10|0.4 6
6509 聚和|化學工業|-7 2 -13|68 96 26 5|0.5 30
6510 精測|半導體業|-19 -10 -15|79 97 40 21|0.6 60
6515 穎崴|半導體業|73 80 7|93 93 48 17|0.8 200
6523 達爾膚|生技醫療|1 -6 8|93 93 30 34|0.4 27
6525 捷敏-KY|半導體業|-24 -7 -17|79 88 16 -7|1.1 6
6531 愛普*|半導體業|-53 -53 -35|48 98 53 3|0.6 399
6532 瑞耘|半導體業|44 32 0|86 86 6 22|0.2 10
6533 晶心科|半導體業|-47 40 12|90 90 57 108|0.6 2022
6535 順藥|生技醫療|-7 290 -844|95 95 21 19|1.3 21
6541 泰福-KY|生技醫療|170 150 na|52 71 -6 -34|0.8 15
6546 正基|通信網路|-48 -51 na|na 51 -3 -40|0.4 15
6547 高端疫苗|生技醫療|-98 -99 na|39 50 15 -48|0.5 182
6548 長科*|半導體業|-16 -9 -24|30 35 12 -61|0.9 8
6550 北極星藥業-KY|生技醫療|-100 -68 na|na 47 21 -19|0.4 339
6561 是方|通信網路|11 13 2|94 95 2 -6|1.5 7
6568 宏觀|半導體業|71 76 49|56 89 50 39|0.6 72
6570 維田|電腦及週|-3 16 -17|84 84 11 21|0.5 7
6576 逸達|生技醫療|7612 2563 -17064|74 89 40 -12|0.9 22
6578 達邦蛋白|農業科技|-16 -9 -7|60 87 18 -8|0.4 6
6581 鋼聯|綠能環保|56 9 -48|84 93 13 11|0.6 5
6582 申豐|橡膠工業|-65 -58 17|46 79 20 -13|0.5 11
6585 鼎基|其他|-8 -3 na|na 80 21 -21|0.6 11
6589 台康生技|生技醫療|-31 6 0|74 74 20 30|0.3 502
6592 和潤企業|其他|23 22 -5|87 97 15 2|1.0 27
6598 ABC-KY|生技醫療|-17 5 -34|50 84 18 -2|0.2 7
6603 富強鑫|電機機械|-5 11 3|89 89 2 5|0.6 9
6605 帝寶|汽車工業|5 9 2|90 90 14 0|0.9 24
6609 瀧澤科|電機機械|43 38 10|97 97 47 26|3.5 18
6613 朋億*|其他電子|-7 18 -30|54 54 14 -39|1.4 9
6625 必應|其他|24 83 -189|94 94 35 43|0.7 13
6643 M31|半導體業|22 36 1|93 93 72 108|0.7 1554
6664 群翊|電子零組|13 17 -6|95 95 24 24|0.6 16
6666 羅麗芬-KY|生技醫療|-41 -13 -15|92 92 4 53|0.4 21
6668 中揚光|光電業|11 6 7|72 86 14 -12|0.4 5
6669 緯穎|電腦及週|41 55 4|70 80 20 2|1.0 705
6670 復盛應用|運動休閒|35 48 1|99 99 23 20|1.0 96
6672 騰輝電子-KY|電子零組|-36 -36 -11|71 100 37 23|0.9 22
6679 鈺太|半導體業|-52 -47 -26|61 100 57 32|1.5 212
6683 雍智科技|半導體業|-7 3 -1|69 80 36 3|0.5 18
6689 伊雲谷|數位雲端|8 -0 na|na na 52 na|2.8 74
6691 洋基工程|其他電子|6 37 -2|100 100 42 32|1.1 15
6703 軒郁|生技醫療|56 44 20|88 88 20 18|0.5 6
6706 惠特|光電業|-78 -77 -61|41 77 23 -18|0.5 25
6712 長聖|生技醫療|15 16 -51|83 83 24 24|0.4 248
6715 嘉基|電子零組|8 29 -16|76 76 18 -20|0.5 27
6719 力智|半導體業|-38 -41 -48|na 100 39 1|1.3 636
6732 昇佳電子|半導體業|-34 -32 -5|63 90 39 -4|2.6 16
6741 91APP*-KY|數位雲端|18 16 1|40 91 51 4|1.4 430
6747 亨泰光|生技醫療|-1 4 -14|67 87 5 -14|1.7 6
6756 威鋒電子|半導體業|-55 -49 -40|43 78 29 -13|0.6 56
6763 綠界科技*|數位雲端|11 12 na|na 97 46 21|4.9 39
6768 志強-KY|運動休閒|-5 113 15|76 76 4 3|0.4 27
6770 力積電|半導體業|-40 -27 -48|52 96 13 -2|1.4 543
6781 AES-KY|電子零組|0 7 -25|47 72 43 -21|0.7 555
6788 華景電|半導體業|88 19 -17|66 97 65 30|4.2 25
6789 采鈺|半導體業|-26 -20 na|na 72 41 -26|0.8 170
6806 森崴能源|綠能環保|-30 -38 -144|79 96 41 19|0.7 699
6829 千附精密|半導體業|-12 -12 na|na 87 13 6|0.4 8
6830 汎銓|其他電子|7 11 na|na na 60 na|3.2 7
6854 錼創科技-KY創|半導體業|-6 17 na|na na 25 na|0.6 5
8016 矽創|半導體業|-41 -37 -24|85 100 27 27|1.6 158
8021 尖點|其他電子|-24 -18 -12|77 95 5 3|0.3 6
8027 鈦昇|電機機械|-18 -11 -42|66 71 5 -22|0.7 9
8028 昇陽半導體|半導體業|7 13 3|82 82 15 -9|0.4 99
8033 雷虎|其他|24 9 15|85 85 81 139|0.4 131
8038 長園科|電子零組|977 962 591|97 100 36 19|2.7 24
8040 九暘|半導體業|-15 4 -18|77 85 -0 24|0.3 20
8043 蜜望實|電子零組|-23 -27 -28|92 92 16 9|0.8 6
8044 網家|數位雲端|0 -5 -0|53 99 35 9|1.2 133
