# 2023-02 月末(2023-02-24)全池量化快照(1027 檔)。欄位:代碼 名稱|產業|最新YoY 3月YoY 加速|距52週高% 距120日高% 60日漲% 120日漲%|量能x 日均值M
3019 亞光|光電業|-33 -27 -15|79 97 1 -1|1.0 52
3022 威強電|電腦及週|8 25 -4|94 94 22 13|1.3 211
3023 信邦|電子零組|17 21 0|95 95 8 7|1.2 198
3024 憶聲|光電業|-0 -15 -16|98 98 4 -2|1.6 9
3025 星通|通信網路|-61 -62 -44|81 81 -11 1|0.7 8
3026 禾伸堂|電子零組|-37 -18 -7|87 99 7 7|0.9 19
3027 盛達|通信網路|-48 3 -3|99 99 68 111|1.6 548
3028 增你強|電子通路|-54 -32 -23|82 99 8 1|0.9 8
3029 零壹|資訊服務|37 15 9|100 100 24 16|4.0 85
3030 德律|其他電子|-64 -25 -37|92 95 -3 6|1.3 24
3033 威健|電子通路|-30 -16 -12|91 100 4 3|1.1 22
3034 聯詠|半導體業|-41 -37 -15|96 96 37 51|1.1 2866
3035 智原|半導體業|2 13 -48|59 93 13 -5|1.7 3195
3036 文曄|電子通路|2 6 -20|77 96 8 0|1.3 75
3037 欣興|電子零組|-6 7 -25|52 77 -18 -17|0.9 3408
3038 全台|光電業|-10 -0 -9|97 97 8 -3|1.5 13
3041 揚智|半導體業|-58 -31 -23|63 86 7 -15|0.9 22
3042 晶技|電子零組|-36 -21 -6|91 95 6 -1|0.9 98
3044 健鼎|電子零組|-28 -18 -19|84 100 10 3|0.7 97
3045 台灣大|通信網路|5 10 1|91 97 5 -3|0.9 220
3046 建碁|電腦及週|50 18 -17|85 85 -7 64|0.9 92
3047 訊舟|通信網路|-23 -7 -17|81 82 -7 -18|0.4 34
3048 益登|電子通路|-27 -15 -22|84 97 3 -3|1.8 13
3049 精金|光電業|-65 -44 -5|73 93 9 -7|3.3 16
3050 鈺德|光電業|-3 8 -1|93 98 7 6|0.3 6
3051 力特|光電業|-50 -27 -15|67 85 -3 -12|1.1 12
3055 蔚華科|電子通路|12 -50 2|100 100 24 22|2.7 14
3056 富華新|建材營造|72 765 -7785|90 99 1 4|1.3 17
3059 華晶科|光電業|-34 5 -43|72 90 -6 -8|0.5 51
3062 建漢|通信網路|-20 53 4|77 79 4 -16|0.8 55
3078 僑威|電子零組|-31 -24 11|90 96 23 2|3.2 15
3081 聯亞|通信網路|-21 55 15|71 73 26 -27|1.1 313
3083 網龍|文化創意|26 5 -4|85 89 -0 2|0.3 20
3088 艾訊|電腦及週|-24 5 -19|98 98 23 17|5.4 30
3090 日電貿|電子零組|-24 -10 -7|100 100 9 11|1.1 22
3092 鴻碩|電子零組|-48 -44 -55|54 81 9 -17|0.9 15
3093 港建*|其他電子|-29 -7 -29|77 100 30 17|1.4 20
3094 聯傑|半導體業|-23 -9 -15|91 95 30 11|6.2 34
3105 穩懋|半導體業|-55 -52 -20|56 88 11 1|0.8 1094
3122 笙泉|半導體業|-76 -64 -26|44 82 1 -18|1.1 9
3128 昇銳|光電業|48 -3 -29|85 85 -1 98|0.5 129
3131 弘塑|半導體業|-26 -17 -16|81 89 11 3|1.6 20
3138 耀登|通信網路|32 31 8|81 95 18 18|1.6 69
3141 晶宏|半導體業|-26 -37 -32|57 82 22 -17|1.4 593
3147 大綜|資訊服務|-12 -26 -1|98 100 9 -2|3.3 14
3149 正達|光電業|-47 -26 -16|69 82 -9 -7|0.6 8
3152 璟德|通信網路|-31 -27 19|82 98 30 26|2.0 57
3162 精確|電機機械|46 100 15|93 93 23 10|1.0 198
3163 波若威|通信網路|-13 4 -35|88 88 -0 -11|1.2 94
3169 亞信|半導體業|-51 -36 -36|51 90 8 -10|1.3 76
3176 基亞|生技醫療|-78 -85 -58|57 70 -10 -23|0.8 6
3178 公準|半導體業|-36 -1 -6|94 95 12 -6|0.6 11
3189 景碩|半導體業|-37 -21 -36|49 78 -7 -16|0.5 683
3205 佰研|生技醫療|-31 -18 -5|57 57 -9 -35|0.4 21
3207 耀勝|電子零組|22 30 1|98 98 38 44|1.0 406
3209 全科|電子通路|12 42 12|100 100 27 15|2.5 106
3211 順達|電腦及週|-6 -6 -0|78 100 13 3|1.8 18
3217 優群|電子零組|-19 -24 -13|87 94 13 26|2.0 94
3218 大學光|生技醫療|7 24 -6|93 93 31 -4|0.6 184
3221 台嘉碩|通信網路|-32 -22 -35|73 81 9 -17|0.9 18
3224 三顧|電子通路|-32 -42 -36|78 87 12 -2|4.3 49
3227 原相|半導體業|-37 -35 6|85 98 19 21|1.0 71
3228 金麗科|半導體業|-75 -52 -22|44 52 -1 -40|1.1 389
3231 緯創|電腦及週|-18 -5 -18|100 100 21 19|1.1 289
3234 光環|通信網路|-54 -45 -17|80 80 2 -18|0.7 10
3236 千如|電子零組|-16 2 -17|93 93 -1 8|0.3 7
3252 海灣|觀光餐旅|-23 -30 -67|79 84 20 -14|2.5 7
3260 威剛|半導體業|-34 -30 -15|73 95 5 9|1.1 134
3264 欣銓|半導體業|11 17 -4|99 99 12 22|1.4 267
3265 台星科|半導體業|-9 -3 -30|95 100 6 2|0.7 54
3272 東碩|電腦及週|-10 46 -8|73 73 -27 40|0.3 22
3289 宜特|其他電子|17 13 -5|93 93 3 35|0.4 305
3290 東浦|電子零組|-18 -5 -10|100 100 15 32|3.5 60
3293 鈊象|文化創意|20 18 12|96 96 29 30|0.6 613
3296 勝德|電子零組|-39 -22 -1|92 92 2 1|1.7 15
3305 昇貿|其他電子|-49 -40 -43|63 89 23 -11|0.7 44
3310 佳穎|電子零組|-19 -1 -19|100 100 44 30|1.5 9
3317 尼克森|半導體業|-31 -26 -15|78 89 7 -10|0.6 25
3322 建舜電|電子零組|-49 -48 -14|82 91 -6 -1|1.7 14
3323 加百裕|電腦及週|-56 -44 -24|90 95 3 -1|1.2 5
3324 雙鴻|其他電子|-38 -26 -21|65 94 6 3|1.1 217
3338 泰碩|電子零組|-46 -40 -28|64 85 5 -15|1.9 9
3346 麗清|汽車工業|-11 11 -11|89 89 21 -2|1.3 41
3356 奇偶|光電業|19 7 0|81 81 -11 36|0.3 56
3357 臺慶科|電子零組|-25 -21 -5|97 97 43 24|2.8 33
3362 先進光|光電業|-36 -32 -30|95 95 6 13|2.2 117
3374 精材|半導體業|-12 -7 -13|71 78 -1 -20|0.6 152
3376 新日興|電子零組|-49 -37 -33|94 94 7 1|2.3 36
3380 明泰|通信網路|11 38 13|93 93 10 4|1.2 33
3402 漢科|其他電子|-21 -2 -39|95 99 3 -1|1.7 6
3406 玉晶光|光電業|3 -5 -22|81 86 0 -4|0.9 687
3413 京鼎|半導體業|4 15 -5|91 95 10 0|1.1 102
3416 融程電|電腦及週|7 13 5|100 100 15 24|7.4 7
3419 譁裕|通信網路|7 47 19|84 91 -3 3|1.5 14
3430 奇鈦科|化學工業|-42 -22 na|na na -2 na|1.4 6
3432 台端|電子零組|-59 -60 -22|67 67 -17 -21|2.0 9
3438 類比科|半導體業|-50 -49 -13|80 94 10 11|0.8 23
3441 聯一光電|光電業|-43 -39 -33|85 85 -6 3|0.7 20
3443 創意|半導體業|27 61 3|100 100 58 98|1.0 8008
3444 利機|電子通路|-39 -25 -9|79 79 9 14|0.6 46
3450 聯鈞|半導體業|-33 -22 -13|80 87 6 -15|0.7 11
3454 晶睿|光電業|59 103 15|94 94 32 113|0.6 1668
3455 由田|光電業|-0 7 -6|93 99 6 7|1.8 45
3466 德晉|通信網路|22 84 65|81 81 1 -1|0.6 18
3479 安勤|電腦及週|6 37 -18|91 91 41 30|0.6 316
3481 群創|光電業|-48 -42 -3|90 98 20 26|2.6 995
3483 力致|電腦及週|-17 -30 -28|74 97 17 1|1.0 52
3484 崧騰|電子零組|-56 -42 -24|60 82 7 -16|1.8 8
3491 昇達科|通信網路|-21 -21 -25|79 83 19 -15|1.8 164
3494 誠研|電腦及週|4 -6 -26|71 78 27 -25|0.9 11
3498 陽程|其他電子|-45 61 29|85 85 12 21|0.4 8
3499 環天科|通信網路|-51 -43 -16|79 86 -11 -6|1.1 6
3501 維熹|電子零組|-21 -11 -20|98 98 4 13|1.1 6
3504 揚明光|光電業|-43 -39 -39|73 73 -8 -10|0.8 77
3508 位速|其他電子|-38 -36 -29|80 97 22 -1|1.2 37
3511 矽瑪|電子零組|-34 -12 -67|84 84 -8 2|1.5 11
3515 華擎|電腦及週|-36 -23 -5|75 94 22 53|1.1 171
3520 華盈|電子零組|-55 16 -31|84 85 -2 -15|2.7 11
3521 台鋼建設|建材營造|16 -24 -22|79 79 -6 13|0.6 12
3526 凡甲|電子零組|-45 -35 -19|72 84 9 -10|1.0 39
3527 聚積|半導體業|-41 -34 -14|65 94 13 -4|2.1 33
3528 安馳|電子通路|27 15 8|97 97 9 7|2.1 7
3529 力旺|半導體業|-9 34 -5|98 100 24 30|1.0 1252
3530 晶相光|半導體業|-29 -40 7|71 93 13 -3|1.6 15
3532 台勝科|半導體業|-9 21 -12|41 83 -9 -17|0.7 173
3533 嘉澤|電子零組|-31 -4 -27|94 94 -1 12|1.1 568
3535 晶彩科|光電業|-52 -55 -86|67 87 -4 -7|1.6 14
3537 堡達|電子零組|-54 -31 -9|99 99 13 10|1.7 10
3540 曜越|電腦及週|20 27 41|88 97 47 23|2.8 16
3545 敦泰|半導體業|-45 -40 3|55 93 10 -8|1.7 284
3546 宇峻|文化創意|-5 -8 -1|93 97 1 5|0.5 9
3548 兆利|電子零組|-59 -47 -35|89 97 12 1|2.7 41
3552 同致|其他電子|-51 -17 -27|78 78 1 -14|0.7 195
3556 禾瑞亞|半導體業|-47 -40 -25|80 99 14 -0|2.0 8
3558 神準|通信網路|46 97 20|92 92 38 29|1.3 1755
3563 牧德|光電業|-20 -19 6|79 97 30 8|4.7 26
3564 其陽|通信網路|42 3 -31|95 95 36 21|2.6 22
3576 聯合再生|光電業|2 22 -10|85 88 -3 -8|0.7 91
3577 泓格|電腦及週|-32 -13 -32|89 89 20 13|0.8 8
3580 友威科|其他電子|-69 -12 -39|77 77 -6 -11|0.4 22
3583 辛耘|半導體業|9 5 -19|83 90 5 -9|1.2 25
3587 閎康|其他電子|20 20 2|97 97 30 45|0.3 184
3588 通嘉|半導體業|-67 -57 -29|47 92 4 -6|0.6 39
3591 艾笛森|光電業|-14 -13 -1|97 97 45 24|1.7 25
3592 瑞鼎|半導體業|-56 -43 -30|73 99 34 47|1.5 345
3594 磐儀|電腦及週|1 20 3|100 100 73 54|5.0 153
3596 智易|通信網路|10 29 5|79 92 9 -7|0.9 107
3605 宏致|電子零組|-37 -25 -19|65 91 12 -8|0.9 8
3611 鼎翰|電腦及週|10 13 -3|100 100 14 9|2.6 10
3617 碩天|其他電子|39 33 1|97 97 13 23|2.1 168
3624 光頡|電子零組|-35 -30 -29|62 98 24 5|1.5 398
3630 新鉅科|光電業|-55 -44 -5|78 83 -11 -4|0.6 7
3645 達邁|電子零組|-64 -55 -28|57 86 10 -15|0.6 7
3653 健策|電子零組|4 26 -7|100 100 11 11|1.4 597
3661 世芯-KY|半導體業|87 100 60|78 94 6 14|1.2 5030
3665 貿聯-KY|其他電子|27 48 -39|81 81 15 -7|1.0 659
3669 圓展|通信網路|-39 -21 -3|78 88 8 -4|0.3 6
3673 TPK-KY|光電業|-29 -22 -17|88 91 11 -7|5.3 22
3675 德微|半導體業|-24 -13 -16|74 92 41 12|1.6 795
3680 家登|半導體業|-7 19 -29|98 98 26 4|0.7 560
3687 歐買尬|數位雲端|-8 -2 -6|45 89 -2 -12|0.2 27
3689 湧德|電子零組|-41 -15 -14|70 89 7 -10|1.1 6
3691 碩禾|光電業|-45 -51 -26|61 73 0 -24|0.7 30
3693 營邦|電腦及週|84 128 61|93 93 66 100|1.2 428
3701 大眾控|電腦及週|-32 1 -20|60 83 15 -16|0.6 38
3702 大聯大|電子通路|-36 -23 -20|90 94 7 -2|0.6 150
3703 欣陸|建材營造|-23 -28 -52|95 95 9 5|1.3 37
3704 合勤控|通信網路|24 32 11|97 97 23 29|0.7 245
3705 永信|生技醫療|-18 -19 -12|86 86 7 4|0.2 32
3706 神達|電腦及週|-36 4 -9|98 99 9 11|1.0 73
3707 漢磊|半導體業|-12 -1 -20|68 80 -7 -20|0.8 271
3708 上緯投控|綠能環保|-50 -28 -18|76 97 11 4|1.1 253
3710 連展投控|電子零組|-51 -31 -15|70 70 4 -18|1.0 40
3711 日月光投控|半導體業|-7 -6 -23|100 100 13 23|0.9 1276
3712 永崴投控|電腦及週|31 -6 -32|94 100 21 7|0.7 22
3714 富采|光電業|-58 -49 -25|55 95 8 -5|0.8 138
3715 定穎投控|電子零組|na na na|na 86 3 -13|1.3 12
4102 永日|生技醫療|-22 22 5|68 68 -15 40|0.2 36
4104 佳醫|生技醫療|6 9 0|98 98 23 22|1.8 40
4105 東洋|生技醫療|-2 10 -2|93 93 -5 2|0.2 56
4106 雃博|生技醫療|22 23 8|76 92 27 15|0.3 25
4107 邦特|生技醫療|-11 4 -5|93 93 4 4|1.3 29
4111 濟生|生技醫療|-11 1 -8|91 91 7 12|0.3 8
4113 聯上|建材營造|-66 -89 -9|100 100 17 12|1.0 7
4114 健喬|生技醫療|11 27 -7|90 90 29 24|0.5 742
4116 明基醫|生技醫療|8 51 -48|73 83 -0 -16|0.3 25
4119 旭富|生技醫療|43 64 36|94 94 21 23|2.1 31
4121 優盛|生技醫療|-7 1 -9|82 93 19 1|0.5 15
4123 晟德|生技醫療|62 73 4|85 90 7 -8|0.7 42
4126 太醫|生技醫療|12 25 12|97 97 13 15|1.3 20
4128 中天|生技醫療|-13 -4 0|82 82 -3 -8|0.8 260
4129 聯合|生技醫療|16 25 0|94 94 34 62|1.0 38
4130 健亞|生技醫療|15 -0 -6|73 73 20 6|0.2 46
4133 亞諾法|生技醫療|-25 -12 -6|47 81 -2 -8|0.3 15
4137 麗豐-KY|生技醫療|-54 -42 -18|90 90 30 23|1.0 127
4142 國光生|生技醫療|1164 468 -21|91 98 9 2|0.9 98
4147 中裕|生技醫療|86 344 252|100 100 24 33|3.1 46
4148 全宇生技-KY|生技醫療|39 35 -38|73 91 11 1|1.5 23
4153 鈺緯|生技醫療|7 48 16|91 91 44 40|1.6 20
4155 訊映|生技醫療|0 0 -20|96 96 27 38|0.8 83
4157 太景*-KY|生技醫療|59 3035 2159|74 79 0 -16|0.3 18
4162 智擎|生技醫療|-1 -11 -22|78 78 -18 -9|0.3 434
4163 鐿鈦|生技醫療|47 40 15|96 96 38 46|0.9 96
4164 承業醫|生技醫療|-2 -4 -35|98 98 40 36|3.2 184
4167 松瑞藥|生技醫療|-15 -27 -6|73 73 13 10|0.2 86
4168 醣聯|生技醫療|na na na|76 76 -3 15|1.6 36
4171 瑞基|農業科技|-82 -72 -34|41 76 14 -20|0.2 36
4174 浩鼎|生技醫療|na na na|65 94 11 -2|1.5 52
4175 杏一|生技醫療|0 5 -5|83 95 9 4|1.0 10
4190 佐登-KY|生技醫療|0 3 -0|97 97 21 15|1.6 16
4306 炎洲|塑膠工業|-42 -34 -16|97 98 3 4|1.1 6
4426 利勤|紡織纖維|15 131 -29|78 79 9 -20|0.5 9
4438 廣越|紡織纖維|-12 -1 -58|84 84 0 -7|0.7 19
4503 金雨|電機機械|22 19 -23|95 95 28 13|2.6 57
4523 永彰|電機機械|-46 -28 -10|90 90 59 57|0.7 9
4533 協易機|電機機械|31 -5 -6|100 100 12 10|1.8 6
4536 拓凱|運動休閒|30 18 -12|99 99 32 25|2.7 319
4540 全球傳動|電機機械|-27 -12 -9|87 89 14 -9|2.0 5
4541 晟田|其他|-35 0 -22|87 87 15 2|1.1 18
4551 智伸科|汽車工業|-36 -11 -12|85 85 -5 -7|0.8 34
4564 元翎|電機機械|-36 -38 -12|71 85 12 -3|4.7 14
4566 時碩工業|電機機械|-9 6 -11|89 89 5 -2|1.0 24
4572 駐龍|電機機械|70 69 9|97 97 19 14|0.6 40
4576 大銀微系統|電機機械|-46 -25 -21|68 84 15 -14|1.4 9
4583 台灣精銳|電機機械|-38 -6 na|na 94 9 -0|1.1 6
4584 君帆|電機機械|-44 -10 na|na na 27 na|4.0 8
4721 美琪瑪|化學工業|-43 -32 -65|73 80 6 -18|0.7 90
4726 永昕|生技醫療|5 24 -0|77 77 7 -9|0.6 31
4728 雙美|生技醫療|-53 173 103|74 74 -8 -21|1.0 5
4736 泰博|生技醫療|-8 -7 -64|68 85 0 -11|0.6 94
4739 康普|化學工業|-32 -24 -44|63 76 6 -22|0.8 123
4743 合一|生技醫療|-19 -9 -990|88 88 -4 1|0.9 2239
4744 皇將|生技醫療|-33 -29 -14|91 91 21 14|1.5 31
4746 台耀|生技醫療|-6 7 -13|91 91 25 21|0.6 274
4747 強生製藥|生技醫療|24 31 8|91 91 73 67|0.6 98
4755 三福化|化學工業|-39 -30 -46|60 82 15 -19|0.5 65
4763 材料*-KY|化學工業|58 53 -7|95 95 119 193|1.4 2569
4766 南寶|化學工業|-27 -3 -25|95 95 3 -3|0.9 9
4768 晶呈科技|化學工業|47 54 na|na 82 -6 9|1.3 262
4770 上品|化學工業|20 29 -36|89 89 20 -3|1.3 550
4904 遠傳|通信網路|-3 -1 -5|82 92 5 -8|1.0 291
4906 正文|通信網路|1 31 8|86 86 -2 -12|0.7 35
4908 前鼎|通信網路|-43 -17 -27|77 77 4 -20|0.9 6
4911 德英|生技醫療|615 559 273|94 94 26 16|2.3 9
4915 致伸|電子零組|-31 -16 -27|84 86 6 -11|0.9 207
4916 事欣科|電腦及週|51 91 54|97 97 33 14|1.0 30
4919 新唐|半導體業|-32 -15 -13|79 96 25 16|1.3 1533
4923 力士|半導體業|-42 -27 -24|na 100 26 4|3.2 5
4927 泰鼎-KY|電子零組|-28 -24 -22|61 94 13 4|1.7 56
4931 新盛力|電腦及週|-14 2 -89|84 84 -12 11|0.7 216
4934 太極|光電業|31 69 13|81 94 5 -6|1.6 46
4935 茂林-KY|光電業|-59 -40 -25|83 91 -9 -1|1.0 6
4938 和碩|電腦及週|1 -18 -26|99 99 14 7|0.6 180
4942 嘉彰|光電業|-36 -35 -23|81 98 5 1|1.9 7
4950 金耘國際|鋼鐵工業|-72 -88 -30|73 84 -5 -17|0.7 17
4951 精拓科|半導體業|-43 -37 na|na na 14 na|2.4 7
4952 凌通|半導體業|-60 -50 -35|71 94 15 -6|2.6 22
4953 緯致|資訊服務|9 15 -12|100 100 28 27|2.5 36
4958 臻鼎-KY|電子零組|19 -8 -23|88 88 -6 -2|0.6 252
4960 誠美材|光電業|-42 -32 -14|97 97 26 14|3.4 86
4961 天鈺|半導體業|-44 -34 -19|86 92 39 33|2.0 1004
4966 譜瑞-KY|半導體業|-41 -43 -41|48 96 24 7|1.2 1135
4967 十銓|半導體業|-24 -13 -0|87 100 67 39|8.1 17
4968 立積|半導體業|-20 -9 16|61 93 19 -9|2.0 618
4974 亞泰|電子零組|-13 9 1|99 99 17 19|0.6 38
4976 佳凌|光電業|-7 -22 3|65 83 6 -13|1.4 19
4977 眾達-KY|通信網路|77 84 51|91 91 21 -3|1.4 693
4979 華星光|通信網路|236 166 87|87 87 29 16|1.3 846
5009 榮剛|鋼鐵工業|18 24 -17|100 100 39 55|1.3 547
5011 久陽|鋼鐵工業|-24 7 -22|63 96 9 -4|1.3 12
5014 建錩|鋼鐵工業|-39 -29 -33|78 93 11 2|0.3 20
5015 華祺|鋼鐵工業|-56 -35 -40|78 78 -15 1|0.4 18
5203 訊連|資訊服務|18 15 5|83 93 8 -10|1.0 52
5222 全訊|半導體業|-8 30 16|85 93 14 10|2.9 125
5225 東科-KY|其他電子|-31 -0 -36|94 94 1 62|1.3 14
5227 立凱-KY|電子零組|-7 65 -66|83 91 -1 36|1.1 43
5234 達興材料|光電業|-23 -22 -6|67 98 18 12|1.6 19
5236 凌陽創新|半導體業|-46 -38 -2|69 100 31 11|3.4 14
5243 乙盛-KY|光電業|-2 6 -11|89 94 8 -8|1.2 68
5245 智晶|光電業|-32 -27 -23|68 76 -7 -24|0.5 5
5251 天鉞電|光電業|-7 83 19|84 84 -9 18|0.3 15
5258 虹堡|電腦及週|10 40 -25|97 97 31 16|3.2 1106
5263 智崴|文化創意|8 26 19|89 89 12 13|0.5 75
5269 祥碩|半導體業|-40 -20 -6|51 98 34 3|1.3 1034
5274 信驊|半導體業|-43 0 -36|94 100 30 42|1.6 1683
5283 禾聯碩|電器電纜|-50 -20 -22|98 100 11 5|1.9 11
5284 jpp-KY|其他|49 49 13|97 97 58 84|0.8 242
5285 界霖|半導體業|-25 -19 -16|78 89 22 -10|1.1 74
5287 數字|數位雲端|4 7 -8|90 99 7 0|1.2 6
5288 豐祥-KY|電機機械|-19 14 -23|94 94 6 12|0.5 10
5289 宜鼎|電腦及週|-19 -13 -12|100 100 24 28|2.7 42
5299 杰力|半導體業|-51 -49 -31|73 97 20 -0|0.7 40
5306 桂盟|運動休閒|-45 -39 -27|66 92 4 -3|0.8 20
5309 系統電|電子零組|35 30 -11|89 94 2 2|1.1 176
5315 光聯|光電業|-5 5 9|98 98 19 25|2.9 27
5321 美而快|數位雲端|7 17 2|66 94 28 14|0.6 111
5340 建榮|電子零組|3 6 10|91 91 88 64|2.6 53
5347 世界|半導體業|-23 -30 -45|74 92 11 23|1.1 892
5351 鈺創|半導體業|-70 -68 -46|57 95 17 -3|0.6 301
5353 台林|通信網路|-3 15 -18|78 78 8 -9|2.1 45
5371 中光電|光電業|-36 -32 -30|93 99 17 3|1.6 163
5386 青雲|電腦及週|-73 -56 -66|87 94 6 -2|0.5 6
5388 中磊|通信網路|20 27 -19|80 86 7 -14|0.8 253
5392 能率|光電業|-35 -28 -15|88 95 12 7|2.2 5
5403 中菲|資訊服務|-24 -4 -11|100 100 14 18|3.1 7
5410 國眾|資訊服務|25 47 -45|94 94 -0 38|0.4 18
5425 台半|半導體業|-8 3 -15|98 98 20 4|0.8 1073
5434 崇越|電子通路|0 6 -16|99 99 10 10|1.6 76
5439 高技|電子零組|7 17 21|100 100 40 44|2.9 49
5443 均豪|半導體業|-15 8 6|93 93 5 8|0.5 12
5457 宣德|電子零組|-44 -40 -44|79 84 -5 -8|4.0 29
5464 霖宏|電子零組|-24 -17 1|100 100 36 37|6.2 8
5469 瀚宇博|電子零組|-22 -24 -8|82 97 1 8|1.2 29
5471 松翰|半導體業|-52 -51 -7|67 92 13 -7|0.3 20
5475 德宏|電子零組|-44 -46 16|45 89 10 -10|1.7 8
5478 智冠|文化創意|24 19 23|89 97 6 3|0.8 12
5483 中美晶|半導體業|12 13 -6|86 95 3 -3|0.8 491
5508 永信建|建材營造|-63 -66 -46|86 90 1 -6|1.1 6
5522 遠雄|建材營造|-19 -39 -27|95 96 12 -2|0.4 21
5530 龍巖|其他|-38 -21 -29|79 92 6 -7|0.7 10
5534 長虹|建材營造|-95 16 -478|100 100 7 4|1.0 13
5536 聖暉*|其他電子|-10 18 -21|58 58 25 -37|1.8 81
5607 遠雄港|航運業|-26 -14 -37|88 93 1 4|0.6 20
5608 四維航|航運業|-40 -37 -61|63 95 21 -5|2.4 72
5609 中菲行|航運業|-54 -49 -55|78 96 11 -4|1.9 21
5704 老爺知|觀光餐旅|15 2 -153|97 97 61 113|3.7 39
5706 鳳凰|觀光餐旅|2394 1038 776|99 99 36 18|1.8 182
5871 中租-KY|其他|20 19 -1|90 94 21 5|1.1 745
5876 上海商銀|金融保險|25 27 7|91 94 6 -4|0.7 151
5880 合庫金|金融保險|23 18 18|93 96 2 -2|0.8 190
5903 全家|居家生活|11 10 1|86 98 10 2|0.7 6
5904 寶雅|居家生活|21 15 -0|98 98 22 46|1.7 388
5905 南仁湖|觀光餐旅|51 6 -49|88 97 16 9|3.2 21
5907 大洋-KY|貿易百貨|-18 -33 -14|94 94 28 17|0.3 5
6005 群益證|金融保險|78 11 36|84 98 9 0|1.2 34
6015 宏遠證|金融業|134 -4 -6|73 87 -0 -12|1.1 8
6016 康和證|金融業|858 266 26|83 99 9 -0|1.9 7
6024 群益期|金融保險|-31 1 -12|100 100 10 8|1.2 5
6026 福邦證|金融業|-12 -50 43|66 88 5 -10|2.6 8
6101 寬魚國際|文化創意|40866 13608 9506|97 97 80 80|3.3 14
6104 創惟|半導體業|-68 -53 -51|40 97 31 -2|1.5 1073
6109 亞元|通信網路|-19 -13 -22|92 92 18 13|0.7 26
6111 光聚晶電|文化創意|-49 188 -92|77 84 11 0|0.3 54
6112 邁達特|資訊服務|23 7 3|97 97 20 9|2.6 20
6115 鎰勝|電子零組|-40 -25 -18|100 100 6 4|2.2 5
6116 彩晶|光電業|-55 -42 -4|84 96 12 12|2.3 231
6118 建達|電子通路|-19 -11 -13|84 87 21 -6|1.1 179
6120 達運|光電業|-48 -44 -13|74 100 14 0|2.4 13
6121 新普|電腦及週|-14 -4 -4|98 98 7 8|1.0 137
6122 擎邦|電機機械|20 33 -8|99 99 23 8|0.6 13
6123 上奇|資訊服務|-17 7 -4|100 100 30 28|2.4 18
6125 廣運|電機機械|-6 6 -27|83 83 10 -13|1.9 49
6128 上福|電腦及週|-2 -5 -20|100 100 16 16|2.4 8
6129 普誠|半導體業|-9 11 -6|83 87 14 -15|0.9 125
6133 金橋|電子零組|-7 -11 -43|78 79 -16 -22|0.3 33
6138 茂達|半導體業|-50 -49 -40|59 90 25 2|1.0 347
6139 亞翔|其他電子|-19 4 -44|95 95 26 30|0.7 48
6142 友勁|通信網路|94 63 9|98 98 27 23|1.6 26
6143 振曜|通信網路|11 18 3|98 98 30 50|1.4 326
6146 耕興|其他電子|1 3 -12|99 99 38 14|2.4 137
6147 頎邦|半導體業|-37 -25 -10|100 100 15 18|1.8 122
6150 撼訊|電腦及週|-45 -59 -21|58 99 25 27|0.7 102
6153 嘉聯益|電子零組|-49 -28 -27|81 81 -15 -4|0.4 42
6155 鈞寶|電子零組|-38 -25 -19|100 100 20 16|1.6 7
6160 欣技|電腦及週|35 10 17|97 97 40 4|2.0 6
6163 華電網|資訊服務|8 48 30|85 98 6 -1|0.4 6
6165 浪凡|數位雲端|2 -3 -12|92 96 23 24|4.4 21
6166 凌華|電腦及週|4 10 -9|99 99 23 5|1.6 12
6167 久正|光電業|-28 -20 -33|83 85 0 -14|1.3 5
6168 宏齊|光電業|-28 -27 -8|88 99 21 10|3.8 12
6173 信昌電|電子零組|-37 -37 -4|78 100 22 5|2.1 29
6175 立敦|電子零組|-35 -22 -10|81 97 18 11|1.2 21
6176 瑞儀|光電業|-29 -19 -21|97 97 3 7|0.6 123
6177 達麗|建材營造|-87 -93 -6835|100 100 11 11|1.3 8
6180 橘子|文化創意|7 -0 1|88 88 33 34|1.2 384
6182 合晶|半導體業|-11 -3 -24|58 85 -2 -16|0.7 220
6186 新潤|建材營造|na na na|99 99 27 56|0.6 14
6187 萬潤|半導體業|-53 -37 -20|52 83 17 -13|1.1 38
6188 廣明|電腦及週|-17 -5 -13|98 98 23 17|2.0 131
6189 豐藝|電子通路|-36 -32 -15|94 100 5 2|1.5 10
6190 萬泰科|通信網路|-40 -28 -41|74 74 -3 -24|0.6 24
6191 精成科|電子零組|-23 -21 -8|87 99 3 4|1.4 28
6192 巨路|其他電子|-21 -7 -10|94 97 7 0|0.6 6
6196 帆宣|其他電子|20 19 -26|80 97 9 1|0.7 101
6197 佳必琪|電子零組|-15 -5 -15|98 98 17 14|1.3 16
6202 盛群|半導體業|-61 -49 -31|67 96 5 -0|1.1 124
6205 詮欣|電子零組|3 3 -15|92 92 17 7|3.8 311
6206 飛捷|電腦及週|-53 -52 -59|75 85 7 -15|1.2 16
6208 日揚|半導體業|32 23 0|92 98 12 9|1.2 6
6209 今國光|光電業|-38 -31 -28|81 87 -4 -12|1.5 8
6213 聯茂|電子零組|-37 -20 -5|62 91 4 12|0.6 129
6214 精誠|資訊服務|18 22 6|96 99 12 3|0.5 15
