# 2024-02-01 全池(1097 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1591 駿吉-KY|電機機械|58 -39 38|85 85 28 23|0.2 21
1603 華電|電器電纜|2 3 -25|84 84 -1 2|0.3 40
1604 聲寶|電器電纜|-5 1 1|87 96 1 6|0.6 7
1605 華新|電器電纜|-6 1 -5|63 89 -0 -7|0.3 252
1608 華榮|電器電纜|-11 5 14|85 90 7 0|0.3 20
1609 大亞|電器電纜|25 10 11|89 92 9 2|0.4 189
1611 中電|電器電纜|-2 -3 10|80 95 5 -2|0.6 8
1612 宏泰|電器電纜|14 -4 -2|90 90 11 11|0.2 35
1615 大山|電器電纜|9 8 -6|99 99 29 34|1.5 11
1616 億泰|電器電纜|11 27 14|87 87 35 35|0.4 10
1618 合機|電器電纜|100 67 -8|86 86 17 25|0.3 53
1701 中化|生技醫療|-20 -4 -6|86 90 1 -2|0.2 8
1702 南僑|食品工業|8 7 -5|100 100 7 10|1.2 16
1707 葡萄王|生技醫療|8 2 -1|83 95 2 -7|0.8 32
1708 東鹼|化學工業|14 -19 6|77 93 6 -3|0.8 14
1710 東聯|化學工業|13 -0 2|80 90 0 -13|0.5 13
1711 永光|化學工業|6 1 12|85 90 -4 -3|0.5 10
1712 興農|化學工業|1 -8 8|97 99 5 9|1.0 14
1713 國化|化學工業|42 28 40|100 100 20 50|2.1 13
1717 長興|化學工業|1 -8 4|83 96 0 -4|0.7 21
1720 生達|生技醫療|-4 1 -8|86 92 6 -2|0.3 20
1721 三晃|化學工業|-37 -16 9|77 77 -19 6|0.2 11
1722 台肥|化學工業|-40 -23 -24|98 98 11 13|1.2 85
1723 中碳|化學工業|-8 -13 6|94 94 -3 3|0.6 22
1727 中華化|化學工業|-30 -25 0|64 86 -7 -10|0.3 7
1732 毛寶|化學工業|-5 -1 4|88 88 37 24|0.7 35
1733 五鼎|生技醫療|-31 -20 5|79 79 25 28|0.5 43
1734 杏輝|生技醫療|-1 -2 -6|87 95 -1 -3|0.4 8
1736 喬山|運動休閒|21 9 -5|81 82 -7 -16|0.5 21
1752 南光|生技醫療|-29 -14 -30|62 80 -7 -14|0.1 10
1760 寶齡富錦|生技醫療|5 14 31|55 84 -7 -0|0.3 43
1762 中化生|生技醫療|-21 -16 -23|51 78 -7 -24|0.3 16
1773 勝一|化學工業|8 1 13|96 97 5 3|0.6 13
1783 和康生|生技醫療|-23 -9 -14|68 79 -6 -18|0.5 6
1784 訊聯|生技醫療|10 9 -6|79 85 -2 -14|0.5 9
1785 光洋科|其他電子|7 19 27|95 96 0 8|1.2 40
1786 科妍|生技醫療|26 28 -6|81 84 -2 -6|0.6 9
1789 神隆|生技醫療|19 9 10|75 90 -3 -12|0.6 12
1795 美時|生技醫療|8 8 -25|83 93 17 5|0.7 1751
1802 台玻|玻璃陶瓷|0 6 2|77 84 -4 -14|0.4 35
1806 冠軍|玻璃陶瓷|28 22 15|95 95 24 16|0.7 10
1808 潤隆|建材營造|-30 5698 -4624|91 91 4 22|0.5 64
1809 中釉|玻璃陶瓷|8 4 10|99 99 18 21|1.4 28
1810 和成|玻璃陶瓷|2 2 4|61 79 -8 -14|0.6 9
1815 富喬|電子零組|-34 -30 -0|72 72 -22 12|0.2 54
1903 士紙|造紙工業|11 6 1|71 87 -1 -9|0.5 8
1904 正隆|造紙工業|6 7 11|83 96 0 -4|0.6 13
1905 華紙|造紙工業|2 -4 6|71 90 8 -10|0.2 36
1907 永豐餘|造紙工業|1 0 8|78 87 4 -6|0.2 26
1909 榮成|造紙工業|-4 -9 2|75 92 -2 -9|0.6 10
2002 中鋼|鋼鐵工業|-5 -7 10|81 93 3 -9|0.5 353
2006 東和鋼鐵|鋼鐵工業|7 17 14|100 100 8 22|0.7 86
2007 燁興|鋼鐵工業|-8 -6 18|78 78 4 8|0.6 16
2009 第一銅|鋼鐵工業|22 17 23|81 91 6 -0|0.3 20
2010 春源|鋼鐵工業|13 -2 10|93 93 9 2|0.4 7
2014 中鴻|鋼鐵工業|28 12 20|81 85 13 -3|0.2 89
2015 豐興|鋼鐵工業|-5 3 11|95 98 7 0|0.7 8
2017 官田鋼|鋼鐵工業|45 8 19|85 96 16 -1|0.9 10
2020 美亞|鋼鐵工業|6 -13 -21|98 98 14 23|0.6 17
2022 聚亨|鋼鐵工業|-8 -12 -1|71 80 -5 -11|0.3 6
2023 燁輝|鋼鐵工業|9 9 20|83 83 1 3|0.2 22
2027 大成鋼|鋼鐵工業|-15 -10 1|91 93 -1 -6|0.3 95
2029 盛餘|鋼鐵工業|53 47 41|91 91 14 16|0.3 7
2031 新光鋼|鋼鐵工業|11 0 5|91 91 19 13|0.4 68
2034 允強|鋼鐵工業|1 3 10|88 93 -2 -4|0.7 8
2038 海光|鋼鐵工業|7 1 15|86 86 16 10|0.2 12
2049 上銀|電機機械|10 4 18|86 93 8 13|0.6 208
2059 川湖|電子零組|4 -6 20|98 98 21 33|0.9 1405
2066 世德|電機機械|-1 -6 -4|85 91 10 7|0.3 7
2101 南港|橡膠工業|14 30 21|92 92 12 10|0.5 119
2102 泰豐|橡膠工業|-74 -85 -18|84 91 5 8|0.4 5
2103 台橡|橡膠工業|6 5 12|78 90 -4 -7|1.2 15
2104 國際中橡|橡膠工業|-21 -20 2|82 91 -4 -7|1.2 22
2105 正新|橡膠工業|-3 -0 1|94 94 -0 17|0.4 138
2106 建大|橡膠工業|6 3 13|94 94 2 1|0.5 14
2108 南帝|橡膠工業|3 -6 14|83 94 5 2|0.3 6
2201 裕隆|汽車工業|14 10 2|80 82 -10 -8|0.6 254
2204 中華|汽車工業|27 41 9|92 92 17 27|0.6 222
2206 三陽工業|汽車工業|13 19 -10|75 92 -1 -7|0.5 132
2207 和泰車|汽車工業|4 6 -9|76 90 -0 -11|0.7 132
2208 台船|航運業|-27 -34 -45|68 77 -8 -13|0.7 90
2211 長榮鋼|鋼鐵工業|26 -13 -13|96 96 57 71|0.8 114
2228 劍麟|汽車工業|21 19 6|85 85 -1 -1|0.4 7
2230 泰茂|居家生活|63 66 37|91 91 25 83|0.6 159
2231 為升|汽車工業|0 -9 -23|72 89 -4 -7|1.0 21
2233 宇隆|汽車工業|18 17 16|84 84 -9 26|0.4 25
2236 百達-KY|汽車工業|-12 34 5|79 79 -5 7|0.9 16
2241 艾姆勒|汽車工業|27 65 35|77 77 -5 -14|2.2 10
2243 宏旭-KY|汽車工業|98 83 -405|80 94 18 37|0.7 11
2247 汎德永業|汽車工業|-1 -2 -22|85 92 -5 -6|0.4 10
2250 IKKA-KY|汽車工業|13 13 12|98 98 23 37|0.9 8
2254 巨鎧精密-創|汽車工業|-65 -5 na|na na -21 na|0.8 8
2301 光寶科|電腦及週|-8 -14 0|69 72 -4 -19|0.8 1413
2302 麗正|半導體業|-15 -34 -19|80 95 -2 3|0.5 6
2303 聯電|半導體業|-19 -19 1|92 92 1 8|1.2 3030
2305 全友|電腦及週|64 15 5|81 84 -10 3|0.3 9
2308 台達電|電子零組|-8 -5 -11|77 80 -5 -20|1.2 2454
2312 金寶|其他電子|-28 -16 -5|87 91 7 -3|0.3 64
2313 華通|電子零組|-2 -3 9|94 94 28 57|0.3 1141
2314 台揚|通信網路|-73 -64 -45|65 79 -8 -19|0.8 29
2316 楠梓電|電子零組|-7 -21 8|73 87 -2 1|0.6 39
2317 鴻海|其他電子|-27 -4 1|92 94 6 -5|0.7 2304
2323 中環|光電業|11 3 6|72 81 -6 -15|0.4 52
2324 仁寶|電腦及週|-4 -3 6|91 91 22 18|0.6 1208
2327 國巨*|電子零組|-1 -5 6|87 87 1 17|0.6 908
2328 廣宇|電子零組|-6 -14 -13|76 87 -4 -12|0.5 21
2329 華泰|半導體業|28 31 23|99 99 31 41|0.7 1918
2330 台積電|半導體業|-8 -0 4|97 97 14 16|1.3 20422
2331 精英|電腦及週|-10 -22 14|77 77 16 12|0.2 191
2332 友訊|通信網路|-15 -16 -10|76 76 5 1|0.6 31
2337 旺宏|半導體業|-29 -35 1|82 83 4 -5|1.5 193
2338 光罩|半導體業|8 -4 3|72 87 -6 -3|0.2 44
2340 台亞|半導體業|31 18 26|77 84 -8 -11|0.5 39
2342 茂矽|半導體業|-40 -37 -6|67 83 -10 -11|1.0 10
2344 華邦電|半導體業|0 -0 19|89 89 8 7|0.5 747
2345 智邦|通信網路|-10 -0 -12|96 96 -2 41|0.7 1148
2347 聯強|電子通路|4 1 7|100 100 6 24|0.7 199
2348 海悅|其他|337 123 88|98 98 11 45|0.6 21
2351 順德|半導體業|-10 -9 -1|77 84 -5 4|0.3 40
2352 佳世達|電腦及週|-7 -9 6|82 98 3 7|0.7 314
2353 宏碁|電腦及週|4 6 17|86 86 33 28|0.6 2787
2354 鴻準|其他電子|-72 -58 -48|84 84 -3 -9|0.7 69
2355 敬鵬|電子零組|0 -5 -1|82 82 23 30|0.4 163
2356 英業達|電腦及週|8 -4 0|77 93 28 -4|0.8 2516
2357 華碩|電腦及週|-12 -4 5|91 91 25 21|0.7 1751
2359 所羅門|其他電子|37 -7 10|90 93 9 5|0.4 89
2360 致茂|其他電子|19 -12 -0|67 67 -10 -25|1.1 438
2362 藍天|電腦及週|12 29 3|88 88 29 30|0.3 311
2363 矽統|半導體業|-49 -14 -42|73 73 -13 78|0.2 412
2364 倫飛|電腦及週|-6 8 -10|66 66 -19 56|0.5 68
2365 昆盈|電腦及週|4 23 36|100 100 42 49|2.6 105
2367 燿華|電子零組|3 -6 6|83 83 2 19|0.2 48
2368 金像電|電子零組|-1 1 9|97 97 11 30|1.2 1309
2369 菱生|半導體業|6 19 22|97 97 17 37|2.2 74
2371 大同|電機機械|48 15 -38|80 86 23 -13|0.7 681
2374 佳能|光電業|10 4 10|91 91 5 26|0.4 44
2375 凱美|電子零組|-11 -8 9|81 82 -3 9|0.2 16
2376 技嘉|電腦及週|46 66 34|89 89 40 4|1.1 4406
2377 微星|電腦及週|-3 20 16|90 90 6 7|0.5 864
2379 瑞昱|半導體業|8 4 18|94 94 12 24|0.9 1076
2382 廣達|電腦及週|-13 -12 1|89 89 13 9|0.9 8005
2383 台光電|電子零組|59 45 37|96 96 11 13|1.4 1882
2385 群光|電子零組|-7 -11 3|88 88 17 63|0.6 574
2387 精元|電腦及週|-13 -15 -6|89 89 11 27|0.2 57
2388 威盛|半導體業|119 95 53|78 78 6 25|0.3 1325
2390 云辰|其他電子|-2 1 -10|83 83 -6 20|1.3 12
2392 正崴|電子零組|6 7 10|85 85 11 13|0.3 58
2393 億光|光電業|3 -1 8|94 97 7 0|0.7 54
2395 研華|電腦及週|-15 -12 -7|86 94 2 1|0.9 262
2399 映泰|電腦及週|-7 10 4|82 87 -5 2|0.2 26
2401 凌陽|半導體業|19 19 30|88 88 0 7|0.3 115
2402 毅嘉|電子零組|12 3 -9|71 71 3 -6|0.2 73
2404 漢唐|其他電子|-16 3 -68|97 97 13 23|0.6 245
2405 輔信|電腦及週|17 9 8|89 89 7 18|0.3 82
2406 國碩|光電業|65 -6 32|81 94 5 6|0.8 19
2408 南亞科|半導體業|32 10 47|87 87 6 2|0.4 693
2409 友達|光電業|22 20 14|87 93 12 -4|1.1 885
2412 中華電|通信網路|6 4 1|98 98 1 2|0.9 613
2413 環科|電子零組|-40 -27 -30|70 92 10 2|0.3 6
2417 圓剛|電腦及週|-15 -12 6|83 83 -0 64|0.4 34
2419 仲琦|通信網路|-22 -41 -23|66 83 11 -8|0.3 34
2420 新巨|電子零組|-19 -14 5|96 96 1 2|0.7 6
2421 建準|電子零組|-12 -14 -8|81 81 24 -6|2.7 1354
2423 固緯|其他電子|25 13 8|91 91 17 25|0.8 26
2425 承啟|電腦及週|1 20 11|74 80 -2 -18|0.2 46
2426 鼎元|光電業|33 20 24|86 97 2 3|0.8 9
2427 三商電|資訊服務|35 11 3|74 79 -19 -2|0.3 24
2428 興勤|電子零組|-4 -5 -0|93 96 12 -2|0.5 43
2436 偉詮電|半導體業|5 18 13|82 82 -2 14|0.2 111
2439 美律|通信網路|4 14 8|87 87 2 25|0.3 90
2441 超豐|半導體業|20 16 27|94 94 2 4|0.5 21
2442 新美齊|建材營造|11829 3964 2907|100 100 38 50|1.1 42
2449 京元電子|半導體業|-5 -4 6|88 88 -1 33|0.5 819
2450 神腦|通信網路|-16 -2 -2|94 94 3 5|0.9 5
2451 創見|半導體業|13 4 16|94 94 -0 11|0.5 26
2453 凌群|資訊服務|19 8 1|76 97 0 7|0.9 60
2454 聯發科|半導體業|13 20 38|92 92 4 41|1.4 6609
2455 全新|通信網路|61 87 71|76 76 -14 2|1.1 386
2457 飛宏|電子零組|-21 -24 -14|69 81 6 -7|0.5 214
2458 義隆|半導體業|61 58 54|91 91 4 26|0.7 300
2460 建通|電子零組|26 15 20|89 89 14 21|0.7 54
2461 光群雷|其他電子|3 -4 7|89 94 2 1|1.5 24
2462 良得電|電子零組|-24 -8 8|80 80 -15 -2|0.2 21
2464 盟立|其他電子|-21 -24 -6|84 86 -3 -7|0.6 7
2465 麗臺|電腦及週|19 67 74|100 100 51 116|1.7 130
2467 志聖|電子零組|-20 -19 13|99 99 80 83|3.0 181
2468 華經|資訊服務|-43 -4 -10|64 77 -6 2|0.3 9
2471 資通|資訊服務|34 14 10|89 99 9 16|0.7 21
2472 立隆電|電子零組|7 -1 11|92 92 18 25|0.3 45
2474 可成|其他電子|-37 -48 -22|98 98 11 17|0.4 292
2476 鉅祥|電子零組|-14 -15 -1|91 91 26 49|0.5 145
2480 敦陽科|資訊服務|2 7 -2|93 95 1 4|0.8 16
2481 強茂|半導體業|11 6 9|80 87 -0 -5|0.3 68
2482 連宇|其他電子|-58 -47 -124|46 65 -14 -32|0.3 15
2484 希華|電子零組|-11 -15 12|90 98 0 6|1.4 12
2485 兆赫|通信網路|-35 -35 -28|72 72 -6 8|0.4 25
2486 一詮|光電業|28 25 26|88 88 1 11|0.8 1007
2488 漢平|其他電子|-1 -8 14|92 92 2 19|0.3 9
2489 瑞軒|光電業|27 24 19|86 96 14 -5|0.6 40
2492 華新科|電子零組|6 7 13|77 77 -13 18|0.3 211
2493 揚博|電子零組|-0 1 3|100 100 19 38|1.5 14
2495 普安|電腦及週|-9 -22 -25|76 94 1 3|0.5 10
2497 怡利電|汽車工業|10 -1 -9|71 82 -10 -14|0.7 18
2498 宏達電|通信網路|22 -6 -5|74 93 7 1|0.5 312
2501 國建|建材營造|80 -20 -65|100 100 26 25|1.0 38
2504 國產|建材營造|3 -1 -3|100 100 18 11|1.6 77
2505 國揚|建材營造|84 0 63|92 92 21 15|0.3 10
2506 太設|建材營造|493 277 197|97 97 12 12|0.7 10
2511 太子|建材營造|-1 -6 18|89 93 -2 -7|1.3 11
2515 中工|建材營造|10 15 -15|87 87 6 23|0.2 136
2516 新建|建材營造|17 21 -7|79 79 28 72|0.2 21
2520 冠德|建材營造|-15 -17 -15|96 96 12 20|0.7 75
2527 宏璟|建材營造|312 104 -34|99 99 26 29|1.0 7
2528 皇普|建材營造|-100 -64 -32142|100 100 34 39|0.8 16
2530 華建|建材營造|193622 64498 48402|98 98 33 46|0.8 45
2534 宏盛|建材營造|-83 -87 -41|89 96 5 2|0.6 7
2535 達欣工|建材營造|-3 -7 8|100 100 21 28|1.4 13
2536 宏普|建材營造|18867 8229 6158|96 96 4 17|0.5 6
2538 基泰|建材營造|72 11 -9|92 92 2 18|0.3 7
2539 櫻花建|建材營造|na na na|97 97 7 19|0.4 11
2540 愛山林|建材營造|30 121 40|96 96 10 34|1.0 61
2542 興富發|建材營造|-86 -24 -532|94 94 -2 2|0.5 66
2543 皇昌|建材營造|51 47 11|74 74 33 170|0.7 112
2545 皇翔|建材營造|90 127 143|97 97 11 8|1.0 7
2546 根基|建材營造|-22 -23 -34|98 98 6 12|0.9 6
2548 華固|建材營造|1281 1979 1427|98 98 2 5|0.7 27
2596 綠意|建材營造|63 432 -13407|100 100 36 45|1.0 6
2597 潤弘|建材營造|-11 -11 -3|96 96 13 14|0.7 9
2603 長榮|航運業|-19 -35 19|97 97 46 45|0.6 4827
2605 新興|航運業|-9 -10 -17|80 80 10 22|0.2 109
2606 裕民|航運業|25 27 24|84 85 3 10|0.2 216
2607 榮運|航運業|20 24 30|94 94 9 20|0.3 85
2609 陽明|航運業|-35 -44 16|85 85 17 8|0.3 2714
2610 華航|航運業|14 22 -1|75 83 -3 -19|0.6 464
2611 志信|航運業|72 38 47|89 89 31 26|0.2 26
2612 中航|航運業|5 1 9|75 75 13 12|0.1 33
2614 東森|其他|-5 -2 -0|53 77 -7 -22|0.4 9
2615 萬海|航運業|-28 -36 22|67 83 8 -2|0.2 451
2617 台航|航運業|5 -0 -4|90 90 13 20|0.2 36
2618 長榮航|航運業|28 38 -8|79 94 10 -10|0.8 1603
2630 亞航|航運業|68 26 2|56 80 6 4|0.2 45
2633 台灣高鐵|航運業|7 13 -28|91 97 -2 -0|0.7 52
2634 漢翔|航運業|6 8 -26|77 78 -1 -14|0.5 335
2636 台驊控股|航運業|9 -4 36|95 95 23 26|0.3 150
2637 慧洋-KY|航運業|18 -4 26|84 97 22 19|0.3 201
2641 正德|航運業|33 30 36|85 85 22 24|0.2 62
2643 捷迅|航運業|44 25 49|97 97 12 12|0.5 7
2645 長榮航太|航運業|10 26 1|na 76 2 -9|0.6 58
2704 國賓|觀光餐旅|-34 -23 -14|78 78 -7 -17|0.4 6
2705 六福|觀光餐旅|19 17 -42|66 90 2 -5|0.4 9
2707 晶華|觀光餐旅|7 8 -16|68 88 -1 -12|0.3 63
2722 夏都|觀光餐旅|-25 -24 -21|53 80 1 -7|0.4 16
2723 美食-KY|觀光餐旅|-6 -2 -8|58 82 -4 -19|0.5 57
2727 王品|觀光餐旅|15 9 -15|74 91 -5 -8|1.0 249
2729 瓦城|觀光餐旅|11 12 -18|81 81 -2 -17|1.0 28
2731 雄獅|觀光餐旅|152 333 -390|67 83 -5 -10|0.4 124
2732 六角|觀光餐旅|1 -1 1|67 94 13 -4|1.2 50
2734 易飛網|觀光餐旅|139 407 -105|52 76 -6 -18|0.2 6
2736 富野|觀光餐旅|-41 -36 -42|57 85 5 -14|0.7 23
2739 寒舍|觀光餐旅|11 17 -37|73 93 26 27|0.8 92
2743 山富|觀光餐旅|177 529 -603|69 84 -13 -0|0.3 52
2745 五福|觀光餐旅|235 1154 -1783|76 90 12 4|0.5 25
2748 雲品|觀光餐旅|5 5 -13|70 92 10 1|0.9 141
2753 八方雲集|觀光餐旅|10 8 0|67 92 -5 -5|0.7 23
2754 亞洲藏壽司|觀光餐旅|26 21 -12|54 76 -8 -26|0.8 8
2801 彰銀|金融保險|-14 3 -12|98 98 1 0|0.6 106
2809 京城銀|金融保險|20 8 -165|99 99 5 12|0.4 50
2812 台中銀|金融保險|26 17 -0|93 93 3 3|3.6 45
2816 旺旺保|金融保險|8 8 -13|83 83 -11 62|0.3 33
2832 台產|金融保險|6 14 2|98 98 5 14|0.7 8
2834 臺企銀|金融保險|-3 1 -12|93 97 2 -3|0.7 90
2836 高雄銀|金融保險|-4 -3 -2|99 99 5 0|4.0 9
2838 聯邦銀|金融保險|2 1 -15|89 96 6 -6|1.0 13
2845 遠東銀|金融保險|-21 -12 -24|95 95 4 4|0.6 25
2850 新產|金融保險|6 2 -3|96 96 -2 25|0.8 22
2851 中再保|金融保險|-2 12 7|92 94 0 -8|0.7 11
2855 統一證|金融保險|74 19 -255|92 96 6 -5|0.6 11
2880 華南金|金融保險|15 22 9|96 98 5 1|0.7 130
2881 富邦金|金融保險|184 196 177|99 99 5 4|0.9 721
2882 國泰金|金融保險|61 204 165|94 95 -1 -4|0.8 562
2883 凱基金|金融保險|1361 483 409|92 96 7 -1|0.5 248
2884 玉山金|金融保險|15 26 2|96 96 1 -3|0.8 363
2885 元大金|金融保險|11 29 19|97 97 8 9|0.8 328
2886 兆豐金|金融保險|29 45 1|96 96 -1 1|0.9 465
2887 台新新光金|金融保險|8 -9 -17|94 94 -3 -6|0.9 203
2889 國票金|金融保險|77 52 23|87 97 3 0|0.5 26
2890 永豐金|金融保險|22 26 11|96 96 5 7|0.7 248
2891 中信金|金融保險|500 394 307|100 100 14 15|0.8 1015
2892 第一金|金融保險|0 -0 -1|97 97 0 -1|0.9 251
2903 遠百|貿易百貨|-11 -5 -8|97 97 1 12|1.0 41
2905 三商|貿易百貨|-44 -4 -14|75 89 -4 -12|0.7 8
2906 高林|貿易百貨|22 12 19|96 96 16 7|3.9 17
2912 統一超|貿易百貨|6 8 -2|96 99 1 -0|1.2 157
2913 農林|貿易百貨|-10 -2 -5|67 83 -2 -17|0.4 32
2915 潤泰全|貿易百貨|-16 -13 -9|92 94 4 -1|0.5 95
3002 歐格|電腦及週|-44 -26 -7|92 92 6 9|1.3 8
3003 健和興|電子零組|6 -8 6|78 92 -1 -5|0.6 11
3004 豐達科|鋼鐵工業|21 27 -17|75 85 1 -13|0.2 11
3005 神基|電腦及週|7 7 -5|92 92 28 57|0.7 379
3006 晶豪科|半導體業|19 19 39|87 87 1 26|0.3 446
3008 大立光|光電業|19 24 24|85 85 14 17|0.7 2176
3010 華立|電子通路|6 4 12|96 96 0 11|0.4 22
3011 今皓|電子零組|-1 -2 19|78 78 -3 5|0.6 11
3013 晟銘電|電腦及週|-40 -19 -26|73 81 -13 3|0.1 96
3014 聯陽|半導體業|23 27 2|85 85 -8 11|0.4 147
3015 全漢|電子零組|-5 -9 -4|98 98 2 6|0.8 10
3016 嘉晶|半導體業|-28 -24 4|72 85 -8 -10|0.6 16
3017 奇鋐|電腦及週|23 14 8|100 100 46 44|1.6 5615
3019 亞光|光電業|8 5 11|91 91 5 2|0.2 44
3021 鴻名|電子零組|5 -12 10|78 78 -4 -9|0.8 6
3022 威強電|電腦及週|-29 -24 -27|79 89 -0 -3|0.3 25
3023 信邦|電子零組|-17 -10 -18|71 79 -10 -17|1.1 203
3024 憶聲|光電業|61 30 20|92 92 7 6|0.9 24
3025 星通|通信網路|696 240 158|84 84 5 5|0.5 630
3026 禾伸堂|電子零組|-11 -11 0|94 94 -3 -2|0.5 9
3027 盛達|通信網路|-17 35 -33|69 84 3 -12|0.3 19
3028 增你強|電子通路|-8 -5 11|95 95 3 9|0.5 8
3029 零壹|資訊服務|0 10 -0|98 98 7 10|0.6 69
3030 德律|其他電子|105 6 35|100 100 17 20|1.7 61
3031 佰鴻|光電業|-17 -17 5|88 95 14 12|0.6 7
3032 偉訓|電子零組|35 23 -6|97 97 12 23|0.9 583
3033 威健|電子通路|22 3 2|93 100 13 7|2.8 134
3034 聯詠|半導體業|12 22 13|96 96 8 30|0.9 1805
3035 智原|半導體業|-11 -13 -5|92 92 23 40|0.6 7524
3036 文曄|電子通路|4 23 19|100 100 18 157|1.8 3287
3037 欣興|電子零組|-23 -30 -4|87 93 15 2|1.0 2056
3038 全台|光電業|-14 -22 -16|78 91 6 -8|3.2 20
3041 揚智|半導體業|-45 -27 17|82 82 3 55|0.5 116
