# 2023-09-01 全池(1062 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1587 吉茂|汽車工業|-35 -22 -13|86 86 9 4|0.3 11
1589 永冠-KY|電機機械|-24 -16 -28|66 66 -22 -16|0.5 26
1590 亞德客-KY|電機機械|22 12 4|73 73 -11 -20|0.5 458
1591 駿吉-KY|電機機械|-90 -93 -57|100 100 32 61|1.1 47
1598 岱宇|運動休閒|15 9 18|66 68 -20 -34|0.3 6
1603 華電|電器電纜|38 38 -6|97 97 26 40|1.0 68
1604 聲寶|電器電纜|-2 2 7|85 85 4 8|0.3 10
1605 華新|電器電纜|0 0 -3|66 73 -19 -28|0.5 630
1608 華榮|電器電纜|-17 -20 -7|85 85 -13 32|0.2 28
1609 大亞|電器電纜|-1 -6 0|92 92 5 38|0.3 499
1611 中電|電器電纜|-10 -17 -2|83 83 -3 19|0.1 13
1612 宏泰|電器電纜|-1 6 6|90 90 7 37|0.7 40
1615 大山|電器電纜|90 30 18|90 90 8 24|0.4 5
1616 億泰|電器電纜|13 15 4|100 100 13 38|0.9 10
1618 合機|電器電纜|122 118 40|91 91 28 82|0.3 48
1701 中化|生技醫療|5 3 -6|66 88 -7 -8|0.4 12
1702 南僑|食品工業|11 9 1|94 94 -2 4|0.4 12
1707 葡萄王|生技醫療|0 -0 -6|83 83 -8 -15|0.5 48
1708 東鹼|化學工業|-34 -27 -34|68 80 -7 -19|0.8 23
1709 和益|化學工業|-27 -24 -21|84 84 -10 -10|1.0 25
1710 東聯|化學工業|53 21 30|87 87 -9 3|0.5 56
1711 永光|化學工業|-13 -14 0|88 88 -7 4|0.2 14
1712 興農|化學工業|-28 -27 -22|86 94 2 -6|1.2 17
1717 長興|化學工業|-16 -17 -1|85 85 -12 -6|0.7 35
1720 生達|生技醫療|22 5 -18|86 86 -9 12|0.4 36
1721 三晃|化學工業|-35 -37 -14|75 75 -15 -11|0.4 6
1722 台肥|化學工業|-22 57 51|97 97 4 9|0.9 112
1723 中碳|化學工業|-33 -33 -26|98 98 1 2|0.4 13
1727 中華化|化學工業|-25 -24 -10|73 73 -22 16|0.3 22
1734 杏輝|生技醫療|16 4 -11|88 88 -5 10|0.2 20
1736 喬山|運動休閒|38 40 22|92 97 22 15|0.6 50
1737 臺鹽|食品工業|-12 -1 9|92 92 7 8|5.9 16
1752 南光|生技醫療|-3 7 -19|69 69 -12 -6|0.2 23
1760 寶齡富錦|生技醫療|-28 -39 -29|56 56 -26 -38|0.6 89
1762 中化生|生技醫療|-19 -5 -27|62 62 -30 -6|0.3 36
1773 勝一|化學工業|-14 -20 -2|91 93 -2 10|0.4 15
1783 和康生|生技醫療|15 7 -8|82 82 1 -1|0.2 21
1784 訊聯|生技醫療|7 21 5|87 87 2 43|0.4 44
1785 光洋科|其他電子|-18 -22 6|90 90 2 3|0.3 47
1786 科妍|生技醫療|18 29 1|94 94 28 26|1.1 31
1789 神隆|生技醫療|-32 -17 -25|82 82 5 4|0.2 27
1795 美時|生技醫療|119 59 1|76 76 -17 -4|0.4 1258
1796 金穎生技|食品工業|35 41 11|66 66 -24 10|0.4 10
1802 台玻|玻璃陶瓷|12 3 12|86 96 16 -2|1.7 450
1808 潤隆|建材營造|16243 7350 5438|100 100 19 25|1.5 83
1809 中釉|玻璃陶瓷|-8 -9 -13|89 89 -4 3|0.3 7
1810 和成|玻璃陶瓷|2 1 10|78 78 -9 13|2.2 32
1815 富喬|電子零組|-48 -36 -11|91 91 10 11|0.6 33
1903 士紙|造紙工業|38 11 13|81 81 25 24|0.9 35
1904 正隆|造紙工業|-11 -8 2|82 82 -12 1|0.6 77
1905 華紙|造紙工業|-23 -23 -22|73 73 -16 38|0.2 213
1907 永豐餘|造紙工業|-15 -13 -6|80 80 -13 18|0.2 76
1909 榮成|造紙工業|-5 -10 4|80 84 -11 -16|0.5 24
2002 中鋼|鋼鐵工業|-28 -28 -4|86 88 -8 -11|1.2 627
2006 東和鋼鐵|鋼鐵工業|-1 2 7|99 99 4 -0|0.7 70
2009 第一銅|鋼鐵工業|-25 -18 4|79 79 -8 -14|0.5 34
2010 春源|鋼鐵工業|-1 -11 7|96 96 12 10|0.5 10
2014 中鴻|鋼鐵工業|6 -25 9|79 82 -2 -17|0.4 166
2015 豐興|鋼鐵工業|-14 -15 0|95 95 -2 -4|1.0 9
2017 官田鋼|鋼鐵工業|-18 -13 8|78 78 -10 -20|0.4 10
2020 美亞|鋼鐵工業|28 42 32|94 94 11 11|0.3 10
2022 聚亨|鋼鐵工業|7 -11 -3|82 82 -10 4|1.8 14
2023 燁輝|鋼鐵工業|-13 -18 3|89 91 -1 -10|0.5 23
2027 大成鋼|鋼鐵工業|-17 -15 -9|90 90 -2 2|0.5 207
2030 彰源|鋼鐵工業|-26 -24 -4|77 84 -13 -16|0.3 11
2031 新光鋼|鋼鐵工業|31 9 1|90 90 -0 6|0.5 88
2034 允強|鋼鐵工業|-16 -22 -4|93 94 1 -7|0.6 12
2049 上銀|電機機械|-19 -19 -3|79 79 -13 -21|0.6 211
2059 川湖|電子零組|-36 -35 -21|88 88 105 126|0.8 2013
2066 世德|電機機械|-8 -3 -19|83 83 -2 -1|0.3 18
2101 南港|橡膠工業|7 2 11|94 94 0 4|1.4 22
2103 台橡|橡膠工業|-20 -16 -10|86 86 -2 -14|0.7 18
2104 國際中橡|橡膠工業|-34 -32 -21|89 89 -1 -2|0.3 33
2105 正新|橡膠工業|-6 -4 -4|98 98 5 20|1.9 130
2106 建大|橡膠工業|-14 -19 -15|89 100 3 2|0.8 15
2107 厚生|橡膠工業|-23 4 30|100 100 6 1|1.2 7
2108 南帝|橡膠工業|-3 -23 14|83 83 -5 -12|0.5 8
2201 裕隆|汽車工業|-2 7 4|96 96 -2 13|1.9 420
2204 中華|汽車工業|16 36 17|100 100 4 83|1.2 227
2206 三陽工業|汽車工業|21 33 -0|79 79 -16 86|0.5 625
2207 和泰車|汽車工業|13 23 6|82 82 -17 14|1.3 139
2208 台船|航運業|43 30 -3|83 83 -7 0|0.5 48
2211 長榮鋼|鋼鐵工業|14 7 29|98 98 19 41|0.2 105
2228 劍麟|汽車工業|7 20 1|86 86 8 6|0.3 18
2230 泰茂|居家生活|40 34 24|100 100 69 78|0.7 62
2231 為升|汽車工業|27 20 0|78 78 -13 -16|0.5 42
2233 宇隆|汽車工業|-4 -5 -1|89 89 -1 -2|0.5 10
2236 百達-KY|汽車工業|55 31 10|100 100 65 94|0.8 18
2241 艾姆勒|汽車工業|53 41 61|92 92 8 12|1.2 14
2247 汎德永業|汽車工業|38 39 15|90 90 7 37|0.2 36
2301 光寶科|電腦及週|-15 -14 -6|86 86 45 90|0.6 6158
2303 聯電|半導體業|-23 -23 -22|90 90 -2 -5|1.1 1676
2305 全友|電腦及週|-3 19 9|56 77 -13 -22|0.2 5
2308 台達電|電子零組|5 9 -11|93 93 13 19|0.5 1893
2312 金寶|其他電子|-18 -11 -23|94 94 21 21|0.4 243
2313 華通|電子零組|-12 -15 -10|89 93 1 2|0.8 263
2314 台揚|通信網路|-35 -10 -30|75 75 -14 -16|0.6 30
2316 楠梓電|電子零組|-20 -32 -4|72 72 25 22|0.6 113
2317 鴻海|其他電子|-1 -10 -14|96 96 5 8|0.9 2476
2323 中環|光電業|6 -0 12|82 82 -5 51|0.4 241
2324 仁寶|電腦及週|-13 -18 -1|86 86 14 35|0.6 1664
2327 國巨*|電子零組|-15 -16 -11|89 92 2 -7|1.5 629
2328 廣宇|電子零組|10 5 3|86 86 -7 -4|0.3 92
2329 華泰|半導體業|17 4 12|89 89 113 123|1.0 1405
2330 台積電|半導體業|-5 -7 -24|93 93 -2 6|0.9 10505
2331 精英|電腦及週|-41 -39 -2|100 100 34 84|3.8 274
2332 友訊|通信網路|-6 -5 -9|96 96 20 41|1.2 429
2337 旺宏|半導體業|-39 -40 -5|94 96 5 0|3.7 162
2338 光罩|半導體業|-8 -6 -9|75 75 -11 -17|0.4 111
2340 台亞|半導體業|-11 -16 16|89 89 34 33|0.5 231
2342 茂矽|半導體業|-29 -33 -14|80 80 -6 -10|0.5 15
2344 華邦電|半導體業|-15 -22 4|92 92 -6 8|0.7 506
2345 智邦|通信網路|10 7 -16|91 91 35 60|0.9 1679
2347 聯強|電子通路|-3 -8 -2|98 98 2 0|0.8 133
2351 順德|半導體業|-9 -8 -4|75 75 -14 -19|0.2 61
2352 佳世達|電腦及週|-22 -18 -6|78 78 10 50|0.4 495
2353 宏碁|電腦及週|2 -11 13|90 90 18 47|0.6 1023
2354 鴻準|其他電子|39 6 10|96 96 5 6|0.6 114
2355 敬鵬|電子零組|4 -9 -3|96 96 20 28|3.2 322
2356 英業達|電腦及週|-11 -1 5|74 74 53 104|0.4 4346
2357 華碩|電腦及週|2 -5 5|93 93 34 46|0.9 4093
2359 所羅門|其他電子|7 -8 -3|92 92 25 21|0.6 223
2360 致茂|其他電子|-36 -20 -35|92 92 26 56|0.6 619
2362 藍天|電腦及週|-13 -13 -18|88 88 -2 4|0.3 15
2363 矽統|半導體業|-45 -40 -11|100 100 123 111|3.7 3846
2364 倫飛|電腦及週|6 6 -14|67 89 -3 -7|6.4 12
2367 燿華|電子零組|-28 -15 -24|77 95 0 -4|3.0 51
2368 金像電|電子零組|-2 -16 -16|93 93 55 125|0.7 3116
2369 菱生|半導體業|-1 -6 20|100 100 41 34|2.6 34
2371 大同|電機機械|68 89 32|90 90 24 47|0.3 591
2374 佳能|光電業|6 -15 -15|97 100 20 11|1.3 46
2375 凱美|電子零組|-22 -24 0|85 85 -4 -15|2.3 14
2376 技嘉|電腦及週|17 24 27|91 91 58 182|1.4 11941
2377 微星|電腦及週|7 -6 12|79 79 -4 19|0.9 859
2379 瑞昱|半導體業|-8 -10 8|97 97 9 10|1.2 920
2382 廣達|電腦及週|-33 -21 -22|88 88 103 215|0.7 26319
2383 台光電|電子零組|11 -2 10|99 99 113 129|0.9 4373
2385 群光|電子零組|-22 -17 -8|99 99 9 20|0.5 245
2387 精元|電腦及週|-25 -1 -1|98 98 15 18|0.7 42
2388 威盛|半導體業|101 60 28|74 74 29 29|1.2 2259
2392 正崴|電子零組|2 -15 -15|98 98 15 19|2.0 115
2393 億光|光電業|-14 -18 2|90 90 -1 22|0.4 49
2395 研華|電腦及週|-19 -9 -16|85 85 -2 9|0.9 379
2399 映泰|電腦及週|-8 5 16|87 87 12 52|0.5 61
2401 凌陽|半導體業|8 -13 20|97 97 27 20|1.3 277
2402 毅嘉|電子零組|29 25 -0|100 100 53 146|3.5 676
2404 漢唐|其他電子|17 38 -89|93 93 6 0|0.5 304
2405 輔信|電腦及週|1 -12 0|82 82 11 8|0.2 44
2406 國碩|光電業|-55 -61 -23|71 79 -11 -19|0.5 9
2408 南亞科|半導體業|-45 -53 8|90 90 -3 15|0.7 377
2409 友達|光電業|22 11 37|87 87 -0 -3|0.4 553
2412 中華電|通信網路|2 4 1|95 95 -3 2|0.9 696
2413 環科|電子零組|-8 -8 -38|67 67 -17 -11|0.3 15
2415 錩新|電子零組|17 3 7|94 94 45 31|0.7 38
2419 仲琦|通信網路|-46 -26 -51|73 73 45 34|0.3 196
2420 新巨|電子零組|-22 -24 -10|94 94 7 14|0.4 13
2421 建準|電子零組|-6 -12 -13|85 85 50 191|0.7 2638
2423 固緯|其他電子|-8 -5 -10|89 89 -9 19|0.7 11
2425 承啟|電腦及週|59 11 20|81 81 27 43|0.4 279
2426 鼎元|光電業|1 -6 16|85 85 -3 -2|0.3 8
2427 三商電|資訊服務|3 -22 -20|70 70 -13 68|0.1 42
2428 興勤|電子零組|-1 -3 -1|89 89 7 8|0.5 92
2436 偉詮電|半導體業|27 18 38|98 98 38 42|4.6 87
2439 美律|通信網路|-27 -10 -17|92 92 -1 2|0.9 49
2440 太空梭|電子零組|13 -8 13|98 98 39 30|2.4 27
2441 超豐|半導體業|-8 -18 14|99 99 9 12|1.9 98
2442 新美齊|建材營造|35 138 88|93 93 2 30|0.5 20
2449 京元電子|半導體業|-11 -14 -3|95 95 49 69|1.1 1175
2450 神腦|通信網路|-1 4 4|100 100 9 14|1.1 6
2451 創見|半導體業|-21 -17 3|97 97 2 9|0.4 19
2453 凌群|資訊服務|3 15 10|68 68 -24 -7|0.1 69
2454 聯發科|半導體業|-22 -29 -7|99 99 4 2|0.8 3244
2455 全新|通信網路|18 0 35|100 100 30 75|1.8 360
2457 飛宏|電子零組|14 2 -2|83 83 -14 30|0.6 519
2458 義隆|半導體業|2 -20 17|100 100 21 23|0.6 248
2460 建通|電子零組|9 -15 16|98 98 19 41|0.8 60
2461 光群雷|其他電子|1 -9 -1|87 87 2 20|0.2 28
2462 良得電|電子零組|-20 -29 -10|95 95 18 13|0.7 93
2464 盟立|其他電子|-18 -26 -17|97 97 15 11|1.1 46
2465 麗臺|電腦及週|-34 -32 3|81 87 -5 -13|0.5 10
2468 華經|資訊服務|-17 35 16|67 67 9 4|0.4 24
2471 資通|資訊服務|-14 -4 -1|79 79 -13 16|0.2 21
2472 立隆電|電子零組|-17 -18 -3|86 86 -1 -11|1.4 18
2474 可成|其他電子|-38 -3 8|98 98 1 1|1.6 355
2476 鉅祥|電子零組|-24 -16 -11|87 89 2 2|1.2 21
2480 敦陽科|資訊服務|4 12 6|89 89 3 24|0.2 30
2481 強茂|半導體業|-10 -2 11|83 83 -4 -7|0.2 124
2482 連宇|其他電子|-13 15 -118|65 65 -26 -6|0.2 61
2484 希華|電子零組|-37 -35 -12|83 90 -5 -13|1.1 16
2485 兆赫|通信網路|-10 6 -7|100 100 52 57|5.8 43
2486 一詮|光電業|-4 -11 8|82 82 3 47|0.7 213
2488 漢平|其他電子|-28 -23 -13|100 100 24 24|1.6 23
2489 瑞軒|光電業|34 -2 20|83 83 -11 16|0.4 14
2492 華新科|電子零組|1 -8 8|100 100 12 10|2.7 136
2493 揚博|電子零組|-5 -13 -14|99 99 1 32|0.5 23
2495 普安|電腦及週|-29 -21 -43|79 79 -15 -2|1.0 33
2497 怡利電|汽車工業|53 27 -1|72 80 -6 -16|0.5 38
2498 宏達電|通信網路|-21 -2 5|76 80 -15 -18|0.5 221
2501 國建|建材營造|-52 35 -52|89 90 -4 -11|0.5 9
2504 國產|建材營造|-8 -1 -2|96 96 -0 5|0.4 31
2505 國揚|建材營造|-58 -83 -37|95 97 2 -4|0.5 5
2515 中工|建材營造|31 68 48|93 93 -7 22|0.3 46
2520 冠德|建材營造|-19 -5 -19|100 100 21 21|1.5 62
2528 皇普|建材營造|110 128065 95989|98 98 2 60|0.5 7
2530 華建|建材營造|-29 -20 -16814|96 96 1 47|0.7 19
2534 宏盛|建材營造|-67 -67 -100|81 87 -7 -14|0.2 12
2535 達欣工|建材營造|-17 -19 -16|100 100 1 9|0.8 12
2536 宏普|建材營造|10 25 -17|98 98 1 11|0.7 9
2538 基泰|建材營造|-37 -58 -59|94 94 16 13|1.3 32
2539 櫻花建|建材營造|-100 na na|94 94 17 34|0.5 25
2540 愛山林|建材營造|55 113 81|98 98 18 21|1.3 49
2542 興富發|建材營造|2306 1239 908|96 99 1 3|0.8 80
2546 根基|建材營造|-20 19 -27|99 99 14 42|0.5 7
2548 華固|建材營造|-85 -90 -44|97 97 -3 7|0.6 56
2603 長榮|航運業|-63 -62 -21|79 97 27 19|0.2 1338
2605 新興|航運業|15 1 -5|75 78 -4 -21|0.6 60
2606 裕民|航運業|11 1 9|78 80 -3 -20|0.6 194
2607 榮運|航運業|-25 -20 -44|85 99 7 5|0.5 42
2608 嘉里大榮|航運業|-5 -6 1|95 100 2 3|1.3 10
2609 陽明|航運業|-69 -68 -17|68 78 -4 -11|0.3 658
2610 華航|航運業|27 29 20|84 84 3 15|0.3 1347
2611 志信|航運業|-20 -19 12|72 88 -6 -12|0.3 7
2612 中航|航運業|-9 -16 -12|91 91 4 -2|0.3 23
2614 東森|其他|-8 -2 -1|47 56 -31 -44|1.1 28
2615 萬海|航運業|-66 -67 -13|49 61 -18 -38|0.5 276
2617 台航|航運業|-6 -3 -14|89 89 2 -9|0.4 28
2618 長榮航|航運業|58 52 15|79 79 -9 15|0.5 2743
2630 亞航|航運業|-12 8 -10|60 60 -16 113|2.1 232
2633 台灣高鐵|航運業|36 83 29|92 92 -7 0|0.8 63
2634 漢翔|航運業|19 24 -19|98 98 13 55|1.5 962
2636 台驊控股|航運業|-47 -53 6|95 95 3 10|0.2 24
2637 慧洋-KY|航運業|-47 -42 -18|72 74 -10 -25|0.7 151
2640 大車隊|數位雲端|6 16 -1|78 78 -19 2|0.3 10
2641 正德|航運業|-22 -19 -0|77 77 -11 -22|0.9 19
2645 長榮航太|航運業|43 33 6|na na 24 na|2.3 640
2702 華園|觀光餐旅|-6 -5 -38|79 79 -10 -15|0.1 7
2704 國賓|觀光餐旅|-9 14 12|91 91 7 46|2.1 18
2705 六福|觀光餐旅|9 133 59|66 66 -13 -5|0.2 22
2706 第一店|觀光餐旅|46 48 16|80 80 -18 2|0.2 6
2707 晶華|觀光餐旅|16 49 16|72 72 -23 -20|0.2 137
2719 燦星旅|觀光餐旅|3094 2045 789|53 53 -16 13|0.3 8
2722 夏都|觀光餐旅|-19 20 -0|52 52 -20 13|0.2 19
2723 美食-KY|觀光餐旅|0 6 -1|69 71 -23 -24|1.9 83
2727 王品|觀光餐旅|19 41 17|76 76 -21 3|0.6 271
2729 瓦城|觀光餐旅|26 50 21|95 95 13 20|0.5 54
2731 雄獅|觀光餐旅|1058 1323 714|69 69 -31 9|0.2 282
2732 六角|觀光餐旅|-2 -1 -1|66 66 -32 -31|0.4 38
2734 易飛網|觀光餐旅|349 397 -50|55 55 -20 29|0.3 21
2736 富野|觀光餐旅|-22 69 26|61 61 -20 15|0.2 28
2739 寒舍|觀光餐旅|33 108 23|53 53 -42 -33|0.5 17
2743 山富|觀光餐旅|1542 1610 527|60 60 -24 68|0.4 55
2745 五福|觀光餐旅|5418 5636 3228|66 66 -7 73|0.5 71
2748 雲品|觀光餐旅|12 48 6|65 65 -16 -17|0.5 170
2753 八方雲集|觀光餐旅|8 6 -5|69 77 -11 -24|0.2 43
2754 亞洲藏壽司|觀光餐旅|23 48 11|63 67 -28 -33|0.6 23
2801 彰銀|金融保險|-2 14 -6|97 97 0 5|0.4 161
2809 京城銀|金融保險|21 375 235|99 99 5 9|0.5 30
2812 台中銀|金融保險|9 17 2|98 98 7 11|0.5 43
2816 旺旺保|金融保險|21 38 20|100 100 56 64|6.6 15
2820 華票|金融保險|193 93 73|91 97 -2 -2|0.3 9
2832 台產|金融保險|5 12 14|100 100 9 16|0.9 7
2834 臺企銀|金融保險|9 14 -8|94 95 -2 -5|0.8 195
2838 聯邦銀|金融保險|8 32 13|90 90 -10 -7|3.1 20
2845 遠東銀|金融保險|14 16 -6|97 97 6 6|0.3 32
2850 新產|金融保險|16 11 5|100 100 17 22|1.0 8
2851 中再保|金融保險|40 12 10|94 94 12 27|1.0 39
2855 統一證|金融保險|169 127 -145|95 95 12 16|0.4 20
2880 華南金|金融保險|-7 12 3|90 92 -5 -8|1.2 218
2881 富邦金|金融保險|7 -8 57|97 97 7 11|0.8 775
2882 國泰金|金融保險|62 26 63|99 99 5 9|0.9 642
2883 凱基金|金融保險|-19 -34 34|86 90 -9 -9|0.7 332
2884 玉山金|金融保險|-8 18 9|92 94 -3 4|0.8 328
2885 元大金|金融保險|29 18 25|99 99 7 14|0.7 398
2886 兆豐金|金融保險|1 45 29|92 92 3 12|0.7 699
2887 台新新光金|金融保險|45 34 18|97 97 3 16|0.7 198
2889 國票金|金融保險|7 42 49|86 86 -4 -10|0.5 24
2890 永豐金|金融保險|14 20 13|96 96 5 6|0.7 235
2891 中信金|金融保險|16 4 50|93 93 1 9|0.7 786
2892 第一金|金融保險|-13 -1 -8|96 96 1 5|0.9 503
2903 遠百|貿易百貨|-0 12 7|100 100 4 9|1.8 29
2905 三商|貿易百貨|51 114 87|78 82 -11 -19|1.8 6
2906 高林|貿易百貨|-7 -21 -10|92 96 4 1|1.0 16
2908 特力|貿易百貨|1 -7 7|98 98 1 3|0.9 5
2912 統一超|貿易百貨|9 10 -1|96 96 -2 4|0.6 230
2913 農林|貿易百貨|-5 12 8|75 75 -2 3|0.2 226
2915 潤泰全|貿易百貨|-6 -14 -11|90 96 5 -5|0.8 126
3003 健和興|電子零組|-25 -18 -6|82 82 -10 -2|0.4 47
3004 豐達科|鋼鐵工業|47 35 -24|87 87 8 15|1.1 174
3005 神基|電腦及週|-1 -3 -19|97 97 -2 31|0.5 185
3006 晶豪科|半導體業|-18 -31 15|81 81 -11 -3|0.8 98
3008 大立光|光電業|-11 -16 -15|87 87 -7 -13|0.8 1014
3010 華立|電子通路|-10 -10 2|100 100 13 10|1.7 40
3011 今皓|電子零組|-37 -23 6|90 90 36 85|2.6 47
3013 晟銘電|電腦及週|-4 4 -17|74 74 43 84|0.4 514
3014 聯陽|半導體業|51 40 50|87 87 29 60|0.7 408
3015 全漢|電子零組|-9 -5 3|95 95 6 23|0.6 17
3016 嘉晶|半導體業|-30 -30 -16|68 85 -1 -14|0.3 28
3017 奇鋐|電腦及週|6 8 -3|86 86 64 180|0.6 4675
3019 亞光|光電業|-6 -9 2|91 93 0 -7|0.5 35
3021 鴻名|電子零組|-36 -29 -20|91 91 17 15|1.4 46
3022 威強電|電腦及週|-26 -2 -37|82 82 -7 0|0.5 81
3023 信邦|電子零組|2 11 -9|85 85 -11 6|0.4 121
3024 憶聲|光電業|-24 13 13|92 92 14 22|0.3 25
3025 星通|通信網路|-18 32 32|76 76 -5 78|0.1 95
3026 禾伸堂|電子零組|-5 -10 1|100 100 3 11|1.7 12
3027 盛達|通信網路|70 146 82|75 75 -9 -7|0.2 65
3028 增你強|電子通路|-12 -21 4|95 95 -4 9|0.3 9
3029 零壹|資訊服務|11 5 -0|86 86 -6 12|0.3 100
3030 德律|其他電子|-42 -47 -27|98 98 1 2|0.4 11
3032 偉訓|電子零組|35 40 27|82 82 7 78|0.2 427
3033 威健|電子通路|14 7 7|88 88 0 12|0.3 51
3034 聯詠|半導體業|41 19 43|92 92 -1 3|0.4 1169
3035 智原|半導體業|-9 -12 -20|88 88 102 80|1.0 7096
3036 文曄|電子通路|15 -1 -10|100 100 10 12|0.5 124
3037 欣興|電子零組|-27 -30 -28|90 90 8 39|0.6 3034
3038 全台|光電業|-4 -2 -10|83 83 -6 45|0.2 57
3041 揚智|半導體業|-61 -60 -19|72 84 -8 -17|1.1 13
