# 2024-11-01 全池(1181 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1519 華城|電機機械|23 50 -46|55 55 -15 -31|0.5 2635
1522 堤維西|汽車工業|-7 -2 -6|83 83 -10 20|0.4 106
1524 耿鼎|汽車工業|3 6 -7|93 93 14 -4|1.2 73
1527 鑽全|電機機械|1 21 12|90 90 4 7|0.3 19
1528 恩德|電機機械|18 2 5|97 97 52 77|4.1 418
1529 樂事綠能|電機機械|-33 -25 -99|70 70 -12 -18|0.4 11
1530 亞崴|電機機械|-44 -10 15|90 90 7 6|0.5 7
1532 勤美|電機機械|-11 -32 -72|72 76 -8 -26|0.7 46
1533 車王電|汽車工業|-32 -44 -21|76 91 2 -6|1.5 6
1536 和大|汽車工業|-11 -7 3|76 76 -17 7|0.8 144
1537 廣隆|電機機械|32 36 9|95 95 8 12|0.4 22
1539 巨庭|電機機械|-44 -9 -28|80 80 23 16|0.1 29
1540 喬福|電機機械|9 -6 -57|82 82 10 106|0.2 280
1558 伸興|電機機械|-0 16 7|90 90 7 7|0.4 9
1560 中砂|電機機械|12 13 6|83 83 8 24|1.4 1207
1563 巧新|汽車工業|-16 -7 na|na na -17 na|0.8 19
1565 精華|生技醫療|21 16 14|98 98 25 19|0.6 89
1568 倉佑|汽車工業|-21 -21 4|79 85 0 5|5.9 6
1569 濱川|電腦及週|-10 -13 7|91 91 28 67|0.8 234
1570 力肯|電機機械|173 208 125|65 77 -6 4|0.1 7
1582 信錦|電子零組|-17 -1 -16|86 86 3 -4|0.3 106
1584 精剛|其他|-4 18 -4|78 78 -3 2|0.3 87
1586 和勤|電機機械|3 14 -7|89 89 -5 -0|0.7 7
1587 吉茂|汽車工業|26 12 16|52 52 -19 -45|0.5 15
1589 永冠-KY|電機機械|-2 -5 15|62 83 -7 -15|1.1 15
1590 亞德客-KY|電機機械|-5 -2 -12|75 75 10 -17|0.8 744
1591 駿吉-KY|電機機械|61 144 -102|57 57 -20 -39|0.8 8
1595 川寶|半導體業|-15 -25 12|89 89 90 101|1.3 614
1597 直得|電機機械|3 14 26|81 81 -2 46|0.3 241
1598 岱宇|運動休閒|-2 -5 -3|75 85 -7 -9|1.2 5
1603 華電|電器電纜|-50 15 1|68 73 -11 -19|1.0 20
1605 華新|電器電纜|-14 -5 1|77 80 -12 -15|1.1 321
1608 華榮|電器電纜|-0 20 2|67 69 -14 -19|0.4 38
1609 大亞|電器電纜|11 18 4|73 80 -15 -15|0.4 203
1611 中電|電器電纜|-19 -19 -10|77 77 -11 -5|0.4 13
1612 宏泰|電器電纜|4 -3 -10|76 85 -3 -11|0.5 17
1615 大山|電器電纜|3 17 -9|79 79 -11 -9|0.4 7
1616 億泰|電器電纜|58 23 4|78 80 -3 -22|2.4 18
1617 榮星|電器電纜|13 18 5|69 71 -17 -20|0.4 6
1618 合機|電器電纜|-42 26 -7|64 66 -13 -20|0.4 33
1702 南僑|食品工業|3 3 -2|87 87 -6 -5|0.4 48
1707 葡萄王|生技醫療|61 17 9|98 98 7 0|0.9 46
1708 東鹼|化學工業|24 17 15|94 94 15 27|0.4 53
1709 和益|化學工業|-8 10 0|88 88 -2 20|0.3 18
1710 東聯|化學工業|17 24 12|88 95 -1 3|0.3 13
1711 永光|化學工業|-8 -1 -5|85 85 18 22|0.2 227
1712 興農|化學工業|-17 -4 -2|90 90 -6 4|0.8 17
1717 長興|化學工業|-8 1 -1|90 90 5 -1|0.4 98
1720 生達|生技醫療|16 6 -2|84 84 -10 4|0.5 15
1721 三晃|化學工業|12 26 18|81 81 41 48|0.6 209
1722 台肥|化學工業|6 1 17|88 92 -5 -8|0.6 76
1723 中碳|化學工業|-3 13 21|79 85 -1 -12|0.6 23
1727 中華化|化學工業|33 36 26|86 86 18 25|0.4 178
1734 杏輝|生技醫療|-21 6 3|81 81 -16 -15|0.5 9
1735 日勝化|化學工業|4 10 -3|85 85 35 41|0.5 9
1736 喬山|運動休閒|30 25 8|97 97 41 82|0.8 128
1737 臺鹽|食品工業|-14 -9 -1|94 94 2 2|0.3 6
1760 寶齡富錦|生技醫療|13 15 -0|72 84 -8 -9|0.6 11
1773 勝一|化學工業|10 14 5|91 94 9 2|0.5 68
1776 展宇|化學工業|-8 3 -1|75 75 12 17|0.2 10
1784 訊聯|生技醫療|3 5 -3|61 61 -11 49|0.3 28
1785 光洋科|其他電子|23 28 1|84 84 2 48|0.4 581
1786 科妍|生技醫療|6 8 -25|74 74 -4 -3|0.4 68
1789 神隆|生技醫療|-5 12 -5|82 82 -6 -14|1.2 8
1795 美時|生技醫療|8 13 8|76 82 -0 -9|0.4 256
1799 易威|生技醫療|49 318 175|40 40 -48 22|0.5 41
1802 台玻|玻璃陶瓷|-21 -18 -15|97 97 13 15|2.9 267
1808 潤隆|建材營造|-93 -85 -2038|36 36 -60 -58|0.7 124
1809 中釉|玻璃陶瓷|-10 -10 -14|59 72 -10 -13|0.5 22
1810 和成|玻璃陶瓷|-5 -3 -4|79 84 -3 -8|0.5 14
1815 富喬|電子零組|40 44 35|79 79 0 24|0.5 222
1903 士紙|造紙工業|5 -7 -2|80 81 -6 -14|0.4 7
1904 正隆|造紙工業|47 21 13|80 82 -7 -17|0.6 33
1905 華紙|造紙工業|-12 1 0|75 82 -6 -17|0.6 25
1907 永豐餘|造紙工業|3 9 3|90 94 5 2|0.7 32
1909 榮成|造紙工業|-1 1 1|85 88 -2 -12|0.4 16
2002 中鋼|鋼鐵工業|-9 -3 -1|85 91 -1 -7|0.6 436
2006 東和鋼鐵|鋼鐵工業|-15 -4 -10|94 94 2 5|0.8 75
2007 燁興|鋼鐵工業|65 79 49|80 84 -2 -3|0.5 11
2009 第一銅|鋼鐵工業|11 19 -3|70 70 -8 -11|0.3 51
2010 春源|鋼鐵工業|15 10 1|82 87 1 -14|0.8 13
2014 中鴻|鋼鐵工業|-38 -29 -20|74 90 -0 -7|0.4 107
2015 豐興|鋼鐵工業|2 1 -1|98 98 7 20|0.8 22
2017 官田鋼|鋼鐵工業|8 -1 -7|76 77 -15 -17|0.6 5
2020 美亞|鋼鐵工業|-31 -32 -13|70 70 -5 -28|0.6 18
2023 燁輝|鋼鐵工業|-14 -11 -16|84 94 1 1|0.7 34
2025 千興|鋼鐵工業|-77 8116 na|81 81 -12 -8|0.7 7
2027 大成鋼|鋼鐵工業|-14 -10 2|85 85 -11 -9|0.8 138
2028 威致|鋼鐵工業|15 31 30|79 81 -7 -11|1.1 8
2029 盛餘|鋼鐵工業|10 8 -13|85 92 3 -9|0.6 5
2030 彰源|鋼鐵工業|-11 -1 3|90 95 10 -2|0.6 14
2031 新光鋼|鋼鐵工業|-27 -24 -19|81 81 -6 -5|0.8 51
2033 佳大|鋼鐵工業|-5 3 8|93 93 61 52|0.4 20
2034 允強|鋼鐵工業|-1 -6 1|83 88 -9 -9|1.0 17
2038 海光|鋼鐵工業|5 16 10|80 84 -2 -6|0.5 23
2049 上銀|電機機械|0 -4 -2|83 94 16 -0|0.7 705
2059 川湖|電子零組|62 82 23|88 94 21 4|1.1 1189
2062 橋椿|居家生活|-16 -10 -28|79 79 -2 18|0.2 96
2066 世德|電機機械|8 0 1|77 77 -11 -17|0.9 13
2069 運錩|鋼鐵工業|-23 -12 -3|85 85 9 2|0.4 8
2070 精湛|電機機械|16 43 13|72 72 22 140|0.2 301
2101 南港|橡膠工業|879 310 216|76 76 -3 -18|0.8 210
2102 泰豐|橡膠工業|120 67 100|90 90 -1 8|0.4 10
2103 台橡|橡膠工業|32 29 15|97 97 9 1|1.4 46
2104 國際中橡|橡膠工業|-17 8 9|77 85 -10 -14|0.9 14
2105 正新|橡膠工業|-2 1 -1|78 78 -4 -2|0.9 276
2106 建大|橡膠工業|-1 -1 -3|88 88 -6 -8|0.8 29
2108 南帝|橡膠工業|32 34 17|80 80 -8 9|0.6 15
2201 裕隆|汽車工業|-2 5 -5|73 78 1 -19|0.8 189
2204 中華|汽車工業|-20 -10 -33|48 52 -21 -52|1.2 161
2206 三陽工業|汽車工業|-1 -3 -11|83 88 -8 -11|1.1 131
2207 和泰車|汽車工業|1 -4 -7|89 89 -2 7|0.8 172
2208 台船|航運業|-42 -36 -3|82 93 5 -2|0.4 28
2211 長榮鋼|鋼鐵工業|36 8 5|68 68 -11 -29|0.8 80
2228 劍麟|汽車工業|7 2 -8|89 89 17 -6|0.3 105
2230 泰茂|居家生活|189 142 13|90 95 4 1|1.8 143
2231 為升|汽車工業|20 9 13|73 73 -14 -7|0.9 59
2233 宇隆|汽車工業|-1 8 -6|91 91 27 17|1.1 83
2236 百達-KY|汽車工業|-24 -12 -19|92 92 11 67|0.8 78
2241 艾姆勒|汽車工業|-39 -31 -36|61 61 -1 -18|0.4 36
2243 宏旭-KY|汽車工業|-74 80 -31|65 65 -30 46|0.3 30
2247 汎德永業|汽車工業|25 9 4|87 88 -3 -12|0.4 13
2250 IKKA-KY|汽車工業|-11 -4 -11|69 69 4 -7|0.2 10
2254 巨鎧精密-創|汽車工業|-72 73 18|na 79 -13 -19|0.8 14
2258 鴻華先進-創|汽車工業|912 749 -295|na 84 -5 -4|0.5 19
2301 光寶科|電腦及週|-16 -8 4|85 85 -3 4|0.7 581
2303 聯電|半導體業|-1 6 9|81 81 -12 -10|1.5 2478
2305 全友|電腦及週|6 15 -20|62 72 -19 -16|0.7 8
2308 台達電|電子零組|5 4 4|90 90 0 22|1.2 3572
2312 金寶|其他電子|22 16 19|90 90 7 65|1.0 694
2313 華通|電子零組|-9 4 -6|70 70 -14 -18|0.5 914
2314 台揚|通信網路|-36 -46 10|70 84 -3 -6|0.4 12
2316 楠梓電|電子零組|-19 -5 7|83 83 5 13|0.7 208
2317 鴻海|其他電子|11 22 15|92 92 12 23|0.9 16659
2323 中環|光電業|-2 -3 -4|87 87 0 -3|0.4 43
2324 仁寶|電腦及週|-2 -3 0|90 90 14 1|0.9 481
2327 國巨*|電子零組|10 16 7|68 68 -27 -17|1.6 1355
2328 廣宇|電子零組|-17 -13 3|95 95 14 14|3.9 43
2329 華泰|半導體業|-18 -17 -28|48 64 -15 -35|1.6 114
2330 台積電|半導體業|40 39 15|94 94 14 29|1.0 45015
2331 精英|電腦及週|0 7 22|66 66 -14 -17|0.7 33
2332 友訊|通信網路|-4 -4 8|99 99 9 14|1.2 54
2337 旺宏|半導體業|6 7 21|70 77 -19 -15|1.3 125
2338 光罩|半導體業|-15 -8 -12|70 70 -16 -22|0.9 56
2340 台亞|半導體業|2 3 -8|72 81 -2 -6|0.5 46
2342 茂矽|半導體業|34 29 27|90 93 1 7|0.8 20
2344 華邦電|半導體業|7 9 -1|63 72 -17 -23|1.0 379
2345 智邦|通信網路|34 26 15|93 93 11 26|1.5 2176
2347 聯強|電子通路|19 11 1|80 80 -1 -14|0.6 191
2348 海悅|其他|17 19 -103|42 42 -48 -22|0.3 121
2349 錸德|光電業|-17 -9 -9|72 72 -16 94|0.3 111
2351 順德|半導體業|-1 6 9|72 72 5 10|1.1 303
2352 佳世達|電腦及週|-2 1 6|78 92 6 -7|0.5 150
2353 宏碁|電腦及週|-6 10 -1|71 71 -11 -12|0.7 468
2354 鴻準|其他電子|-19 -10 28|100 100 27 32|6.8 505
2355 敬鵬|電子零組|-10 -8 -6|71 78 -13 -5|0.6 52
2356 英業達|電腦及週|18 21 10|75 77 -4 -13|0.8 767
2357 華碩|電腦及週|27 24 9|97 97 24 27|0.6 1592
2359 所羅門|其他電子|-13 -3 12|80 80 -10 42|0.1 408
2360 致茂|其他電子|7 18 10|99 99 42 68|1.1 1601
2362 藍天|電腦及週|-6 19 3|89 89 -1 40|0.4 288
2363 矽統|半導體業|229 106 71|74 84 1 -14|0.6 1788
2364 倫飛|電腦及週|38 44 28|61 69 2 9|0.2 38
2365 昆盈|電腦及週|-1 21 -10|68 68 -30 133|0.2 295
2367 燿華|電子零組|22 24 8|73 73 -12 13|0.3 213
2368 金像電|電子零組|17 27 0|68 82 -9 -2|0.6 709
2369 菱生|半導體業|-11 -9 -12|68 79 -4 -10|1.8 22
2371 大同|電機機械|5 6 2|65 67 -8 -30|0.4 273
2374 佳能|光電業|13 9 -13|78 78 -7 8|0.7 240
2375 凱美|電子零組|10 10 3|83 87 -5 -1|0.9 14
2376 技嘉|電腦及週|64 97 -16|76 87 10 -7|1.1 1465
2377 微星|電腦及週|9 7 -6|92 93 8 15|0.8 480
2379 瑞昱|半導體業|11 15 -2|83 86 0 -5|0.9 1258
2382 廣達|電腦及週|58 48 33|89 89 15 14|0.7 7014
2383 台光電|電子零組|37 48 -12|80 85 6 4|0.6 2359
2385 群光|電子零組|6 7 9|67 85 7 -17|0.6 306
2387 精元|電腦及週|8 12 8|85 88 -1 -11|0.5 24
2388 威盛|半導體業|167 68 26|67 84 5 -4|1.2 2244
2392 正崴|電子零組|-16 1 -8|70 70 -9 28|1.5 163
2393 億光|光電業|16 22 7|100 100 19 29|1.4 212
2395 研華|電腦及週|-3 -0 11|79 84 -10 -9|1.0 300
2397 友通|電腦及週|-33 -36 9|94 94 24 33|2.3 27
2399 映泰|電腦及週|-10 -9 -7|79 79 49 59|0.9 2197
2401 凌陽|半導體業|14 16 -3|78 78 -8 4|0.6 50
2402 毅嘉|電子零組|9 11 3|87 87 1 20|0.4 371
2404 漢唐|其他電子|-63 -24 -5|80 89 2 -11|0.6 226
2405 輔信|電腦及週|-17 -12 -14|77 77 -4 20|1.6 67
2406 國碩|光電業|81 132 33|68 68 -16 -3|0.7 31
2408 南亞科|半導體業|-5 5 -21|52 56 -24 -38|0.5 385
2409 友達|光電業|5 11 -5|87 87 -3 -4|0.6 301
2412 中華電|通信網路|5 4 1|95 95 -1 -3|0.8 999
2415 錩新|電子零組|-15 0 -16|78 78 11 -5|1.1 10
2417 圓剛|電腦及週|-9 2 2|70 70 -9 7|0.2 33
2419 仲琦|通信網路|30 24 37|82 82 6 7|0.8 64
2420 新巨|電子零組|-7 10 10|91 91 17 28|0.5 106
2421 建準|電子零組|20 22 16|71 82 1 -14|0.9 526
2423 固緯|其他電子|-16 -7 -4|96 98 8 -3|1.6 10
2424 隴華|通信網路|26 71 14|94 94 161 181|0.5 8
2425 承啟|電腦及週|-44 -32 -26|85 87 37 15|0.8 186
2426 鼎元|光電業|11 12 0|85 85 21 29|0.5 158
2427 三商電|資訊服務|30 3 -24|80 80 -3 0|1.4 17
2428 興勤|電子零組|18 12 11|92 92 5 5|0.5 26
2429 銘旺科|光電業|9 -26 23|63 63 -20 48|1.1 16
2431 聯昌|電子零組|-18 -32 -1|97 97 44 50|7.3 12
2436 偉詮電|半導體業|2 4 -8|74 86 7 -5|0.3 102
2438 翔耀|光電業|187 166 36|50 50 -33 94|0.5 11
2439 美律|通信網路|1 45 20|76 76 -11 -13|1.5 378
2441 超豐|半導體業|9 10 -4|93 93 -3 -3|0.6 26
2442 新美齊|建材營造|19 256 -1062|64 64 -35 -18|0.4 41
2449 京元電子|半導體業|12 13 6|94 94 23 46|0.6 2725
2451 創見|半導體業|-21 -7 -7|73 73 -2 -2|0.6 102
2453 凌群|資訊服務|3 11 1|79 79 -2 -6|1.0 29
2454 聯發科|半導體業|24 22 -8|86 86 18 23|1.0 7833
2455 全新|通信網路|-6 6 -62|73 73 2 -1|1.1 893
2457 飛宏|電子零組|-17 -14 3|60 74 -11 -25|1.0 40
2458 義隆|半導體業|-8 -3 -25|88 88 11 -2|1.2 262
2461 光群雷|其他電子|1 -4 -3|88 88 -4 -10|0.6 7
2462 良得電|電子零組|-2 5 2|74 85 -7 -7|1.2 6
2464 盟立|其他電子|-9 -9 12|84 84 -2 61|0.2 526
2465 麗臺|電腦及週|-26 10 -13|52 61 -15 -36|0.6 33
2467 志聖|電子零組|12 20 -7|85 85 17 69|0.4 601
2472 立隆電|電子零組|23 24 12|83 83 -8 -5|0.8 44
2474 可成|其他電子|23 19 33|95 95 6 3|0.8 372
2476 鉅祥|電子零組|24 27 19|77 77 -5 23|0.3 104
2477 美隆電|其他電子|39 22 14|98 98 43 79|5.7 55
2478 大毅|電子零組|6 11 6|81 81 -5 -3|0.9 7
2480 敦陽科|資訊服務|10 4 2|98 98 10 6|0.9 17
2481 強茂|半導體業|-0 2 1|80 85 3 2|0.9 104
2482 連宇|其他電子|-40 -34 21|70 70 -10 7|0.9 15
2485 兆赫|通信網路|-82 -82 -36|73 81 -6 -10|0.5 10
2486 一詮|光電業|11 12 -3|90 90 22 61|1.3 3221
2488 漢平|其他電子|-4 17 1|91 91 5 1|0.6 14
2489 瑞軒|光電業|35 52 11|80 80 -7 37|0.5 135
2492 華新科|電子零組|8 8 1|73 80 -10 -11|0.9 89
2493 揚博|電子零組|16 16 8|100 100 45 24|2.6 282
2495 普安|電腦及週|-46 -14 -6|93 93 21 75|4.2 203
2497 怡利電|汽車工業|24 23 6|83 83 28 35|0.3 248
2498 宏達電|通信網路|-44 -23 1|79 83 0 3|0.7 401
2501 國建|建材營造|44 19 -33|62 69 -16 -32|0.5 37
2504 國產|建材營造|4 4 1|100 100 12 20|0.9 179
2511 太子|建材營造|3 0 4|79 81 -16 -16|0.6 11
2514 龍邦|其他|32 20 -123|81 81 -9 16|0.5 7
2515 中工|建材營造|32 27 8|62 68 -27 -30|0.5 88
2520 冠德|建材營造|27 50 4|73 73 -16 -21|0.4 148
2524 京城|建材營造|20 193 35|61 61 -28 29|0.3 104
2527 宏璟|建材營造|458 154 -59|54 65 -28 -30|0.3 12
2528 皇普|建材營造|109133 37521 28004|71 73 -22 -26|0.3 15
2530 華建|建材營造|54985 92072 36774|69 69 -24 -18|0.4 29
2534 宏盛|建材營造|-61 -38 13|87 87 -9 -11|0.4 17
2535 達欣工|建材營造|-19 -6 -11|80 84 -15 -11|0.7 13
2536 宏普|建材營造|-4 63 -2223|74 79 -16 -22|0.7 9
2537 聯上發|建材營造|-99 4204 -15871|55 55 -36 -15|0.4 43
2538 基泰|建材營造|10 86 -193|75 75 -22 -3|0.3 8
2539 櫻花建|建材營造|-100 na na|63 63 -33 -23|0.6 30
2540 愛山林|建材營造|96 39 -36|40 40 -55 -47|0.4 125
2542 興富發|建材營造|-64 -50 -45|63 63 -31 -13|0.4 205
2543 皇昌|建材營造|-8 -4 -30|96 96 57 120|1.3 1464
2545 皇翔|建材營造|359 537 109|87 87 -0 4|0.3 34
2546 根基|建材營造|35 14 20|59 65 -19 -35|0.5 6
2548 華固|建材營造|-75 514 -528|71 71 -24 -14|1.0 183
2597 潤弘|建材營造|13 19 8|57 57 -38 -22|0.5 34
2603 長榮|航運業|82 110 68|96 96 25 20|1.0 3251
2605 新興|航運業|-9 6 -2|80 80 -1 2|0.6 114
2606 裕民|航運業|52 21 -4|92 92 8 -2|0.9 176
2607 榮運|航運業|21 51 16|88 92 2 -7|1.1 31
2609 陽明|航運業|77 103 71|84 84 9 33|0.8 1886
2610 華航|航運業|7 9 -4|94 94 2 9|1.4 432
2611 志信|航運業|4 6 -15|67 67 -13 -19|0.8 11
2612 中航|航運業|11 16 6|72 85 -2 -7|0.3 7
2613 中櫃|航運業|-1 3 -4|71 71 -3 46|1.3 51
2614 東森|其他|-3 -6 -5|79 86 -10 -2|2.9 10
2615 萬海|航運業|82 117 81|88 88 18 89|0.9 2092
2617 台航|航運業|7 22 12|78 78 -7 -14|0.6 17
2618 長榮航|航運業|6 7 -12|96 96 11 2|0.8 1037
2630 亞航|航運業|11 19 5|71 73 -5 -22|0.3 13
2633 台灣高鐵|航運業|14 9 -1|94 94 -3 -5|1.0 89
2634 漢翔|航運業|-23 -13 -12|76 78 -11 -19|0.8 142
2636 台驊控股|航運業|85 100 41|76 76 -7 -10|0.6 29
2637 慧洋-KY|航運業|36 46 23|95 95 9 4|1.0 297
2641 正德|航運業|14 22 -9|81 81 -2 -7|0.5 20
2645 長榮航太|航運業|4 2 -10|79 81 -7 -16|1.0 40
2707 晶華|觀光餐旅|-2 -11 -7|84 84 -3 -13|0.6 24
2718 全心投控|建材營造|95 1150 440|68 71 -23 -30|1.1 6
2723 美食-KY|觀光餐旅|-8 -8 -1|89 95 10 2|1.0 53
2727 王品|觀光餐旅|2 -1 -4|92 100 15 -2|1.0 132
2731 雄獅|觀光餐旅|19 20 -98|86 86 -8 -3|0.6 66
2739 寒舍|觀光餐旅|1 -2 -10|76 80 -14 -20|0.6 22
2743 山富|觀光餐旅|-7 13 -175|62 62 -19 -21|0.4 13
2745 五福|觀光餐旅|29 27 -328|76 76 -6 -13|1.3 26
2748 雲品|觀光餐旅|5 -3 -10|68 81 -1 -14|0.6 15
2753 八方雲集|觀光餐旅|9 7 -2|89 89 -3 -10|0.7 18
2762 世界健身-KY|運動休閒|3 1 na|na 94 28 12|5.8 15
2801 彰銀|金融保險|13 17 9|95 95 -3 -2|0.7 217
2809 京城銀|金融保險|28 -11 -50|73 73 -16 -14|1.1 152
2812 台中銀|金融保險|10 10 -3|92 92 1 2|0.7 63
2816 旺旺保|金融保險|7 1 -7|79 86 -9 -9|0.8 7
2820 華票|金融保險|38 39 -43|95 95 -0 -3|1.0 10
2832 台產|金融保險|12 12 1|93 93 0 0|0.8 7
2834 臺企銀|金融保險|23 16 9|81 81 -16 -9|0.5 176
2836 高雄銀|金融保險|18 20 11|91 91 -4 2|0.5 11
2838 聯邦銀|金融保險|34 21 10|91 91 3 -1|0.6 14
2845 遠東銀|金融保險|-11 -1 1|78 78 -11 -13|0.8 103
2850 新產|金融保險|4 1 -3|95 95 10 9|0.8 27
2851 中再保|金融保險|7 -10 -17|96 98 3 -4|0.7 41
2855 統一證|金融保險|99 34 -18|90 90 -4 -3|0.7 51
2880 華南金|金融保險|12 14 -1|93 93 -7 3|0.7 252
2881 富邦金|金融保險|31 11 -98|96 96 4 33|0.7 1346
2882 國泰金|金融保險|40 19 -57|98 98 12 35|0.8 1611
2883 凱基金|金融保險|1236 398 156|94 94 5 21|0.7 750
2884 玉山金|金融保險|26 33 10|92 92 2 -1|1.1 542
2885 元大金|金融保險|33 13 -7|93 93 1 1|0.9 537
2886 兆豐金|金融保險|24 16 -6|93 93 -6 -2|0.7 537
2887 台新新光金|金融保險|108 53 34|85 85 -13 -7|0.8 812
2888 新光金|金融保險|-97 -3935 -3023|84 84 3 26|0.2 976
2889 國票金|金融保險|26 14 -11|87 87 -2 -4|0.6 100
2890 永豐金|金融保險|23 18 -5|86 86 -11 3|1.2 460
2891 中信金|金融保險|27 12 -119|91 91 2 4|0.5 1844
2892 第一金|金融保險|19 17 12|94 94 -4 0|0.9 408
2903 遠百|貿易百貨|-4 -7 -2|76 76 -14 -21|0.9 51
2905 三商|貿易百貨|-44 -50 -212|83 83 -12 20|0.3 14
2906 高林|貿易百貨|-16 11 -2|79 79 -13 -15|0.8 5
2908 特力|貿易百貨|-5 -3 -6|96 96 -1 -1|1.2 11
2912 統一超|貿易百貨|6 6 -1|91 91 1 4|1.0 306
2913 農林|貿易百貨|21 15 10|91 91 -2 -2|0.7 33
2915 潤泰全|貿易百貨|-3 -0 4|96 96 0 28|0.8 182
2929 淘帝-KY|貿易百貨|-9 -8 -2|87 87 32 28|1.2 24
3003 健和興|電子零組|14 19 16|78 78 -3 -1|0.4 72
3004 豐達科|鋼鐵工業|13 9 -10|71 72 -13 -21|1.9 5
3005 神基|電腦及週|2 1 -3|76 90 8 9|0.8 214
3006 晶豪科|半導體業|20 13 -6|64 65 -17 -26|0.7 97
3008 大立光|光電業|17 42 11|72 72 -16 2|0.8 2047
3010 華立|電子通路|3 13 -4|81 81 -12 -6|0.5 106
3011 今皓|電子零組|-3 14 13|72 86 0 -4|1.9 103
3013 晟銘電|電腦及週|23 52 22|97 97 56 111|1.1 4803
