# 2023-06-01 全池(1114 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1525 江申|汽車工業|21 38 2|100 100 86 100|6.1 54
1526 日馳|電機機械|-53 -37 -31|73 89 -5 -8|0.6 5
1527 鑽全|電機機械|-43 -32 -6|93 93 -7 2|0.6 7
1528 恩德|電機機械|-3 8 -1|98 98 11 30|0.7 18
1529 樂事綠能|電機機械|-2 249 169|86 86 58 107|0.3 273
1532 勤美|電機機械|-11 -24 6|97 97 5 21|0.6 17
1533 車王電|汽車工業|35 42 18|86 97 12 12|0.6 26
1535 中宇|電機機械|20 9 3|99 99 11 30|0.4 6
1536 和大|汽車工業|1 12 1|76 93 0 -1|0.6 33
1537 廣隆|電機機械|-30 -15 -63|97 97 -1 1|0.9 10
1539 巨庭|電機機械|-35 -57 -15|58 83 -13 -11|0.2 5
1558 伸興|電機機械|10 2 -9|83 87 -11 -2|1.0 12
1560 中砂|電機機械|-14 -6 -13|69 90 2 5|1.2 81
1565 精華|生技醫療|2 -4 7|90 90 -8 -3|1.0 22
1568 倉佑|汽車工業|12 -16 -8|84 99 10 11|1.9 12
1580 新麥|電機機械|36 26 26|100 100 38 57|1.0 61
1582 信錦|電子零組|-12 -22 -6|86 95 -4 1|0.9 6
1584 精剛|其他|62 116 48|85 85 31 72|0.4 174
1589 永冠-KY|電機機械|32 43 25|86 86 7 39|1.1 250
1590 亞德客-KY|電機機械|19 22 17|79 79 -11 9|1.1 537
1591 駿吉-KY|電機機械|-97 -92 na|99 99 16 58|1.9 11
1598 岱宇|運動休閒|17 2 25|81 81 -14 7|1.0 13
1603 華電|電器電纜|5 38 -11|91 91 5 3|0.7 11
1604 聲寶|電器電纜|-4 -2 3|99 99 7 12|0.7 7
1605 華新|電器電纜|-6 14 6|78 78 -9 4|0.5 805
1608 華榮|電器電纜|-12 -12 -6|95 95 48 56|4.9 144
1609 大亞|電器電纜|-11 -0 7|96 96 25 64|0.5 917
1611 中電|電器電纜|-22 -13 -1|87 92 21 24|0.3 39
1612 宏泰|電器電纜|-10 -12 -7|100 100 23 45|1.1 46
1618 合機|電器電纜|170 86 43|95 95 35 43|1.0 42
1701 中化|生技醫療|2 9 1|70 70 -9 23|0.4 30
1702 南僑|食品工業|16 21 14|99 99 8 15|1.7 34
1707 葡萄王|生技醫療|-5 10 4|93 93 -5 33|0.4 51
1708 東鹼|化學工業|-33 -19 -53|65 83 -17 -11|0.4 40
1709 和益|化學工業|29 6 -2|93 93 2 12|0.5 36
1710 東聯|化學工業|-19 -19 6|98 98 14 18|0.5 50
1711 永光|化學工業|-24 -14 -3|87 91 8 14|0.4 45
1712 興農|化學工業|-23 -15 -24|84 89 -11 1|0.3 23
1717 長興|化學工業|-18 -14 -3|96 96 6 5|0.7 44
1720 生達|生技醫療|15 27 -4|94 94 20 52|0.4 107
1721 三晃|化學工業|-48 -26 -17|79 91 10 17|0.5 39
1722 台肥|化學工業|-3 -8 -9|90 99 4 8|1.0 70
1723 中碳|化學工業|-23 -3 -15|91 97 0 4|1.0 21
1727 中華化|化學工業|-26 -27 -24|95 100 66 72|1.4 134
1731 美吾華|生技醫療|15 19 20|100 100 21 34|1.2 18
1733 五鼎|生技醫療|-28 -21 -21|98 100 8 16|1.4 7
1734 杏輝|生技醫療|10 21 1|93 93 7 16|0.8 35
1736 喬山|運動休閒|12 4 -4|73 73 -10 -20|0.3 21
1737 臺鹽|食品工業|-13 -5 8|99 99 1 5|0.8 5
1742 台蠟|化學工業|-33 -27 -13|88 94 5 10|0.6 7
1752 南光|生技醫療|10 54 28|78 78 4 79|0.3 145
1760 寶齡富錦|生技醫療|-35 -16 -22|77 77 -15 -14|0.3 344
1762 中化生|生技醫療|-3 41 22|87 87 22 52|0.5 259
1773 勝一|化學工業|-23 -17 -5|76 94 10 14|0.8 18
1776 展宇|化學工業|-48 -34 -19|81 81 11 15|0.4 7
1777 生泰|生技醫療|-7 19 -37|91 91 -2 12|0.3 9
1783 和康生|生技醫療|33 20 -1|81 81 -12 41|0.6 89
1784 訊聯|生技醫療|10 18 7|86 86 43 60|0.4 160
1785 光洋科|其他電子|2 -20 4|80 93 1 9|1.3 52
1786 科妍|生技醫療|57 22 -6|88 88 -2 39|0.3 25
1789 神隆|生技醫療|19 -1 -21|90 91 -3 7|0.6 29
1795 美時|生技醫療|102 43 3|93 93 15 34|0.6 3180
1796 金穎生技|食品工業|64 51 24|85 85 43 132|0.9 107
1802 台玻|玻璃陶瓷|11 2 17|74 74 -18 -22|0.9 90
1808 潤隆|建材營造|-78 393 342|98 98 6 19|0.5 14
1809 中釉|玻璃陶瓷|-10 4 -7|95 95 9 8|0.6 22
1810 和成|玻璃陶瓷|-6 -7 1|83 83 21 29|0.3 105
1815 富喬|電子零組|-55 -24 -5|79 93 -4 -3|1.2 8
1903 士紙|造紙工業|45 15 28|75 84 -9 -13|0.3 7
1904 正隆|造紙工業|-17 -6 2|100 100 17 22|1.1 102
1905 華紙|造紙工業|-8 3 -5|100 100 61 63|1.5 471
1907 永豐餘|造紙工業|-3 0 6|97 97 20 22|1.2 150
1909 榮成|造紙工業|-4 -6 9|89 89 -8 3|0.6 30
2002 中鋼|鋼鐵工業|-29 -18 -2|91 91 -5 -0|1.7 534
2006 東和鋼鐵|鋼鐵工業|-13 -4 1|85 93 -5 15|0.9 50
2009 第一銅|鋼鐵工業|-25 -13 6|87 87 -9 4|0.5 26
2010 春源|鋼鐵工業|-21 -16 1|81 96 -2 5|0.9 7
2014 中鴻|鋼鐵工業|-37 -26 4|76 78 -18 1|0.4 82
2015 豐興|鋼鐵工業|-22 -7 3|91 95 -1 14|1.0 15
2017 官田鋼|鋼鐵工業|-36 -33 -12|86 86 -7 32|0.7 10
2022 聚亨|鋼鐵工業|-33 -12 -2|91 91 18 25|0.6 24
2023 燁輝|鋼鐵工業|-17 -20 -0|80 88 -11 2|0.8 27
2027 大成鋼|鋼鐵工業|-26 -14 -16|98 98 4 13|0.5 194
2028 威致|鋼鐵工業|-34 -9 6|84 84 -10 11|0.8 6
2029 盛餘|鋼鐵工業|-38 -29 -0|89 95 -2 5|0.8 5
2030 彰源|鋼鐵工業|-21 -18 -6|83 93 -3 3|0.7 14
2031 新光鋼|鋼鐵工業|-12 -13 -17|90 90 7 30|0.5 105
2034 允強|鋼鐵工業|-19 -3 9|92 92 -7 5|0.7 16
2049 上銀|電機機械|-22 -19 -10|89 89 -5 25|0.6 236
2059 川湖|電子零組|-28 -31 -34|89 98 7 4|1.9 264
2065 世豐|鋼鐵工業|-8 9 14|97 97 6 25|0.4 5
2066 世德|電機機械|-6 6 -16|90 90 6 21|0.5 21
2101 南港|橡膠工業|-22 -4 4|93 94 3 8|1.0 24
2103 台橡|橡膠工業|-13 -6 -6|85 85 -13 -4|2.0 45
2104 國際中橡|橡膠工業|-28 -14 -13|91 96 -3 -3|1.1 51
2105 正新|橡膠工業|13 9 8|97 97 14 15|1.7 205
2106 建大|橡膠工業|-3 -7 -12|82 96 -1 -2|0.7 17
2108 南帝|橡膠工業|-37 -31 13|76 86 -6 8|0.9 15
2201 裕隆|汽車工業|12 10 7|100 100 15 55|1.8 1124
2204 中華|汽車工業|3 29 19|100 100 69 82|1.1 579
2206 三陽工業|汽車工業|42 53 20|100 100 103 121|1.2 1518
2207 和泰車|汽車工業|26 27 18|93 93 32 28|2.8 375
2208 台船|航運業|88 37 14|88 88 7 33|0.3 144
2211 長榮鋼|鋼鐵工業|5 2 23|100 100 21 21|1.0 47
2227 裕日車|汽車工業|34 19 14|84 92 -3 -6|1.4 9
2228 劍麟|汽車工業|12 10 -9|96 96 -0 8|1.3 9
2230 泰茂|居家生活|-13 5 9|93 93 8 167|0.4 18
2231 為升|汽車工業|47 45 29|90 90 8 19|0.8 145
2233 宇隆|汽車工業|-10 -8 -6|92 92 5 16|0.3 19
2236 百達-KY|汽車工業|25 34 21|100 100 16 139|1.6 13
2239 英利-KY|汽車工業|70 38 14|98 98 25 29|2.5 11
2247 汎德永業|汽車工業|-16 37 23|92 92 25 37|1.4 145
2301 光寶科|電腦及週|-13 -12 -10|97 97 24 36|2.2 694
2302 麗正|半導體業|6 10 -2|92 92 21 13|1.3 17
2303 聯電|半導體業|-19 -19 -34|95 95 -1 10|1.8 2114
2305 全友|電腦及週|41 25 22|65 79 -10 -20|1.8 6
2308 台達電|電子零組|16 14 -9|100 100 10 5|1.4 1384
2312 金寶|其他電子|-2 -3 -28|92 95 1 -1|1.6 48
2313 華通|電子零組|-12 -19 -27|88 92 1 -2|1.1 321
2314 台揚|通信網路|-0 12 -13|73 90 6 23|0.4 57
2317 鴻海|其他電子|-12 -15 -25|96 100 5 7|2.0 3178
2323 中環|光電業|-9 -10 4|99 99 45 65|5.7 207
2324 仁寶|電腦及週|47 2 11|97 97 17 31|2.1 784
2327 國巨*|電子零組|-11 -11 -13|87 87 -7 11|1.9 1437
2328 廣宇|電子零組|-5 7 3|100 100 10 26|3.5 66
2329 華泰|半導體業|-16 -13 -5|94 94 4 12|2.3 24
2330 台積電|半導體業|-14 -6 -36|97 97 7 12|2.4 12010
2331 精英|電腦及週|-44 -39 -22|100 100 44 39|2.9 212
2332 友訊|通信網路|8 3 -9|100 100 19 43|2.0 130
2337 旺宏|半導體業|-22 -33 -6|88 90 -6 -3|0.9 237
2338 光罩|半導體業|-19 -9 -22|82 82 -3 0|0.5 153
2340 台亞|半導體業|-36 -28 1|78 88 -3 0|0.5 34
2342 茂矽|半導體業|-36 -31 -23|86 86 2 13|0.3 32
2344 華邦電|半導體業|-36 -32 -10|94 99 4 21|1.1 645
2345 智邦|通信網路|12 28 -3|96 96 20 27|2.7 678
2347 聯強|電子通路|-5 -7 -6|92 96 -1 7|2.2 220
2351 順德|半導體業|-9 0 0|82 89 1 24|0.6 127
2352 佳世達|電腦及週|-18 -15 -10|100 100 38 47|1.4 434
2353 宏碁|電腦及週|-28 -28 -4|100 100 20 24|1.2 484
2354 鴻準|其他電子|-17 -4 8|99 99 1 12|1.3 77
2355 敬鵬|電子零組|9 -1 3|95 95 7 -1|0.6 18
2356 英業達|電腦及週|-17 -9 -7|94 94 33 46|3.6 683
2357 華碩|電腦及週|-6 -10 -2|99 99 8 14|1.2 666
2358 廷鑫|其他|28 -19 11|59 70 -23 -21|0.7 9
2359 所羅門|其他電子|-38 -26 -36|92 92 18 36|0.3 66
2360 致茂|其他電子|-7 3 -24|97 97 26 19|2.6 350
2362 藍天|電腦及週|272 81 77|92 98 4 3|1.0 21
2363 矽統|半導體業|-36 -12 9|84 93 -5 4|0.8 12
2364 倫飛|電腦及週|40 35 12|69 84 -4 -13|0.3 22
2367 燿華|電子零組|-2 1 -27|76 92 -4 -4|0.6 33
2368 金像電|電子零組|-6 -9 -21|100 100 43 29|1.5 1581
2369 菱生|半導體業|-20 -22 8|73 93 -5 3|0.8 8
2371 大同|電機機械|83 66 32|99 99 26 30|3.7 1580
2373 震旦行|其他電子|77 32 26|92 99 0 2|2.7 7
2374 佳能|光電業|-22 -11 -42|77 90 -4 -7|1.1 8
2375 凱美|電子零組|-9 -11 13|88 88 3 24|0.3 28
2376 技嘉|電腦及週|-4 4 18|100 100 60 78|2.9 2991
2377 微星|電腦及週|-16 -10 8|98 98 19 34|2.2 893
2379 瑞昱|半導體業|-21 -26 -13|92 95 0 11|1.1 720
2382 廣達|電腦及週|17 -2 -14|99 99 53 71|2.5 3598
2383 台光電|電子零組|-9 -15 -4|93 99 11 13|2.4 803
2385 群光|電子零組|-2 -12 -11|99 99 11 29|1.4 204
2387 精元|電腦及週|52 2 1|88 88 5 3|0.4 30
2388 威盛|半導體業|40 21 -2|87 87 -2 16|1.0 505
2392 正崴|電子零組|-17 -2 -14|96 96 6 15|1.2 29
2393 億光|光電業|1 -10 10|100 100 24 30|1.5 90
2395 研華|電腦及週|16 12 -3|97 97 11 24|1.6 364
2397 友通|電腦及週|-13 -4 -6|100 100 18 30|2.5 10
2399 映泰|電腦及週|7 13 29|97 97 29 44|3.1 58
2401 凌陽|半導體業|-36 -38 -3|73 95 -3 0|1.4 23
2402 毅嘉|電子零組|22 17 -4|100 100 53 64|0.5 305
2404 漢唐|其他電子|166 188 48|96 96 -0 30|0.7 179
2405 輔信|電腦及週|-21 -8 1|79 94 0 0|0.8 11
2406 國碩|光電業|-42 -37 -13|75 87 -7 -1|0.4 16
2408 南亞科|半導體業|-66 -67 -12|97 97 23 19|1.2 856
2409 友達|光電業|-8 -26 13|90 91 -7 8|0.8 384
2412 中華電|通信網路|-3 4 1|98 98 6 14|2.2 1162
2413 環科|電子零組|5 57 19|80 80 12 19|0.3 57
2417 圓剛|電腦及週|-18 -17 -3|84 86 -8 -1|0.4 7
2419 仲琦|通信網路|32 14 -27|89 92 -5 7|0.6 28
2420 新巨|電子零組|-29 -16 -8|100 100 6 18|0.6 8
2421 建準|電子零組|25 20 12|99 99 103 94|3.1 1382
2423 固緯|其他電子|32 17 7|98 98 31 43|1.5 21
2425 承啟|電腦及週|-1 -7 4|94 94 -1 26|5.0 31
2426 鼎元|光電業|-15 -20 7|87 96 4 7|1.0 7
2427 三商電|資訊服務|-2 13 0|100 100 107 138|0.6 102
2428 興勤|電子零組|-6 2 4|93 93 7 29|0.6 83
2430 燦坤|電子通路|-19 -14 -4|92 92 -6 14|0.6 8
2436 偉詮電|半導體業|-6 -25 8|78 94 1 12|0.7 33
2439 美律|通信網路|22 23 9|99 100 7 6|1.1 29
2441 超豐|半導體業|-29 -28 3|86 99 6 18|2.8 27
2442 新美齊|建材營造|346 108 -276|88 88 27 43|1.3 47
2444 兆勁|通信網路|-19 4 3|56 56 -33 -9|1.9 7
2449 京元電子|半導體業|-23 -15 -15|97 97 16 48|2.4 241
2450 神腦|通信網路|-8 3 4|100 100 6 18|0.6 7
2451 創見|半導體業|-23 -21 -0|100 100 9 17|3.3 32
2453 凌群|資訊服務|3 3 2|88 88 41 177|0.5 415
2454 聯發科|半導體業|-46 -33 -21|88 94 -3 3|1.9 3481
2455 全新|通信網路|-39 -46 -4|100 100 29 34|1.6 198
2457 飛宏|電子零組|-4 5 -4|100 100 75 111|1.0 2467
2458 義隆|半導體業|-16 -32 5|80 96 3 19|1.7 181
2460 建通|電子零組|-36 -26 12|87 87 17 22|0.6 7
2461 光群雷|其他電子|-24 -17 -13|99 99 16 27|0.9 13
2462 良得電|電子零組|-29 -10 -1|92 92 -8 12|0.4 17
2464 盟立|其他電子|-17 -9 -12|92 92 -4 -0|0.7 5
2465 麗臺|電腦及週|-13 -23 17|86 86 -8 1|2.1 9
2467 志聖|電子零組|-55 -30 -21|100 100 9 15|3.7 20
2468 華經|資訊服務|22 8 -4|82 82 -5 -9|0.7 41
2471 資通|資訊服務|8 7 0|92 92 53 129|0.6 418
2472 立隆電|電子零組|-24 -13 -6|87 87 -3 12|0.4 22
2474 可成|其他電子|95 2 20|98 98 -1 3|1.2 265
2476 鉅祥|電子零組|-3 -5 -5|86 88 3 9|0.2 35
2478 大毅|電子零組|-19 -18 7|92 94 -2 9|0.5 6
2480 敦陽科|資訊服務|14 13 9|99 99 25 48|1.4 156
2481 強茂|半導體業|2 -10 4|88 98 6 16|0.5 133
2482 連宇|其他電子|25 296 148|89 89 41 166|0.4 315
2483 百容|電子零組|-28 -23 -11|94 99 14 23|1.4 5
2484 希華|電子零組|-40 -33 -20|87 91 -7 1|0.6 28
2485 兆赫|通信網路|10 17 7|91 91 3 8|0.5 11
2486 一詮|光電業|-19 -13 6|88 100 43 76|1.2 54
2489 瑞軒|光電業|7 -8 17|100 100 31 40|2.9 74
2491 吉祥全|光電業|169 67 63|90 90 32 28|3.5 11
2492 華新科|電子零組|-22 -17 3|90 93 5 19|0.8 264
2493 揚博|電子零組|7 1 -13|100 100 36 67|2.2 26
2495 普安|電腦及週|9 41 5|94 94 25 37|1.1 122
2497 怡利電|汽車工業|38 3 -29|79 83 -5 -2|0.3 45
2498 宏達電|通信網路|44 14 24|91 91 -2 17|0.9 378
2501 國建|建材營造|31 124 -10|92 92 -5 5|1.1 11
2504 國產|建材營造|-8 19 17|99 99 6 14|0.9 87
2505 國揚|建材營造|-99 -91 -70|89 93 -4 -3|1.2 6
2511 太子|建材營造|-36 -41 -19|96 96 5 11|1.3 9
2515 中工|建材營造|44 34 36|99 99 29 38|2.4 110
2520 冠德|建材營造|-27 6 -4|91 96 1 6|0.7 13
2528 皇普|建材營造|-100 126 91|98 98 45 47|1.8 11
2530 華建|建材營造|-99 -22 -17530|99 99 34 24|1.7 29
2534 宏盛|建材營造|-45 -30 -88|87 87 -3 -12|0.4 15
2535 達欣工|建材營造|-16 -18 -23|100 100 10 18|0.7 17
2536 宏普|建材營造|219 76 39|98 98 13 13|1.0 7
2538 基泰|建材營造|-43 14 -35|89 96 -1 4|0.9 8
2539 櫻花建|建材營造|-91 na na|100 100 11 19|1.0 14
2540 愛山林|建材營造|50 59 58|83 95 4 7|1.6 31
2542 興富發|建材營造|-19 86 87|95 95 2 -5|0.9 133
2545 皇翔|建材營造|-77 -75 -54|90 98 2 9|0.5 10
2546 根基|建材營造|29 46 -7|96 96 22 41|0.6 11
2548 華固|建材營造|-54 52 -142|99 99 7 11|1.4 123
2597 潤弘|建材營造|-7 1 -11|90 90 -6 11|0.9 7
2603 長榮|航運業|-60 -63 -51|55 88 -6 -5|0.9 2657
2605 新興|航運業|45 28 24|76 76 -24 5|0.6 50
2606 裕民|航運業|1 0 5|78 78 -21 8|1.0 185
2607 榮運|航運業|-12 -15 -89|76 95 -3 -1|0.5 32
2609 陽明|航運業|-70 -67 -43|59 89 -8 -5|0.6 893
2610 華航|航運業|24 22 12|88 100 14 33|3.3 1244
2611 志信|航運業|-28 -25 -3|69 89 -10 5|2.0 6
2612 中航|航運業|-18 -12 -23|77 87 -10 10|0.9 11
2614 東森|其他|-6 -2 -4|63 75 -19 -8|0.7 25
2615 萬海|航運業|-67 -67 -40|44 65 -30 -24|0.8 421
2616 山隆|油電燃氣|-20 -12 -3|94 98 3 1|0.6 11
2617 台航|航運業|12 13 -4|82 84 -10 13|0.6 19
2618 長榮航|航運業|38 46 12|100 100 27 38|3.3 3771
2630 亞航|航運業|61 48 29|100 100 170 183|2.9 364
2633 台灣高鐵|航運業|56 38 -51|98 98 11 15|1.2 171
2634 漢翔|航運業|45 70 26|94 94 44 76|0.4 1485
2636 台驊控股|航運業|-59 -63 -13|65 94 6 7|0.9 38
2637 慧洋-KY|航運業|-35 -39 -41|56 79 -21 -7|1.7 165
2640 大車隊|數位雲端|20 16 -7|97 97 27 59|0.4 32
2641 正德|航運業|-11 -23 -17|70 86 -10 5|0.3 17
2701 萬企|觀光餐旅|31 26 11|95 95 4 14|2.9 13
2702 華園|觀光餐旅|22 25 -30|87 91 -8 16|1.5 8
2704 國賓|觀光餐旅|-7 -20 -40|100 100 29 53|2.3 31
2705 六福|觀光餐旅|91 66 -50|93 93 6 20|2.4 29
2706 第一店|觀光餐旅|48 45 11|100 100 17 26|3.6 25
2707 晶華|觀光餐旅|35 23 -8|90 90 -7 46|0.6 277
2719 燦星旅|觀光餐旅|1127 1506 531|94 94 35 233|1.8 20
2722 夏都|觀光餐旅|12 1 -268|98 98 43 119|2.7 112
2723 美食-KY|觀光餐旅|34 16 12|88 88 -6 31|0.8 220
2727 王品|觀光餐旅|55 29 8|98 98 20 124|0.9 777
2729 瓦城|觀光餐旅|63 21 -6|100 100 5 41|1.0 87
2731 雄獅|觀光餐旅|901 604 242|94 94 42 94|0.9 1429
2732 六角|觀光餐旅|-3 1 -4|97 97 10 61|0.6 159
2734 易飛網|觀光餐旅|358 658 243|100 100 51 106|1.9 96
2736 富野|觀光餐旅|42 7 -107|98 98 48 97|3.3 180
2739 寒舍|觀光餐旅|73 56 -46|91 91 19 177|1.4 60
2743 山富|觀光餐旅|1650 1243 163|100 100 116 159|0.3 110
2745 五福|觀光餐旅|2546 2647 1557|98 98 73 125|0.9 48
2748 雲品|觀光餐旅|18 8 -77|88 88 -2 84|1.3 264
2753 八方雲集|觀光餐旅|5 11 -3|72 72 -24 -9|1.0 92
2754 亞洲藏壽司|觀光餐旅|41 24 -192|83 83 -14 33|0.9 93
2755 揚秦|觀光餐旅|14 17 -5|94 94 29 83|0.2 5
2801 彰銀|金融保險|5 23 1|98 98 3 5|1.9 238
2809 京城銀|金融保險|457 231 189|97 98 3 2|1.5 37
2812 台中銀|金融保險|18 18 2|99 99 7 12|0.7 75
2820 華票|金融保險|86 57 73|92 98 1 3|0.7 9
2832 台產|金融保險|20 16 26|100 100 7 10|0.7 6
2834 臺企銀|金融保險|21 24 -0|95 95 -3 11|0.7 194
2838 聯邦銀|金融保險|27 32 20|99 99 3 1|0.8 11
2845 遠東銀|金融保險|9 22 3|95 95 -1 3|0.9 42
2850 新產|金融保險|16 5 1|90 99 2 7|0.5 7
2851 中再保|金融保險|-22 -5 -5|76 99 10 4|1.2 52
2855 統一證|金融保險|-7 32 -207|96 98 1 6|1.1 13
2880 華南金|金融保險|-4 11 3|94 94 -2 -1|2.3 221
2881 富邦金|金融保險|-48 -68 4|98 98 2 5|1.3 763
2882 國泰金|金融保險|-48 -52 -0|87 97 3 5|1.9 911
2883 凱基金|金融保險|-76 -77 -11|85 95 -2 -1|1.7 515
2884 玉山金|金融保險|37 19 16|92 98 6 8|0.9 405
2885 元大金|金融保險|-5 -5 11|99 99 5 6|1.6 308
2886 兆豐金|金融保險|46 27 18|99 99 9 13|2.1 732
2887 台新新光金|金融保險|12 17 12|98 98 13 24|1.3 335
2889 國票金|金融保險|-21 10 34|86 91 -1 6|0.4 40
2890 永豐金|金融保險|9 8 6|94 95 1 -0|1.7 308
2891 中信金|金融保險|-27 -45 1|95 99 8 8|1.1 584
2892 第一金|金融保險|-0 8 -5|98 98 5 8|1.8 370
2897 王道銀行|金融保險|20 18 -21|99 99 6 21|0.6 40
2903 遠百|貿易百貨|12 2 -6|99 99 6 24|0.9 46
2906 高林|貿易百貨|-5 -4 -11|81 83 -9 -4|0.7 8
2908 特力|貿易百貨|-7 -9 3|97 100 3 6|1.1 6
2912 統一超|貿易百貨|7 10 -3|97 97 5 6|2.2 335
2913 農林|貿易百貨|3 5 -3|96 96 6 6|1.5 119
2915 潤泰全|貿易百貨|-20 14 9|73 80 -14 -15|0.6 105
2916 滿心|居家生活|52 18 -55|100 100 37 95|0.9 21
2929 淘帝-KY|貿易百貨|-23 -22 -8|62 62 -23 7|0.3 5
3003 健和興|電子零組|-11 -6 -2|96 98 14 13|1.2 105
3004 豐達科|鋼鐵工業|90 79 11|83 83 14 49|0.7 141
3005 神基|電腦及週|108 45 21|100 100 40 82|0.8 453
3006 晶豪科|半導體業|-45 -44 1|76 91 7 13|1.7 671
3008 大立光|光電業|-8 -7 -10|93 93 3 -1|0.8 1072
3010 華立|電子通路|-14 -18 -10|89 96 -3 -0|1.2 30
3011 今皓|電子零組|-25 -30 -7|91 91 41 76|0.6 62
3013 晟銘電|電腦及週|-1 36 11|100 100 31 92|3.0 119
3014 聯陽|半導體業|10 -7 23|100 100 26 58|1.3 267
3015 全漢|電子零組|-9 6 15|95 95 17 30|0.6 14
3016 嘉晶|半導體業|-31 -29 -27|60 77 -12 -20|0.8 21
3017 奇鋐|電腦及週|7 8 -5|100 100 75 89|1.2 2846
3019 亞光|光電業|-5 -3 7|92 92 2 4|1.3 34
3022 威強電|電腦及週|41 53 11|95 95 11 30|0.5 198
