# 2025-07-01 全池(1035 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1503 士電|電機機械|15 1 -8|59 88 16 -7|0.5 594
1504 東元|電機機械|6 5 9|90 90 0 -9|2.1 227
1513 中興電|電機機械|12 9 -6|69 98 21 6|0.6 1213
1514 亞力|電機機械|60 17 18|69 92 3 8|0.4 557
1515 力山|電機機械|-21 -27 14|59 77 -12 -9|0.3 5
1519 華城|電機機械|30 34 -8|57 87 31 6|0.7 2376
1522 堤維西|汽車工業|-14 -8 -6|65 70 -14 -26|0.9 32
1524 耿鼎|汽車工業|-31 -6 -10|67 67 -27 -23|0.2 32
1528 恩德|電機機械|-8 -24 -13|57 69 -19 -18|0.5 8
1529 樂事綠能|電機機械|46 48 -18|70 92 11 14|0.2 27
1532 勤美|電機機械|-61 -54 -20|56 81 -9 -15|0.9 19
1536 和大|汽車工業|-18 -15 -5|66 66 -10 -13|0.4 160
1537 廣隆|電機機械|-26 -11 -24|86 89 -7 -10|0.4 10
1540 喬福|電機機械|-12 4 -13|58 71 -11 -24|0.3 9
1560 中砂|電機機械|15 18 3|86 99 43 12|2.0 1069
1563 巧新|汽車工業|-17 -7 1|68 75 -19 -4|0.5 11
1565 精華|生技醫療|-4 2 -5|65 78 -22 -22|0.6 27
1569 濱川|電腦及週|28 22 13|63 63 -29 -3|0.6 182
1582 信錦|電子零組|-26 -14 -14|64 71 -22 -18|0.5 72
1584 精剛|其他|-16 -2 -6|60 81 -19 -9|0.4 26
1590 亞德客-KY|電機機械|-1 10 4|83 89 -3 4|0.6 459
1591 駿吉-KY|電機機械|-55 -70 -184|70 83 9 -6|0.8 17
1597 直得|電機機械|7 3 -7|67 67 -1 -25|0.4 58
1598 岱宇|運動休閒|-29 -3 -3|67 67 -18 -18|0.3 8
1603 華電|電器電纜|-10 52 25|82 94 12 6|0.8 22
1605 華新|電器電纜|0 6 -0|61 74 -10 -13|1.7 275
1608 華榮|電器電纜|-4 5 -7|60 88 1 -1|0.8 39
1609 大亞|電器電纜|-1 4 -7|67 85 -3 -12|0.5 86
1612 宏泰|電器電纜|61 21 7|96 97 13 11|0.9 158
1616 億泰|電器電纜|41 23 7|88 88 61 92|1.3 652
1618 合機|電器電纜|-45 60 27|77 91 12 7|0.3 130
1702 南僑|食品工業|-1 2 -2|71 84 -10 -13|0.8 31
1707 葡萄王|生技醫療|-13 -8 -9|84 86 -8 -12|0.6 18
1708 東鹼|化學工業|-19 -10 -18|74 75 -12 -15|0.4 23
1710 東聯|化學工業|-18 11 -6|62 68 -23 -19|0.8 12
1711 永光|化學工業|-17 -7 -9|58 75 -16 -25|0.4 20
1712 興農|化學工業|-6 -0 1|92 92 -1 2|0.5 14
1713 國化|化學工業|-26 -13 -12|90 94 4 18|1.0 12
1717 長興|化學工業|-14 -7 -8|73 85 -11 -10|0.8 33
1720 生達|生技醫療|3 5 -0|76 91 -5 -7|0.6 7
1721 三晃|化學工業|-44 -25 -26|43 70 -16 -31|0.4 6
1722 台肥|化學工業|-2 6 10|86 92 3 4|0.9 86
1723 中碳|化學工業|-46 -32 -25|83 92 -5 -1|0.8 16
1732 毛寶|化學工業|18 11 3|78 78 0 -12|0.1 10
1736 喬山|運動休閒|21 20 -9|80 80 -20 -4|2.5 181
1760 寶齡富錦|生技醫療|-2 4 1|71 82 -2 -13|0.3 15
1773 勝一|化學工業|3 4 -6|68 77 -11 -22|0.7 42
1784 訊聯|生技醫療|-4 0 -3|47 78 -17 -13|0.5 6
1785 光洋科|其他電子|29 39 4|73 84 -16 -13|0.5 265
1786 科妍|生技醫療|-1 2 -8|69 73 -18 -2|0.3 16
1789 神隆|生技醫療|4 -1 7|59 74 -18 -23|1.0 14
1795 美時|生技醫療|-27 12 -4|71 78 -4 -19|0.4 184
1799 易威|生技醫療|-6 19 -152|22 62 -24 -24|0.7 6
1802 台玻|玻璃陶瓷|-11 -4 2|75 88 -5 -6|0.6 231
1806 冠軍|玻璃陶瓷|6 4 -2|83 97 10 15|1.1 9
1808 潤隆|建材營造|-100 -99 -12|25 87 -4 -13|1.9 39
1809 中釉|玻璃陶瓷|-14 12 9|58 76 -9 -22|0.3 5
1810 和成|玻璃陶瓷|-1 -0 1|77 77 -20 -12|0.5 13
1815 富喬|電子零組|25 50 -13|90 90 16 34|0.5 2104
1903 士紙|造紙工業|12 -5 1|78 78 9 8|0.5 59
1904 正隆|造紙工業|-11 -3 -9|63 88 -4 -6|1.1 13
1905 華紙|造紙工業|-18 -12 -7|54 70 -23 -28|0.7 11
1907 永豐餘|造紙工業|-11 -4 -8|71 77 -19 -21|1.3 29
2002 中鋼|鋼鐵工業|-8 -9 -3|77 77 -17 -5|0.8 336
2006 東和鋼鐵|鋼鐵工業|0 1 4|82 85 -12 -4|1.2 93
2009 第一銅|鋼鐵工業|-7 0 -10|66 73 -16 -9|1.9 30
2010 春源|鋼鐵工業|3 2 -9|92 92 -4 12|0.4 13
2014 中鴻|鋼鐵工業|-30 -24 4|57 57 -31 -21|0.4 40
2015 豐興|鋼鐵工業|-12 -10 -6|82 93 1 1|2.2 51
2020 美亞|鋼鐵工業|-36 -16 8|71 82 -7 -7|0.3 10
2023 燁輝|鋼鐵工業|-9 -2 3|89 89 -1 5|0.5 20
2027 大成鋼|鋼鐵工業|1 9 10|65 65 -31 13|0.4 371
2029 盛餘|鋼鐵工業|7 14 2|85 86 -9 0|0.7 5
2031 新光鋼|鋼鐵工業|1 34 23|60 77 -12 -10|0.9 29
2034 允強|鋼鐵工業|-8 -0 -9|80 80 -10 10|0.4 16
2049 上銀|電機機械|-6 -1 -4|57 57 -15 -35|0.7 577
2059 川湖|電子零組|60 74 -11|91 91 23 37|0.8 1275
2062 橋椿|居家生活|-25 -19 -3|58 73 -18 -29|0.3 6
2070 精湛|電機機械|-6 -6 -15|36 53 -27 -45|0.9 6
2101 南港|橡膠工業|-6 2 -78|66 78 -4 -18|0.8 61
2102 泰豐|橡膠工業|-4 17 -35|84 92 16 8|1.0 14
2103 台橡|橡膠工業|4 15 -6|71 82 -10 -12|0.9 10
2104 國際中橡|橡膠工業|-11 -6 -6|61 82 -9 -18|0.6 8
2105 正新|橡膠工業|-5 -4 -3|75 77 -20 -19|0.9 388
2106 建大|橡膠工業|-4 -0 0|66 80 -14 -15|0.8 12
2107 厚生|橡膠工業|-29 -7 -28|93 98 -1 1|0.4 8
2108 南帝|橡膠工業|-1 -2 -28|54 71 -20 -29|0.4 11
2201 裕隆|汽車工業|-24 -21 -13|50 66 -20 -33|0.7 68
2204 中華|汽車工業|-32 -29 -5|47 75 -17 -21|0.9 54
2206 三陽工業|汽車工業|-14 -3 1|78 86 -13 -12|0.7 64
2207 和泰車|汽車工業|-3 -1 -2|82 90 -4 -5|1.1 227
2208 台船|航運業|526 183 161|94 95 1 16|1.2 66
2211 長榮鋼|鋼鐵工業|-8 16 -23|58 86 -7 -20|1.2 100
2228 劍麟|汽車工業|-4 1 2|78 96 8 -4|0.6 18
2230 泰茂|居家生活|-9 -14 -148|74 100 18 13|1.5 38
2231 為升|汽車工業|-15 -12 -18|54 61 -13 -37|0.6 21
2233 宇隆|汽車工業|-9 -8 -12|64 64 -0 -31|2.9 116
2236 百達-KY|汽車工業|443 539 357|72 72 1 -19|0.9 10
2247 汎德永業|汽車工業|-14 2 -14|88 88 -6 -3|1.1 32
2250 IKKA-KY|汽車工業|-9 -3 1|60 60 -16 -32|0.5 20
2258 鴻華先進-創|汽車工業|-74 -56 -606|86 86 1 6|0.7 12
2301 光寶科|電腦及週|22 24 15|100 100 18 12|1.1 757
2303 聯電|半導體業|-0 4 -1|81 94 3 7|1.1 2497
2305 全友|電腦及週|1 12 -2|41 69 -15 -33|0.5 6
2308 台達電|電子零組|17 25 10|100 100 18 2|1.0 3013
2312 金寶|其他電子|1 3 -10|60 74 -9 -25|0.5 116
2313 華通|電子零組|5 10 4|67 85 0 -14|0.6 364
2316 楠梓電|電子零組|-6 10 8|88 99 29 9|4.4 70
2317 鴻海|其他電子|12 20 -1|73 87 8 -12|1.1 5933
2324 仁寶|電腦及週|-25 -16 -10|76 76 -11 -21|1.4 789
2327 國巨*|電子零組|-5 5 -6|63 85 -2 -6|0.9 1393
2328 廣宇|電子零組|-7 8 8|76 76 -11 -1|1.8 556
2329 華泰|半導體業|36 22 26|63 95 12 11|1.0 415
2330 台積電|半導體業|40 45 4|96 96 16 1|1.0 35823
2331 精英|電腦及週|7 9 7|53 81 3 -16|0.3 19
2332 友訊|通信網路|-9 -12 -6|64 67 -7 -35|1.6 82
2337 旺宏|半導體業|5 7 2|71 91 -2 3|0.6 295
2338 光罩|半導體業|-21 -18 -11|35 56 -29 -44|5.3 29
2340 台亞|半導體業|12 10 3|47 63 -14 -33|3.4 23
2342 茂矽|半導體業|11 26 -20|61 68 -20 -31|0.6 5
2344 華邦電|半導體業|-0 -1 -2|74 94 6 28|1.9 1586
2345 智邦|通信網路|108 130 49|95 95 30 1|0.9 3146
2347 聯強|電子通路|-11 -4 -4|80 90 -7 -6|1.6 544
2348 海悅|其他|-28 31 -5|29 47 -30 -58|0.9 149
2349 錸德|光電業|17 13 21|51 72 -13 -28|0.6 14
2351 順德|半導體業|-9 3 -1|43 72 -15 -25|0.7 83
2352 佳世達|電腦及週|7 7 3|68 70 -11 -25|0.7 67
2353 宏碁|電腦及週|-9 0 -4|64 77 -15 -18|2.2 507
2354 鴻準|其他電子|250 274 116|67 82 2 -16|0.7 523
2355 敬鵬|電子零組|-12 -1 4|64 82 -4 -19|0.6 26
2356 英業達|電腦及週|17 20 -9|73 81 -0 -15|0.8 466
2357 華碩|電腦及週|41 35 9|92 92 13 11|2.6 3447
2359 所羅門|其他電子|20 29 16|76 81 -6 -19|0.5 261
2360 致茂|其他電子|-9 23 -3|98 99 54 12|2.6 924
2362 藍天|電腦及週|7 -15 -17|72 87 1 -9|0.4 30
2363 矽統|半導體業|1064 1168 358|52 67 -10 -33|1.2 134
2364 倫飛|電腦及週|64 43 6|68 93 8 12|0.5 11
2365 昆盈|電腦及週|-28 -10 -22|55 75 -2 -26|0.5 73
2367 燿華|電子零組|-22 -13 -25|58 75 -9 -23|0.7 70
2368 金像電|電子零組|39 49 18|100 100 54 28|1.1 2948
2369 菱生|半導體業|2 -2 6|62 82 -3 -17|0.5 14
2371 大同|電機機械|4 7 9|65 81 -12 -14|1.4 853
2374 佳能|光電業|38 29 3|76 81 3 -18|0.5 241
2375 凱美|電子零組|-1 7 -2|68 80 -9 -20|0.4 13
2376 技嘉|電腦及週|108 35 -27|93 99 16 2|0.7 1207
2377 微星|電腦及週|33 28 17|72 72 -14 -22|0.7 590
2379 瑞昱|半導體業|-1 14 -5|99 99 6 1|0.7 1049
2382 廣達|電腦及週|58 69 12|86 100 26 1|1.2 4832
2383 台光電|電子零組|42 49 -3|100 100 71 49|1.1 5748
2385 群光|電子零組|-5 -1 -4|77 82 -14 -7|1.1 993
2387 精元|電腦及週|-20 -23 -23|66 66 -21 -20|1.4 44
2388 威盛|半導體業|-18 -28 -45|44 61 -22 -41|0.7 136
2392 正崴|電子零組|-28 -11 -17|58 72 -9 -29|0.5 148
2393 億光|光電業|-14 -7 -16|79 79 -18 -14|2.1 200
2395 研華|電腦及週|18 24 13|81 81 -13 -2|0.7 303
2397 友通|電腦及週|22 34 22|69 76 -12 -17|0.7 10
2399 映泰|電腦及週|-30 -13 2|43 69 -13 -29|0.9 16
2401 凌陽|半導體業|-5 -0 -14|49 62 -26 -36|1.1 25
2402 毅嘉|電子零組|21 25 8|89 98 5 5|1.6 76
2404 漢唐|其他電子|28 6 19|97 97 37 40|0.8 1929
2405 輔信|電腦及週|-7 -2 3|57 70 -18 -25|0.6 20
2406 國碩|光電業|-44 -43 -79|42 75 -10 -24|0.5 8
2408 南亞科|半導體業|-1 -7 1|66 82 20 61|1.0 7299
2409 友達|光電業|-5 5 -6|65 80 -14 -19|1.1 311
2412 中華電|通信網路|2 5 2|99 99 4 9|0.8 1250
2417 圓剛|電腦及週|-0 -2 0|63 66 -12 -23|0.3 11
2419 仲琦|通信網路|43 -6 -22|58 73 -10 -28|0.4 31
2420 新巨|電子零組|0 1 -5|66 78 -14 -20|0.9 10
2421 建準|電子零組|16 30 4|91 96 15 7|0.6 216
2423 固緯|其他電子|-3 3 5|97 97 -0 12|0.6 5
2424 隴華|通信網路|18 262 172|85 85 19 53|1.1 8
2425 承啟|電腦及週|97 97 73|72 93 7 7|0.3 35
2426 鼎元|光電業|3 11 5|62 69 -8 -30|0.8 9
2427 三商電|資訊服務|386 119 81|83 97 9 7|0.7 53
2428 興勤|電子零組|3 14 0|74 78 -10 -14|0.3 20
2429 銘旺科|光電業|166 62 4|90 90 19 123|0.9 503
2436 偉詮電|半導體業|25 24 11|79 91 5 -3|1.6 88
2439 美律|通信網路|0 3 -14|80 89 -10 4|1.0 308
2441 超豐|半導體業|7 10 -0|88 88 -1 -3|1.4 34
2442 新美齊|建材營造|96 228 118|65 87 -1 -4|0.6 9
2449 京元電子|半導體業|25 28 9|74 86 12 -11|1.1 1305
2450 神腦|通信網路|-4 -8 -7|81 90 -7 -7|0.4 5
2451 創見|半導體業|38 33 30|77 94 -1 16|2.0 419
2453 凌群|資訊服務|4 7 -0|77 77 -15 -2|0.2 34
2454 聯發科|半導體業|7 11 -3|82 82 -11 -8|0.9 9195
2455 全新|通信網路|-25 -18 -12|65 75 10 -24|1.6 754
2457 飛宏|電子零組|-17 -6 2|42 56 -23 -44|1.0 27
2458 義隆|半導體業|-9 -5 -4|78 78 -11 -19|1.1 385
2459 敦吉|其他電子|-14 3 27|81 90 -6 -9|0.8 5
2464 盟立|其他電子|-7 5 1|62 69 -11 -32|1.3 103
2465 麗臺|電腦及週|15 10 10|48 75 7 -14|0.9 14
2466 冠西電|光電業|-46 55 22|79 79 3 31|0.3 40
2467 志聖|電子零組|47 24 -9|62 75 5 -25|0.5 127
2468 華經|資訊服務|27 35 9|77 77 20 119|0.4 404
2471 資通|資訊服務|8 28 7|81 81 -6 3|0.1 23
2472 立隆電|電子零組|2 13 -7|74 74 -10 -13|0.7 63
2474 可成|其他電子|8 9 -9|91 96 -3 13|0.9 1290
2476 鉅祥|電子零組|-3 13 -5|63 75 -13 -18|0.4 63
2480 敦陽科|資訊服務|15 16 4|95 95 18 19|0.4 40
2481 強茂|半導體業|2 2 0|77 86 -5 -3|0.4 53
2486 一詮|光電業|13 23 10|53 67 -16 -26|1.0 219
2488 漢平|其他電子|-2 21 -9|76 76 -10 -21|0.5 6
2489 瑞軒|光電業|22 21 -13|54 74 -10 -26|0.4 24
2492 華新科|電子零組|6 7 0|64 83 -10 -13|0.8 60
2493 揚博|電子零組|2 4 -6|80 94 5 -2|0.3 19
2495 普安|電腦及週|-27 -21 -9|58 69 -18 -32|0.4 18
2497 怡利電|汽車工業|-14 13 -7|46 65 -22 -33|0.5 8
2498 宏達電|通信網路|15 24 29|66 66 -6 -20|0.8 158
2501 國建|建材營造|-15 -40 -45|59 77 -9 -17|0.8 16
2504 國產|建材營造|4 9 4|72 78 -2 -13|2.4 379
2515 中工|建材營造|-27 -21 -37|74 95 6 6|1.1 51
2516 新建|建材營造|-6 10 -1|64 64 -15 29|0.3 7
2520 冠德|建材營造|-66 -29 -63|79 86 -5 -1|0.7 150
2524 京城|建材營造|-42 829 473|34 62 -25 -34|0.3 12
2528 皇普|建材營造|53210 2568188 -447732|61 66 -23 -22|0.5 12
2530 華建|建材營造|2450 759 -35410|57 76 -16 -16|1.1 32
2534 宏盛|建材營造|660 689 402|83 93 -4 -3|1.1 31
2535 達欣工|建材營造|9 84 67|91 91 4 14|0.3 18
2537 聯上發|建材營造|-87 -96 -23231|41 75 -13 -8|0.5 16
2539 櫻花建|建材營造|158 349 na|83 100 9 31|1.3 29
2540 愛山林|建材營造|148 24 -8|36 80 -3 -14|0.7 49
2542 興富發|建材營造|-95 -92 -66|64 91 -4 -1|1.4 142
2543 皇昌|建材營造|-42 -16 -15|72 72 -2 13|0.3 325
2545 皇翔|建材營造|101 -9 -242|60 62 -25 -26|0.6 63
2547 日勝生|建材營造|-24 -23 -13|85 85 -10 11|0.3 20
2548 華固|建材營造|-100 -34 -593|65 91 0 -12|0.4 61
2597 潤弘|建材營造|5 13 -4|76 95 1 18|1.3 113
2603 長榮|航運業|-18 -4 -60|88 88 1 -1|0.6 6071
2605 新興|航運業|-26 -2 5|68 78 -13 -13|0.5 46
2606 裕民|航運業|-17 -7 -10|68 68 -21 -10|0.6 377
2607 榮運|航運業|-20 -14 -31|100 100 9 13|1.1 114
2608 嘉里大榮|航運業|-2 2 -2|83 91 -5 -8|0.8 6
2609 陽明|航運業|-27 -19 -64|84 84 -6 -5|0.6 3494
2610 華航|航運業|3 5 -3|81 82 -4 -18|0.8 605
2612 中航|航運業|10 12 -6|87 87 -2 10|0.3 15
2613 中櫃|航運業|5 4 1|62 79 -10 -17|0.1 17
2615 萬海|航運業|-2 12 -52|75 75 13 15|0.3 1720
2617 台航|航運業|-12 -4 -10|70 86 -9 -5|0.5 11
2618 長榮航|航運業|1 2 -3|84 84 -3 -13|0.8 1713
2630 亞航|航運業|22 2 -3|78 78 -12 7|0.2 61
2633 台灣高鐵|航運業|6 3 -1|93 99 6 3|0.5 81
2634 漢翔|航運業|-0 -13 -7|79 79 -17 -2|0.2 150
2636 台驊控股|航運業|-12 -7 -62|76 89 -2 -6|0.3 16
2637 慧洋-KY|航運業|-34 -29 -29|68 68 -16 -11|0.3 386
2641 正德|航運業|42 42 17|79 79 -11 6|0.5 44
2645 長榮航太|航運業|5 16 5|91 91 3 10|0.4 74
2646 星宇航空|航運業|32 34 -12|na 90 -1 -7|0.6 87
2704 國賓|觀光餐旅|14 7 -1|59 78 -12 -22|0.6 7
2707 晶華|觀光餐旅|24 13 13|95 95 -3 8|0.4 19
2723 美食-KY|觀光餐旅|-3 3 4|81 81 -10 -13|0.9 16
2727 王品|觀光餐旅|8 5 3|96 96 7 2|1.5 110
2731 雄獅|觀光餐旅|13 10 -7|97 97 30 35|1.1 339
2734 易飛網|觀光餐旅|-15 -30 8|61 81 5 -17|0.6 8
2743 山富|觀光餐旅|-10 -11 -12|80 91 35 25|1.2 167
2745 五福|觀光餐旅|7 12 -11|100 100 51 38|1.6 134
2753 八方雲集|觀光餐旅|8 13 3|92 92 1 25|0.3 63
2755 揚秦|觀光餐旅|27 23 3|100 100 17 45|0.9 8
2756 聯發國際|觀光餐旅|92 66 44|94 97 42 51|0.6 6
2801 彰銀|金融保險|1 8 -1|100 100 6 8|1.2 523
2809 京城銀|金融保險|-7 -18 -6|78 100 6 5|1.1 347
2812 台中銀|金融保險|-1 -3 -9|100 100 7 18|0.9 119
2820 華票|金融保險|49 87 47|100 100 6 6|2.0 11
2832 台產|金融保險|-14 -6 -9|92 92 -4 17|0.5 17
2834 臺企銀|金融保險|2 6 -1|82 99 7 4|1.0 191
2836 高雄銀|金融保險|9 18 -1|94 100 4 4|2.8 10
2838 聯邦銀|金融保險|-14 -16 -19|100 100 3 18|1.3 26
2845 遠東銀|金融保險|-10 -9 -5|77 93 -3 -1|1.6 113
2850 新產|金融保險|7 3 0|94 94 -4 4|2.3 74
2851 中再保|金融保險|-42 -32 -22|85 85 -10 -4|1.8 43
2852 第一保|金融保險|3 -8 -7|94 94 -5 17|0.6 13
2855 統一證|金融保險|-27 -51 -97|79 80 -7 -12|1.8 37
2880 華南金|金融保險|-17 -9 -14|97 97 -2 5|1.9 662
2881 富邦金|金融保險|-161 -94 -154|93 93 -0 -4|1.3 3887
2882 國泰金|金融保險|-11 -37 -43|95 96 9 -3|0.7 4367
2883 凱基金|金融保險|-10022 -3231 -2593|87 87 -9 -8|1.9 1115
2884 玉山金|金融保險|8 17 -0|100 100 13 21|1.5 952
2885 元大金|金融保險|-24 -15 -29|92 92 -0 -1|2.2 950
2886 兆豐金|金融保險|-2 -14 -11|100 100 5 7|1.4 706
2887 台新新光金|金融保險|1 10 -16|79 88 -9 -11|1.0 736
2888 新光金|金融保險|-668 -346 712|84 90 -9 -4|1.7 537
2889 國票金|金融保險|-4 -40 -40|79 89 4 -10|0.4 97
2890 永豐金|金融保險|5 0 -13|93 100 10 4|0.7 886
2891 中信金|金融保險|-12 1 -23|99 99 9 12|0.7 2498
2892 第一金|金融保險|1 -2 -8|100 100 8 6|1.1 1220
2903 遠百|貿易百貨|-3 -3 1|68 88 -8 -3|1.1 50
2905 三商|貿易百貨|191 60 1|60 76 -8 -20|0.5 5
2908 特力|貿易百貨|-14 -8 -5|99 99 3 3|0.9 11
2912 統一超|貿易百貨|7 6 -0|86 97 2 -3|0.9 329
2913 農林|貿易百貨|24 37 7|67 77 -14 -23|0.9 22
2915 潤泰全|貿易百貨|3 3 -9|65 74 -11 -26|0.7 103
3003 健和興|電子零組|-9 -3 -11|54 68 -16 -33|0.5 11
3004 豐達科|鋼鐵工業|2 12 2|84 84 36 52|0.3 343
3005 神基|電腦及週|14 17 12|89 89 2 5|1.8 353
3006 晶豪科|半導體業|-10 -15 -15|52 79 -9 -15|0.6 142
3008 大立光|光電業|-7 20 -4|75 85 -4 -10|0.8 1020
3010 華立|電子通路|-13 1 -10|68 80 0 -21|1.9 101
3013 晟銘電|電腦及週|14 23 -33|77 82 17 -8|1.2 2089
3014 聯陽|半導體業|15 17 5|76 87 -1 -6|1.9 77
3015 全漢|電子零組|23 23 19|81 82 -1 -8|0.3 40
3016 嘉晶|半導體業|-10 -7 -2|47 67 -10 -34|1.7 15
3017 奇鋐|電腦及週|87 77 36|99 99 62 18|0.7 6439
3019 亞光|光電業|19 23 -10|66 66 -6 -23|0.7 1485
3022 威強電|電腦及週|-10 13 10|66 66 -15 -3|0.3 53
3023 信邦|電子零組|-9 -7 -10|67 70 -13 -15|1.6 437
3024 憶聲|光電業|-12 41 -62|56 70 -19 -31|0.6 8
3025 星通|通信網路|-10 -19 -55|61 61 -11 -28|2.1 7
3026 禾伸堂|電子零組|-3 10 3|84 90 -6 -2|0.6 28
3027 盛達|通信網路|25 82 53|73 78 1 4|0.2 13
3028 增你強|電子通路|6 2 -4|99 99 3 15|0.8 7
3029 零壹|資訊服務|13 42 -11|65 72 -15 -20|0.2 127
3030 德律|其他電子|73 28 -17|85 96 29 20|2.3 1032
3032 偉訓|電子零組|26 33 33|87 87 24 -3|4.2 265
3033 威健|電子通路|37 44 7|88 92 -2 -1|0.7 29
3034 聯詠|半導體業|2 7 7|86 96 2 7|1.1 1841
3035 智原|半導體業|94 168 104|53 74 -18 -19|1.3 716
3036 文曄|電子通路|-2 22 -20|99 99 38 23|4.0 835
3037 欣興|電子零組|10 15 0|52 73 16 -23|1.0 2002
3040 遠見|其他|-1 -0 8|100 100 42 31|2.4 42
3041 揚智|半導體業|-33 -25 -30|70 70 -0 -18|1.2 14
3042 晶技|電子零組|13 18 2|76 87 -3 -12|1.8 169
3044 健鼎|電子零組|16 16 2|99 99 22 24|1.4 892
3045 台灣大|通信網路|-1 1 -4|96 96 -1 0|1.9 893
3046 建碁|電腦及週|9 -4 -15|75 90 1 -2|0.6 10
3047 訊舟|通信網路|-58 -10 -58|39 60 -21 -41|0.4 24
3048 益登|電子通路|1 15 4|51 84 -3 -17|1.1 37
3051 力特|光電業|1 12 1|75 77 -13 -22|0.4 6
3052 夆典|建材營造|125 43 43|99 99 13 21|1.8 16
3055 蔚華科|電子通路|25 4 36|61 78 -5 1|1.5 41
3056 富華新|建材營造|288 521 -13802|82 82 -13 2|0.3 59
3059 華晶科|光電業|44 39 37|80 80 1 -4|0.4 99
3060 銘異|電腦及週|11 13 -11|62 73 -22 -15|0.3 9
3062 建漢|通信網路|32 29 11|60 71 -3 -28|1.1 59
3073 天方能源|綠能環保|40 51 2|48 90 37 -10|1.6 68
3078 僑威|電子零組|42 46 38|87 87 -3 15|0.7 357
3081 聯亞|通信網路|170 104 53|62 62 14 -12|1.0 866
3086 華義*|文化創意|0 -7 -7|63 90 7 9|1.1 16
3088 艾訊|電腦及週|-3 8 -3|59 59 -26 -24|0.3 28
3090 日電貿|電子零組|36 37 12|98 98 7 10|2.0 101
3093 港建*|其他電子|110 239 103|84 89 11 3|0.4 8
3105 穩懋|半導體業|-24 -26 -13|48 72 -15 -24|0.7 156
3128 昇銳|光電業|6 19 -4|98 98 81 61|3.1 392
3130 一零四|數位雲端|4 6 -1|95 96 3 6|0.7 7
3131 弘塑|半導體業|74 67 34|77 93 67 15|1.3 2172
3138 耀登|通信網路|4 -3 1|66 72 -8 -23|0.7 9
3141 晶宏|半導體業|22 3 7|53 67 -18 -30|0.6 9
3147 大綜|資訊服務|-12 141 52|69 69 12 11|0.5 436
3149 正達|光電業|-2 16 -2|68 79 -0 -9|0.4 70
3152 璟德|通信網路|-14 -10 -12|58 66 -16 -35|1.4 21
3162 精確|電機機械|102 126 21|74 74 -13 22|0.3 63
