# 2024-03-01 全池(1192 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1615 大山|電器電纜|42 20 -1|100 100 29 38|0.6 16
1616 億泰|電器電纜|22 28 15|89 89 24 36|0.4 22
1618 合機|電器電纜|69 105 21|97 97 30 45|1.6 114
1701 中化|生技醫療|18 1 -3|87 92 -8 3|0.4 10
1702 南僑|食品工業|25 13 -1|100 100 10 15|1.3 25
1707 葡萄王|生技醫療|18 9 4|84 98 2 2|1.3 35
1708 東鹼|化學工業|7 -4 18|76 91 -0 -3|0.7 13
1709 和益|化學工業|9 12 16|83 97 1 -1|1.9 6
1710 東聯|化學工業|37 17 14|81 92 -3 -6|3.0 16
1711 永光|化學工業|28 8 13|97 98 7 11|7.2 17
1712 興農|化學工業|-6 -1 14|99 99 13 16|3.7 29
1713 國化|化學工業|68 44 45|88 88 3 32|1.3 25
1717 長興|化學工業|56 15 20|92 98 6 10|4.8 52
1720 生達|生技醫療|30 12 1|89 95 -3 6|1.2 36
1721 三晃|化學工業|17 -5 15|88 88 2 25|4.5 13
1722 台肥|化學工業|13 -15 -19|96 96 6 10|0.6 89
1723 中碳|化學工業|-24 -12 6|92 92 -4 1|1.1 24
1727 中華化|化學工業|-1 -17 6|74 92 9 6|6.9 11
1731 美吾華|生技醫療|53 27 14|100 100 10 18|1.6 10
1732 毛寶|化學工業|26 9 9|82 82 8 25|0.2 17
1733 五鼎|生技醫療|36 -2 19|77 77 14 22|0.5 30
1734 杏輝|生技醫療|33 11 3|89 97 -3 1|0.9 11
1736 喬山|運動休閒|10 11 -6|83 84 -6 -13|0.7 14
1737 臺鹽|食品工業|5 -4 -0|92 100 2 -1|1.1 7
1752 南光|生技醫療|36 -1 -18|63 81 -16 -9|0.3 10
1760 寶齡富錦|生技醫療|66 27 37|55 83 -17 -1|0.5 31
1762 中化生|生技醫療|-73 -35 -29|50 80 -18 -20|0.9 14
1773 勝一|化學工業|27 11 19|98 98 14 21|4.3 103
1783 和康生|生技醫療|18 0 -4|70 82 -4 -13|0.8 6
1784 訊聯|生技醫療|49 20 -0|85 91 5 -3|1.3 11
1785 光洋科|其他電子|79 39 36|99 99 10 21|1.9 169
1786 科妍|生技醫療|108 58 22|96 100 13 2|2.1 35
1789 神隆|生技醫療|17 11 10|75 91 -5 -7|1.0 11
1795 美時|生技醫療|-1 4 -19|85 96 13 13|1.4 1119
1799 易威|生技醫療|-18 64 -9|99 99 34 155|1.4 13
1802 台玻|玻璃陶瓷|48 18 8|76 83 -4 -11|0.7 35
1805 寶徠|建材營造|-17 -19 -150|100 100 55 45|1.7 7
1806 冠軍|玻璃陶瓷|124 57 36|95 95 29 31|1.5 23
1808 潤隆|建材營造|-71 3034 -7280|91 91 6 26|0.7 76
1809 中釉|玻璃陶瓷|76 31 28|99 99 110 124|2.1 130
1810 和成|玻璃陶瓷|45 18 15|63 81 -4 -16|0.8 10
1815 富喬|電子零組|-16 -26 3|92 92 10 37|2.7 204
1903 士紙|造紙工業|5 4 -3|70 85 -6 -11|0.6 8
1904 正隆|造紙工業|27 12 11|83 96 -2 4|0.7 17
1905 華紙|造紙工業|31 9 15|71 90 5 -2|0.5 35
1907 永豐餘|造紙工業|42 15 16|77 86 -4 -5|0.3 33
1909 榮成|造紙工業|41 9 14|75 92 -5 -6|0.9 14
2002 中鋼|鋼鐵工業|22 3 16|79 90 -7 -8|0.8 331
2006 東和鋼鐵|鋼鐵工業|55 31 20|100 100 12 31|1.3 106
2007 燁興|鋼鐵工業|6 -6 15|77 77 -3 11|0.3 9
2009 第一銅|鋼鐵工業|54 35 33|82 93 5 6|0.5 24
2010 春源|鋼鐵工業|48 18 23|91 91 4 1|0.5 8
2014 中鴻|鋼鐵工業|18 16 19|79 82 -1 1|0.3 77
2015 豐興|鋼鐵工業|59 14 15|96 99 5 2|1.1 10
2017 官田鋼|鋼鐵工業|2 19 27|80 91 -2 4|0.6 14
2020 美亞|鋼鐵工業|48 13 -1|100 100 19 39|1.1 30
2022 聚亨|鋼鐵工業|44 5 9|71 83 -3 -11|0.4 6
2023 燁輝|鋼鐵工業|32 20 26|82 82 -9 2|0.5 23
2025 千興|鋼鐵工業|299 195 -40|97 97 36 80|2.4 32
2027 大成鋼|鋼鐵工業|-22 -14 -1|89 91 -5 -1|0.6 104
2029 盛餘|鋼鐵工業|45 50 36|89 89 -0 17|0.6 10
2030 彰源|鋼鐵工業|36 7 20|85 92 2 3|0.8 6
2031 新光鋼|鋼鐵工業|67 29 25|100 100 38 44|1.8 171
2034 允強|鋼鐵工業|-3 -3 3|86 91 -5 -7|1.3 12
2038 海光|鋼鐵工業|56 21 27|84 84 11 12|0.3 10
2049 上銀|電機機械|24 13 23|92 92 5 19|1.9 347
2059 川湖|電子零組|64 21 38|100 100 61 51|1.4 2423
2062 橋椿|居家生活|157 65 51|97 97 22 37|2.5 24
2065 世豐|鋼鐵工業|5 -3 5|99 99 10 15|3.6 10
2066 世德|電機機械|1 -0 2|92 99 3 16|1.3 17
2101 南港|橡膠工業|35 28 15|87 87 2 2|1.1 69
2103 台橡|橡膠工業|22 12 15|80 92 -6 -3|1.2 20
2104 國際中橡|橡膠工業|6 -11 10|79 89 -9 -10|1.3 23
2105 正新|橡膠工業|43 15 11|97 97 -0 17|0.5 143
2106 建大|橡膠工業|17 11 17|94 94 -4 1|0.8 11
2108 南帝|橡膠工業|18 4 18|79 90 -7 -2|1.1 7
2201 裕隆|汽車工業|15 11 1|80 82 -8 -16|0.9 255
2204 中華|汽車工業|66 49 13|98 98 21 39|0.7 356
2206 三陽工業|汽車工業|43 26 -6|82 100 7 6|2.3 166
2207 和泰車|汽車工業|48 21 0|78 93 -3 -5|1.2 139
2208 台船|航運業|-35 -26 -34|68 77 -12 -17|1.1 65
2211 長榮鋼|鋼鐵工業|72 23 12|89 89 32 54|0.6 128
2227 裕日車|汽車工業|35 7 -22|85 88 -11 -9|1.7 8
2228 劍麟|汽車工業|25 18 3|88 88 -2 4|1.4 12
2230 泰茂|居家生活|326 156 96|99 99 14 38|1.1 137
2231 為升|汽車工業|16 -3 -19|71 88 -6 -7|1.3 24
2233 宇隆|汽車工業|44 26 20|93 93 -3 38|1.3 45
2236 百達-KY|汽車工業|12 10 -19|84 84 -7 9|1.3 37
2241 艾姆勒|汽車工業|19 43 8|71 71 -6 -19|1.2 19
2243 宏旭-KY|汽車工業|-72 41 15|68 80 -4 14|0.2 6
2247 汎德永業|汽車工業|44 10 -14|87 95 -2 -1|1.2 14
2250 IKKA-KY|汽車工業|36 21 15|100 100 18 43|1.5 11
2254 巨鎧精密-創|汽車工業|75 4 na|na na -6 na|1.4 9
2258 鴻華先進-創|汽車工業|516 645 na|na na -6 na|1.2 35
2301 光寶科|電腦及週|-7 -11 2|72 82 5 -19|1.6 1570
2302 麗正|半導體業|0 -20 -8|88 96 10 8|2.4 8
2303 聯電|半導體業|-3 -13 7|90 90 -2 4|0.8 2790
2305 全友|電腦及週|193 86 57|100 100 24 42|4.1 14
2308 台達電|電子零組|10 -1 -6|79 84 -7 -15|1.0 1756
2312 金寶|其他電子|-13 -18 -6|86 90 -2 -6|0.6 66
2313 華通|電子零組|18 5 14|93 93 7 65|1.6 1692
2314 台揚|通信網路|-69 -69 -39|64 79 -11 -15|0.5 30
2316 楠梓電|電子零組|20 -3 21|76 90 0 6|0.6 41
2317 鴻海|其他電子|-21 -10 1|91 95 0 -4|1.1 2106
2323 中環|光電業|15 6 7|72 86 1 -14|0.5 39
2324 仁寶|電腦及週|2 1 7|91 91 21 12|0.7 863
2327 國巨*|電子零組|18 4 12|89 89 -1 17|1.8 822
2328 廣宇|電子零組|-17 -14 -13|75 85 -6 -12|1.1 32
2329 華泰|半導體業|46 35 21|86 86 48 59|1.4 3221
2330 台積電|半導體業|8 -3 2|99 99 22 25|1.1 25347
2331 精英|電腦及週|-27 -18 16|79 79 10 -19|1.2 130
2332 友訊|通信網路|-20 -17 -8|74 76 1 -24|1.0 65
2337 旺宏|半導體業|-13 -26 8|81 81 -0 -19|0.6 203
2338 光罩|半導體業|46 15 16|74 90 2 -1|1.2 57
2340 台亞|半導體業|24 22 24|73 80 -15 -16|1.3 53
2342 茂矽|半導體業|-8 -28 2|67 83 -12 -14|1.0 10
2344 華邦電|半導體業|31 10 22|90 90 3 10|0.5 612
2345 智邦|通信網路|-6 -5 -15|89 89 -4 6|1.5 1634
2347 聯強|電子通路|47 20 21|99 99 12 27|1.1 213
2348 海悅|其他|641 330 237|100 100 18 49|1.1 24
2351 順德|半導體業|11 -3 2|77 84 -11 1|0.6 47
2352 佳世達|電腦及週|3 -5 8|81 98 8 5|0.5 351
2353 宏碁|電腦及週|12 7 14|85 85 31 26|0.5 1730
2354 鴻準|其他電子|-63 -67 -51|81 81 -7 -11|1.0 81
2355 敬鵬|電子零組|15 5 7|93 93 6 30|1.1 468
2356 英業達|電腦及週|18 9 11|78 96 37 3|0.5 2529
2357 華碩|電腦及週|34 6 9|93 93 21 13|0.9 1545
2359 所羅門|其他電子|-23 -14 1|91 94 9 -6|1.1 55
2360 致茂|其他電子|5 1 12|79 83 10 -18|2.0 731
2362 藍天|電腦及週|17 24 -4|84 84 20 27|0.3 110
2363 矽統|半導體業|70 8 -29|75 75 -5 27|1.5 517
2364 倫飛|電腦及週|25 19 2|65 65 -21 21|0.5 30
2365 昆盈|電腦及週|58 43 46|100 100 113 125|0.3 254
2367 燿華|電子零組|29 10 18|96 96 8 25|1.7 163
2368 金像電|電子零組|69 24 25|95 95 24 25|1.0 2440
2369 菱生|半導體業|22 16 13|93 93 14 41|1.2 549
2371 大同|電機機械|-5 20 -31|94 100 32 4|2.6 913
2374 佳能|光電業|48 22 22|95 95 -2 12|0.6 32
2375 凱美|電子零組|54 13 22|84 85 -11 5|0.8 19
2376 技嘉|電腦及週|106 66 23|95 95 57 2|1.1 7674
2377 微星|電腦及週|25 14 5|94 94 14 19|0.6 704
2379 瑞昱|半導體業|60 25 30|99 99 26 41|2.1 1905
2382 廣達|電腦及週|-19 -13 1|87 89 21 -5|0.8 8130
2383 台光電|電子零組|104 67 48|91 91 24 19|1.2 3352
2385 群光|電子零組|9 -4 7|98 98 20 82|1.1 548
2387 精元|電腦及週|54 6 8|99 99 17 44|1.0 111
2388 威盛|半導體業|43 78 30|74 74 -18 14|0.3 929
2390 云辰|其他電子|10 8 -3|81 81 -15 10|0.6 20
2392 正崴|電子零組|4 9 13|89 89 6 1|0.8 60
2393 億光|光電業|16 5 11|100 100 11 12|1.3 57
2395 研華|電腦及週|-12 -12 -6|96 100 13 12|1.3 505
2399 映泰|電腦及週|15 6 -2|93 97 13 10|1.8 62
2401 凌陽|半導體業|42 31 35|89 89 -9 2|0.6 100
2402 毅嘉|電子零組|13 8 -6|72 72 -1 -20|0.8 125
2404 漢唐|其他電子|-1 7 -55|100 100 20 37|1.1 236
2405 輔信|電腦及週|5 15 15|95 95 16 41|2.0 224
2406 國碩|光電業|56 28 57|86 100 7 13|1.5 17
2408 南亞科|半導體業|36 24 52|83 83 -5 -1|1.0 925
2409 友達|光電業|16 18 7|83 89 5 -4|0.6 529
2412 中華電|通信網路|1 4 1|98 99 1 3|1.5 736
2413 環科|電子零組|19 -12 -17|72 95 9 6|0.5 11
2417 圓剛|電腦及週|29 0 12|98 98 0 89|2.3 67
2419 仲琦|通信網路|-34 -30 -5|59 78 2 -22|0.4 39
2420 新巨|電子零組|7 -11 6|100 100 11 17|3.4 17
2421 建準|電子零組|46 8 8|87 95 40 -1|1.1 2549
2423 固緯|其他電子|-8 7 1|93 93 17 23|0.7 21
2425 承啟|電腦及週|35 24 8|81 91 8 -0|1.0 67
2426 鼎元|光電業|29 26 26|89 95 2 8|1.2 17
2427 三商電|資訊服務|22 19 8|76 80 -13 7|0.4 17
2428 興勤|電子零組|7 1 3|100 100 19 15|1.9 83
2431 聯昌|電子零組|1 -19 16|98 98 28 35|2.7 25
2436 偉詮電|半導體業|63 30 15|84 84 -12 -9|0.6 94
2438 翔耀|光電業|500 146 134|84 93 -1 3|4.1 6
2439 美律|通信網路|31 21 14|97 97 8 35|1.4 157
2440 太空梭|電子零組|248 95 72|89 89 17 -9|2.1 11
2441 超豐|半導體業|39 25 29|94 94 2 8|1.0 29
2442 新美齊|建材營造|2139 4668 3433|98 98 14 44|1.0 50
2449 京元電子|半導體業|9 1 9|94 94 11 16|1.8 784
2450 神腦|通信網路|-7 -6 -7|95 95 -1 7|1.2 8
2451 創見|半導體業|37 16 22|99 99 3 16|1.2 31
2453 凌群|資訊服務|1 8 1|72 92 3 6|0.6 54
2454 聯發科|半導體業|99 44 49|97 97 22 60|2.0 8977
2455 全新|通信網路|148 110 76|100 100 7 20|1.6 738
2457 飛宏|電子零組|13 -13 -6|72 85 -4 -13|1.1 323
2458 義隆|半導體業|22 47 38|97 97 13 41|1.6 366
2459 敦吉|其他電子|-5 -8 -3|99 99 13 14|1.2 6
2460 建通|電子零組|97 44 37|99 99 48 54|2.3 167
2461 光群雷|其他電子|-1 -3 7|85 90 -8 -0|0.9 20
2462 良得電|電子零組|34 2 12|91 91 1 12|2.0 24
2464 盟立|其他電子|-29 -24 -5|92 94 9 -3|3.8 26
2465 麗臺|電腦及週|68 63 59|100 100 178 307|0.5 247
2467 志聖|電子零組|16 -0 28|92 92 129 177|1.8 518
2468 華經|資訊服務|29 -10 -19|69 83 -1 3|0.8 9
2471 資通|資訊服務|-25 3 2|86 95 2 8|0.9 22
2472 立隆電|電子零組|39 15 21|96 96 16 27|0.7 67
2474 可成|其他電子|10 -25 -4|98 98 3 14|0.8 249
2476 鉅祥|電子零組|25 -2 9|98 98 33 75|1.5 370
2480 敦陽科|資訊服務|2 -2 -11|100 100 4 11|2.7 27
2481 強茂|半導體業|19 12 10|81 88 -2 -3|0.3 58
2482 連宇|其他電子|-67 -56 -113|46 64 -16 -31|0.6 14
2484 希華|電子零組|-10 -11 15|95 96 6 10|3.6 54
2485 兆赫|通信網路|-7 -29 -22|72 72 -7 -19|0.7 25
2486 一詮|光電業|39 30 25|91 91 12 22|0.7 442
2488 漢平|其他電子|8 -4 15|98 98 9 24|2.5 14
2489 瑞軒|光電業|42 27 15|89 89 26 21|1.5 73
2492 華新科|電子零組|21 11 12|79 79 -8 15|0.8 276
2493 揚博|電子零組|3 3 4|97 97 19 36|1.3 40
2495 普安|電腦及週|-1 -15 -15|92 99 19 16|6.3 20
2497 怡利電|汽車工業|13 3 -6|70 81 -12 -10|0.9 20
2498 宏達電|通信網路|5 5 2|73 89 1 -7|0.7 228
2501 國建|建材營造|102 39 0|95 95 15 22|0.6 30
2504 國產|建材營造|47 16 8|100 100 27 26|2.1 124
2505 國揚|建材營造|-51 -12 49|93 93 20 17|0.7 8
2506 太設|建材營造|154 299 207|94 94 9 11|0.4 10
2511 太子|建材營造|-15 -8 12|88 92 -6 -5|1.9 15
2514 龍邦|其他|625 293 144|84 95 -3 -5|1.9 8
2515 中工|建材營造|58 29 -8|86 86 10 23|0.4 99
2516 新建|建材營造|21 23 -5|85 85 3 65|0.6 20
2520 冠德|建材營造|28 -12 -16|96 96 4 23|0.7 57
2527 宏璟|建材營造|244 178 13|98 98 20 35|1.5 13
2528 皇普|建材營造|-100 -78 -32092|96 96 28 36|0.8 24
2530 華建|建材營造|840 64811 48638|98 98 34 48|0.8 48
2534 宏盛|建材營造|-79 -85 -26|90 97 -1 5|0.7 6
2535 達欣工|建材營造|31 9 20|99 99 15 27|0.7 14
2537 聯上發|建材營造|221 73 -5895|98 98 16 40|1.2 25
2538 基泰|建材營造|-11 16 -2|91 91 -4 7|0.4 7
2539 櫻花建|建材營造|-23 na na|97 97 25 54|2.5 60
2540 愛山林|建材營造|250 178 73|95 95 -4 29|0.5 55
2542 興富發|建材營造|-82 -74 -579|94 94 -3 2|0.7 74
2543 皇昌|建材營造|63 47 4|100 100 38 331|1.8 207
2545 皇翔|建材營造|17 142 151|98 98 8 10|0.9 9
2546 根基|建材營造|26 -7 -16|100 100 19 19|2.5 11
2548 華固|建材營造|-100 1820 1274|100 100 5 11|2.9 35
2596 綠意|建材營造|427 275 -13608|90 90 36 34|1.7 6
2597 潤弘|建材營造|60 15 16|100 100 16 20|1.1 12
2603 長榮|航運業|8 -16 32|100 100 45 56|0.7 2648
2605 新興|航運業|6 -8 -13|93 93 28 35|0.7 179
2606 裕民|航運業|71 45 35|94 96 14 19|0.7 251
2607 榮運|航運業|45 30 30|92 92 12 18|0.3 69
2608 嘉里大榮|航運業|34 10 10|98 98 0 1|1.3 6
2609 陽明|航運業|10 -23 31|85 85 17 16|0.4 1363
2610 華航|航運業|6 14 -9|72 86 -6 -14|0.7 337
2611 志信|航運業|86 65 62|95 95 26 38|0.4 21
2612 中航|航運業|6 5 12|81 81 15 20|0.4 24
2614 東森|其他|2 -0 0|52 79 -14 -2|1.0 13
2615 萬海|航運業|-3 -21 31|67 83 8 9|0.6 294
2617 台航|航運業|10 3 0|98 98 18 25|1.0 37
2618 長榮航|航運業|16 28 -16|77 93 0 -2|0.5 1122
2630 亞航|航運業|1 21 -2|53 76 -13 -12|0.4 29
2633 台灣高鐵|航運業|-1 6 -30|92 97 0 0|1.6 72
2634 漢翔|航運業|31 13 -20|78 79 -4 -19|0.7 187
2636 台驊控股|航運業|36 13 45|94 94 20 28|0.4 100
2637 慧洋-KY|航運業|22 10 35|97 100 31 34|1.1 226
2641 正德|航運業|59 46 44|90 90 17 35|0.4 56
2645 長榮航太|航運業|28 25 -2|na 77 0 -20|0.9 58
2705 六福|觀光餐旅|-20 7 -47|63 85 -5 -4|0.7 7
2707 晶華|觀光餐旅|-10 2 -18|66 85 -4 -9|0.8 50
2722 夏都|觀光餐旅|-52 -31 -22|46 70 -20 -13|0.2 8
2723 美食-KY|觀光餐旅|-13 -5 -9|55 78 -12 -22|0.9 60
2727 王品|觀光餐旅|-16 3 -18|71 87 -0 -3|0.7 219
2729 瓦城|觀光餐旅|-31 -4 -25|77 81 0 -20|1.3 28
2731 雄獅|觀光餐旅|49 165 -513|61 76 -15 -12|0.8 105
2732 六角|觀光餐旅|2 -0 2|69 96 14 7|0.6 46
2734 易飛網|觀光餐旅|76 201 -244|49 71 -17 -7|0.8 5
2736 富野|觀光餐旅|-67 -47 -44|50 78 -11 -19|0.3 11
2739 寒舍|觀光餐旅|3 11 -39|60 76 -13 16|0.3 63
2743 山富|觀光餐旅|77 256 -771|62 76 -14 -1|0.4 32
2745 五福|觀光餐旅|150 530 -2283|67 79 -7 2|0.4 14
2748 雲品|觀光餐旅|10 9 -8|62 80 -10 -6|0.5 89
2753 八方雲集|觀光餐旅|18 12 3|70 96 -1 3|1.1 27
2754 亞洲藏壽司|觀光餐旅|1 13 -15|52 78 -5 -19|1.0 9
2801 彰銀|金融保險|26 6 -8|98 98 -0 1|0.9 116
2809 京城銀|金融保險|12 10 -155|100 100 13 20|2.4 45
2812 台中銀|金融保險|18 18 2|100 100 8 14|2.0 126
2816 旺旺保|金融保險|19 13 -8|85 85 -11 34|0.3 23
2820 華票|金融保險|61 290 178|98 98 1 1|2.4 6
2832 台產|金融保險|20 16 2|99 99 7 13|0.6 7
2834 臺企銀|金融保險|20 11 -1|98 100 4 4|1.9 115
2836 高雄銀|金融保險|9 1 -0|95 95 -2 -3|2.3 20
2838 聯邦銀|金融保險|6 4 -11|90 99 2 -1|1.2 17
2845 遠東銀|金融保險|17 -4 -16|97 97 4 6|1.1 30
2850 新產|金融保險|11 5 -1|98 98 -0 21|1.0 18
2851 中再保|金融保險|15 10 3|89 92 -2 -6|1.7 11
2855 統一證|金融保險|123 83 30|100 100 11 4|2.4 20
2880 華南金|金融保險|28 25 12|97 98 0 5|1.1 139
2881 富邦金|金融保險|139 131 93|99 99 6 10|1.0 766
2882 國泰金|金融保險|27 196 150|94 95 -2 -3|1.2 667
2883 凱基金|金融保險|10 472 392|94 98 0 4|0.8 266
2884 玉山金|金融保險|7 15 -8|98 98 0 2|2.0 424
2885 元大金|金融保險|38 38 24|98 98 6 10|0.9 360
2886 兆豐金|金融保險|28 31 -11|97 97 -2 6|0.8 420
2887 台新新光金|金融保險|26 10 1|94 95 -4 -4|1.0 203
2889 國票金|金融保險|39 43 10|89 100 6 3|0.9 30
2890 永豐金|金融保險|41 37 18|99 99 6 14|0.9 249
2891 中信金|金融保險|139 358 253|99 99 9 22|0.9 851
2892 第一金|金融保險|8 5 6|97 97 -1 1|1.2 312
2903 遠百|貿易百貨|-21 -11 -12|96 96 0 3|0.5 35
2905 三商|貿易百貨|-13 4 -1|76 90 -7 -6|1.0 7
2906 高林|貿易百貨|14 14 18|99 99 19 19|0.9 31
2912 統一超|貿易百貨|5 6 -2|96 99 0 0|1.2 209
2913 農林|貿易百貨|-5 -6 -9|68 90 -3 -10|0.6 33
2915 潤泰全|貿易百貨|-3 -7 -5|90 92 -3 -4|0.9 90
3002 歐格|電腦及週|32 -8 8|96 96 28 32|1.0 17
3003 健和興|電子零組|1 -3 8|81 95 -1 -2|1.2 22
3004 豐達科|鋼鐵工業|39 30 -13|85 96 12 1|3.8 26
3005 神基|電腦及週|30 13 -2|100 100 34 91|2.1 1476
3006 晶豪科|半導體業|38 26 38|92 92 8 32|1.0 416
3008 大立光|光電業|37 29 25|90 90 12 24|1.0 2095
3010 華立|電子通路|42 17 19|98 98 11 21|4.2 107
3011 今皓|電子零組|33 8 21|80 80 -6 -17|0.6 14
3013 晟銘電|電腦及週|25 -15 -24|88 97 14 12|0.9 130
3014 聯陽|半導體業|42 28 -3|92 92 7 16|1.2 198
3015 全漢|電子零組|-1 -7 -3|100 100 9 11|1.1 17
3016 嘉晶|半導體業|-7 -19 8|71 82 -13 -10|1.0 25
3017 奇鋐|電腦及週|102 45 28|100 100 81 61|1.2 7102
3019 亞光|光電業|38 16 16|92 92 2 6|0.5 46
