# 2024-12-02 全池(1168 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1514 亞力|電機機械|-24 -13 -21|61 70 -18 3|0.5 223
1515 力山|電機機械|-57 -48 -146|53 64 -18 -29|0.5 11
1519 華城|電機機械|46 45 -43|56 56 -13 -18|0.6 2622
1522 堤維西|汽車工業|1 -7 -10|89 89 -5 -2|1.4 170
1524 耿鼎|汽車工業|16 9 -5|97 97 24 4|1.1 205
1527 鑽全|電機機械|30 13 1|89 89 -11 3|0.2 11
1528 恩德|電機機械|9 6 9|82 82 24 44|0.6 189
1529 樂事綠能|電機機械|14 2 -48|65 65 -17 -20|0.7 7
1531 高林股|電機機械|16 19 15|94 94 15 12|2.5 42
1532 勤美|電機機械|-7 -17 -57|63 66 -13 -33|0.9 53
1536 和大|汽車工業|-18 -11 -1|88 88 -1 17|5.4 253
1537 廣隆|電機機械|16 28 0|97 97 10 13|1.9 55
1539 巨庭|電機機械|-18 -23 -37|70 70 -15 5|0.1 7
1540 喬福|電機機械|-78 -15 -57|78 78 -5 97|0.8 124
1558 伸興|電機機械|11 11 1|87 87 -7 6|0.6 9
1560 中砂|電機機械|7 8 1|80 80 -10 6|0.5 697
1563 巧新|汽車工業|-6 -8 na|na 75 -7 -26|1.8 20
1565 精華|生技醫療|11 16 12|93 93 26 24|0.6 161
1569 濱川|電腦及週|-10 -11 9|100 100 131 173|0.8 286
1580 新麥|電機機械|12 -2 -10|94 94 -4 -1|1.1 7
1582 信錦|電子零組|-19 -15 -26|78 78 -18 -16|0.7 79
1584 精剛|其他|-24 -2 -15|74 74 -18 -2|0.4 51
1586 和勤|電機機械|-13 1 -17|83 83 -6 -3|0.9 9
1587 吉茂|汽車工業|15 10 11|49 57 -23 -37|1.1 74
1589 永冠-KY|電機機械|-5 -5 13|62 84 -6 -12|0.8 11
1590 亞德客-KY|電機機械|-4 -4 -12|65 75 -8 -22|0.6 542
1591 駿吉-KY|電機機械|76 98 -162|67 75 7 -22|1.7 59
1595 川寶|半導體業|-42 -26 15|59 59 17 27|0.2 85
1597 直得|電機機械|2 13 22|76 76 -16 26|0.3 107
1603 華電|電器電纜|10 -10 -21|73 78 -7 -15|0.5 14
1605 華新|電器電纜|-3 -6 1|65 70 -28 -28|1.9 399
1608 華榮|電器電纜|15 18 -1|64 66 -16 -22|0.5 28
1609 大亞|電器電纜|18 15 -1|71 78 -14 -5|0.7 131
1611 中電|電器電纜|-20 -17 -8|80 80 -4 -1|1.5 33
1612 宏泰|電器電纜|23 0 -9|78 87 -5 -9|0.6 20
1616 億泰|電器電纜|14 27 8|75 82 4 -5|0.9 17
1618 合機|電器電纜|16 -19 -57|73 75 -7 -6|0.8 84
1702 南僑|食品工業|10 4 -1|83 87 -4 -9|0.3 24
1707 葡萄王|生技醫療|7 18 9|99 99 8 2|1.1 50
1708 東鹼|化學工業|31 22 16|94 94 7 25|0.7 124
1709 和益|化學工業|-1 8 -5|82 82 -10 7|0.3 10
1710 東聯|化學工業|-2 11 -2|77 84 -12 -7|0.7 14
1711 永光|化學工業|-5 -6 -8|79 79 -14 19|0.1 57
1712 興農|化學工業|6 -2 -3|95 95 6 9|1.0 25
1717 長興|化學工業|1 -2 -6|84 84 -5 -4|0.4 43
1720 生達|生技醫療|5 8 -1|85 85 -3 -5|0.6 17
1721 三晃|化學工業|-3 7 -2|69 69 8 24|0.3 59
1722 台肥|化學工業|3 2 16|85 89 -6 -10|1.0 72
1723 中碳|化學工業|-15 4 11|77 87 -4 -13|0.4 16
1727 中華化|化學工業|52 48 31|81 81 -2 20|0.2 33
1736 喬山|運動休閒|33 29 10|90 90 24 72|0.5 116
1737 臺鹽|食品工業|0 -7 0|90 90 -8 -1|0.3 5
1760 寶齡富錦|生技醫療|-8 1 -11|74 86 -4 -8|1.3 17
1773 勝一|化學工業|16 15 4|87 90 2 5|1.0 44
1777 生泰|生技醫療|48 25 7|98 98 5 14|1.8 10
1784 訊聯|生技醫療|3 0 -7|64 64 -11 20|1.1 31
1785 光洋科|其他電子|21 26 -2|81 81 -12 28|0.2 376
1786 科妍|生技醫療|34 16 -18|67 67 -32 -16|0.7 58
1789 神隆|生技醫療|-12 -0 -15|80 80 -7 -19|0.7 8
1795 美時|生技醫療|107 42 29|85 92 -0 -0|1.6 725
1799 易威|生技醫療|111 155 4|29 29 -70 -32|0.5 41
1802 台玻|玻璃陶瓷|-12 -18 -13|95 95 23 7|1.4 200
1808 潤隆|建材營造|-97 -94 -1379|31 31 -67 -61|0.6 126
1809 中釉|玻璃陶瓷|-6 -9 -13|59 78 -2 -15|1.1 16
1810 和成|玻璃陶瓷|9 -2 -4|80 89 -7 -9|0.8 7
1815 富喬|電子零組|45 47 32|96 96 21 0|3.8 1040
1817 凱撒衛|玻璃陶瓷|19 14 1|97 97 4 8|0.7 9
1904 正隆|造紙工業|-5 15 8|72 75 -16 -25|0.6 17
1905 華紙|造紙工業|-15 -5 -6|71 80 -7 -19|0.3 13
1907 永豐餘|造紙工業|-1 4 -2|87 91 -1 2|0.4 18
1909 榮成|造紙工業|8 1 -1|77 83 -11 -12|0.4 12
2002 中鋼|鋼鐵工業|-4 -5 -4|80 89 -4 -9|0.6 380
2006 東和鋼鐵|鋼鐵工業|-13 -10 -14|87 87 -11 1|0.9 63
2009 第一銅|鋼鐵工業|14 14 -8|65 74 -8 -24|0.3 32
2010 春源|鋼鐵工業|21 16 5|81 90 2 -9|0.5 17
2014 中鴻|鋼鐵工業|-32 -34 -22|69 84 2 -12|0.4 90
2015 豐興|鋼鐵工業|-20 -5 -3|87 87 -10 4|0.8 18
2020 美亞|鋼鐵工業|1 -18 -1|74 76 2 -24|1.2 17
2023 燁輝|鋼鐵工業|-7 -13 -18|83 93 2 1|0.6 18
2027 大成鋼|鋼鐵工業|-5 -11 0|89 90 -4 -5|1.3 365
2030 彰源|鋼鐵工業|-11 -7 -2|85 91 -1 -4|0.3 7
2031 新光鋼|鋼鐵工業|6 -14 -10|71 71 -17 -18|0.5 32
2033 佳大|鋼鐵工業|1 0 2|85 85 37 46|0.1 10
2034 允強|鋼鐵工業|-1 -4 5|76 80 -14 -17|0.7 18
2038 海光|鋼鐵工業|-13 5 0|72 80 -3 -17|0.2 7
2049 上銀|電機機械|9 1 2|83 93 11 6|0.4 439
2059 川湖|電子零組|56 69 5|100 100 24 37|1.0 1657
2062 橋椿|居家生活|-16 -11 -25|84 84 -6 26|1.1 55
2066 世德|電機機械|15 7 5|77 77 4 -15|0.9 17
2069 運錩|鋼鐵工業|3 -10 0|90 90 3 10|0.4 7
2070 精湛|電機機械|36 45 6|75 75 -1 145|2.2 73
2101 南港|橡膠工業|8 304 213|77 83 -6 -22|0.8 111
2102 泰豐|橡膠工業|164 114 126|89 89 0 5|0.8 13
2103 台橡|橡膠工業|29 27 10|90 90 -2 -6|0.5 28
2104 國際中橡|橡膠工業|-14 -9 -9|75 85 -8 -14|0.9 11
2105 正新|橡膠工業|2 1 -1|84 93 0 -7|0.8 410
2106 建大|橡膠工業|-5 -4 -6|83 83 -8 -15|0.5 25
2107 厚生|橡膠工業|5 25 21|90 90 -4 -3|0.7 5
2108 南帝|橡膠工業|50 36 15|73 73 -14 -2|1.4 10
2109 華豐|橡膠工業|16 6 3|91 93 -5 -4|1.4 6
2201 裕隆|汽車工業|-12 -2 -10|70 79 1 -20|0.7 138
2204 中華|汽車工業|-36 -29 -46|57 64 9 -32|2.8 642
2206 三陽工業|汽車工業|-10 -6 -11|85 90 -7 -3|0.6 143
2207 和泰車|汽車工業|4 -1 -4|86 86 -7 2|0.9 138
2208 台船|航運業|-48 -39 -7|77 87 -9 -7|0.6 30
2211 長榮鋼|鋼鐵工業|102 47 32|63 63 -21 -34|1.0 65
2227 裕日車|汽車工業|-28 -23 -16|48 65 -24 -34|1.1 7
2228 劍麟|汽車工業|-3 0 -7|83 83 -6 -16|0.1 37
2230 泰茂|居家生活|300 205 56|81 86 -8 -4|1.0 126
2231 為升|汽車工業|44 27 28|73 73 -3 -21|1.4 69
2233 宇隆|汽車工業|8 1 -12|89 89 6 34|1.2 156
2236 百達-KY|汽車工業|-28 -14 -12|100 100 26 64|0.9 67
2241 艾姆勒|汽車工業|-43 -35 -30|55 64 -15 -35|0.3 17
2243 宏旭-KY|汽車工業|-53 -31 -133|58 58 -24 -10|0.1 8
2247 汎德永業|汽車工業|17 9 4|86 87 -4 -11|0.8 9
2250 IKKA-KY|汽車工業|0 -6 -12|69 82 -5 -19|0.2 9
2254 巨鎧精密-創|汽車工業|-42 -45 -93|87 88 -6 6|1.0 18
2258 鴻華先進-創|汽車工業|336 582 -488|na 82 -1 -11|0.5 9
2301 光寶科|電腦及週|1 -8 3|89 96 -1 0|0.8 759
2302 麗正|半導體業|32 20 25|97 99 17 5|2.4 21
2303 聯電|半導體業|11 7 7|77 77 -19 -17|1.2 2989
2305 全友|電腦及週|58 31 -11|57 65 -21 -28|1.1 7
2308 台達電|電子零組|12 7 6|90 90 -2 14|0.5 2484
2312 金寶|其他電子|11 16 19|87 87 26 71|2.1 3596
2313 華通|電子零組|-9 -3 -12|68 68 -22 -13|0.4 442
2314 台揚|通信網路|-42 -42 13|74 87 0 -3|0.6 34
2316 楠梓電|電子零組|27 7 14|85 85 6 11|0.4 92
2317 鴻海|其他電子|9 17 9|87 87 7 12|1.0 12131
2323 中環|光電業|5 -1 -2|85 85 -9 -7|1.1 51
2324 仁寶|電腦及週|-2 -0 2|94 98 14 4|1.2 1126
2327 國巨*|電子零組|15 13 2|65 65 -21 -23|1.1 1231
2328 廣宇|電子零組|-5 -12 2|91 92 4 -9|0.6 193
2329 華泰|半導體業|-19 -17 -24|42 56 -16 -43|0.4 124
2330 台積電|半導體業|29 34 8|95 95 10 22|0.9 40505
2331 精英|電腦及週|-2 4 16|63 68 -9 -31|0.6 32
2332 友訊|通信網路|-14 -5 6|93 93 15 21|4.1 222
2337 旺宏|半導體業|-1 3 14|63 68 -27 -23|1.0 126
2338 光罩|半導體業|4 -5 -11|65 65 -17 -24|0.6 39
2340 台亞|半導體業|5 3 -8|61 69 -23 -24|0.6 27
2342 茂矽|半導體業|54 37 28|96 99 8 8|0.7 16
2344 華邦電|半導體業|-3 4 -5|52 59 -33 -34|1.2 511
2345 智邦|通信網路|52 38 23|100 100 33 36|1.6 2760
2347 聯強|電子通路|8 9 -2|85 87 4 -8|0.7 335
2348 海悅|其他|387 142 -12|50 50 -27 -24|1.3 264
2349 錸德|光電業|-27 -18 -15|75 75 -10 64|0.7 359
2351 順德|半導體業|-2 1 4|60 60 -26 -31|0.8 232
2352 佳世達|電腦及週|6 2 5|79 96 -1 -3|0.6 110
2353 宏碁|電腦及週|-3 -1 -12|68 79 -12 -21|0.8 483
2354 鴻準|其他電子|22 -4 29|82 82 18 15|0.8 8953
2355 敬鵬|電子零組|-3 -6 -6|70 76 -10 -15|0.6 37
2356 英業達|電腦及週|60 30 12|80 83 8 -9|0.8 2067
2357 華碩|電腦及週|19 21 6|97 97 8 23|1.3 4291
2359 所羅門|其他電子|-3 -4 11|76 78 -12 -16|1.1 339
2360 致茂|其他電子|0 6 -5|93 93 29 59|0.5 1204
2362 藍天|電腦及週|11 7 -7|84 84 -4 -1|0.4 95
2363 矽統|半導體業|1010 417 298|66 75 1 -20|0.2 476
2364 倫飛|電腦及週|22 39 20|60 64 -12 -4|0.2 16
2365 昆盈|電腦及週|10 21 -11|65 65 -26 31|0.6 205
2367 燿華|電子零組|18 20 1|74 74 -17 -15|1.0 142
2368 金像電|電子零組|4 17 -11|70 84 -8 -2|0.8 902
2369 菱生|半導體業|-16 -12 -12|63 73 -11 -24|0.4 26
2371 大同|電機機械|1 4 -2|69 79 5 -12|1.5 484
2374 佳能|光電業|17 9 -14|76 76 -6 -23|0.6 110
2375 凱美|電子零組|9 10 2|96 100 5 5|6.1 11
2376 技嘉|電腦及週|54 75 -33|74 88 7 -12|0.7 2582
2377 微星|電腦及週|5 4 -6|87 91 -6 -5|0.5 538
2379 瑞昱|半導體業|14 13 -5|84 87 -6 -3|0.7 1017
2382 廣達|電腦及週|49 50 30|86 86 10 6|0.6 8089
2383 台光電|電子零組|34 39 -20|95 100 7 19|1.1 2143
2385 群光|電子零組|13 10 9|63 81 -4 -18|0.7 417
2387 精元|電腦及週|2 6 1|97 99 8 5|1.0 79
2388 威盛|半導體業|60 99 60|58 73 -21 -12|0.4 624
2392 正崴|電子零組|23 5 -5|86 86 11 12|3.2 2054
2393 億光|光電業|17 18 1|92 92 -5 13|0.6 223
2395 研華|電腦及週|8 1 11|87 93 -0 -1|0.8 400
2397 友通|電腦及週|40 -9 27|82 82 -5 -10|0.3 26
2399 映泰|電腦及週|-47 -29 -21|66 66 25 31|0.1 255
2401 凌陽|半導體業|10 14 -5|73 73 -10 -20|0.6 48
2402 毅嘉|電子零組|15 12 2|89 89 -8 18|0.4 142
2404 漢唐|其他電子|-32 -33 -13|100 100 28 24|2.0 1009
2405 輔信|電腦及週|10 -9 -14|75 75 -6 -0|0.6 80
2406 國碩|光電業|21 89 -15|60 60 -18 -24|0.5 18
2408 南亞科|半導體業|-18 -5 -30|41 44 -36 -48|1.3 406
2409 友達|光電業|-1 5 -9|83 83 -4 -6|0.6 282
2412 中華電|通信網路|3 4 2|96 96 -1 -3|0.8 657
2413 環科|電子零組|-7 -29 2|85 88 21 9|0.5 68
2415 錩新|電子零組|-27 -13 -23|81 81 6 3|0.6 7
2417 圓剛|電腦及週|-10 -6 -6|70 70 -15 -16|1.6 21
2419 仲琦|通信網路|128 59 56|96 96 17 18|4.2 113
2420 新巨|電子零組|-2 5 5|84 84 -7 12|0.1 21
2421 建準|電子零組|9 18 9|72 86 6 -15|0.5 320
2423 固緯|其他電子|1 -10 -7|94 97 11 7|0.7 9
2425 承啟|電腦及週|21 -11 -5|71 73 -13 -8|0.1 56
2426 鼎元|光電業|-1 8 -3|94 94 10 37|2.6 48
2427 三商電|資訊服務|48 17 -13|74 74 -8 -15|0.4 12
2428 興勤|電子零組|10 12 9|87 87 -9 -3|0.5 20
2429 銘旺科|光電業|43 5 48|65 65 -9 45|0.7 19
2431 聯昌|電子零組|-22 -29 2|79 79 22 26|0.4 117
2436 偉詮電|半導體業|-3 -2 -12|66 77 -9 -19|0.2 32
2438 翔耀|光電業|392 255 91|47 47 -34 30|0.4 6
2439 美律|通信網路|-9 22 -1|75 75 -24 -14|0.5 252
2441 超豐|半導體業|9 9 -5|93 93 -3 -4|0.9 43
2442 新美齊|建材營造|33 236 -1083|68 68 -21 -21|0.8 28
2444 兆勁|通信網路|-18 -22 3|100 100 39 47|3.2 61
2449 京元電子|半導體業|10 11 4|91 91 5 42|0.4 2286
2451 創見|半導體業|-14 -11 -10|68 68 -12 -20|1.0 87
2453 凌群|資訊服務|4 5 -5|74 74 -7 -20|0.3 18
2454 聯發科|半導體業|19 14 -16|87 87 7 7|0.7 5457
2455 全新|通信網路|-25 -8 -67|89 89 16 20|1.1 940
2457 飛宏|電子零組|-25 -15 2|64 78 2 -22|1.0 88
2458 義隆|半導體業|1 -2 -20|87 92 3 -5|1.0 378
2460 建通|電子零組|16 11 -16|61 70 -12 -25|2.0 8
2461 光群雷|其他電子|-7 -5 -4|83 83 -10 -13|0.8 6
2462 良得電|電子零組|-10 -3 -6|67 77 -18 -20|0.6 7
2464 盟立|其他電子|20 3 20|82 82 -6 18|0.4 214
2465 麗臺|電腦及週|-17 0 -15|43 53 -28 -46|0.5 49
2467 志聖|電子零組|37 16 -17|84 84 -9 63|0.4 540
2472 立隆電|電子零組|22 23 8|90 90 -1 8|1.8 61
2474 可成|其他電子|26 23 30|83 83 -14 -9|2.4 1300
2476 鉅祥|電子零組|19 22 12|76 76 -18 -3|0.9 155
2477 美隆電|其他電子|10 33 22|80 80 16 38|0.2 134
2478 大毅|電子零組|5 9 3|81 81 -10 -12|1.0 6
2480 敦陽科|資訊服務|0 4 4|95 95 5 4|0.4 10
2481 強茂|半導體業|-6 -3 -3|74 78 -7 -9|0.3 57
2482 連宇|其他電子|-38 -38 16|64 64 -15 -31|0.3 5
2484 希華|電子零組|3 7 14|78 87 -7 -9|0.8 5
2485 兆赫|通信網路|-80 -81 -30|71 77 -4 -18|0.6 7
2486 一詮|光電業|9 11 -3|77 77 7 7|0.4 1352
2488 漢平|其他電子|48 25 5|100 100 18 22|1.6 46
2489 瑞軒|光電業|14 33 -6|74 74 -16 -6|0.5 82
2492 華新科|電子零組|2 6 -0|67 74 -14 -16|1.0 133
2493 揚博|電子零組|9 10 1|85 85 18 10|0.5 208
2495 普安|電腦及週|-25 -28 -20|90 90 4 21|0.6 198
2497 怡利電|汽車工業|29 28 9|72 72 -6 11|0.1 68
2498 宏達電|通信網路|3 -20 1|81 85 -0 3|1.0 172
2501 國建|建材營造|70 38 -26|61 68 -9 -29|0.7 36
2504 國產|建材營造|-3 3 -1|94 94 -5 16|0.8 206
2506 太設|建材營造|-54 10 -106|89 93 4 -3|0.6 9
2511 太子|建材營造|-17 -6 -2|80 82 -5 -9|0.5 8
2514 龍邦|其他|-5 10 -115|77 77 -6 -11|0.8 7
2515 中工|建材營造|22 30 10|62 68 -14 -31|0.5 56
2516 新建|建材營造|-3 3 -9|94 99 17 19|1.5 14
2520 冠德|建材營造|53 28 -21|92 92 5 1|1.1 351
2524 京城|建材營造|2263 759 422|56 56 -37 32|0.4 101
2527 宏璟|建材營造|16423 5601 4021|64 77 1 -17|0.7 28
2528 皇普|建材營造|162 37003 27468|75 77 -7 -16|1.7 18
2530 華建|建材營造|27029 52823 -4736|72 72 -11 -12|0.5 26
2534 宏盛|建材營造|-36 -49 -2|89 89 -1 -2|1.0 16
2535 達欣工|建材營造|-31 -20 -24|81 85 -8 -7|0.5 10
2537 聯上發|建材營造|-99 -99 -14173|51 51 -36 -34|0.3 18
2539 櫻花建|建材營造|na na na|64 64 -22 -29|1.1 31
2540 愛山林|建材營造|175 92 9|41 41 -55 -51|0.8 118
2542 興富發|建材營造|44 -24 -18|73 73 -11 4|1.3 244
2543 皇昌|建材營造|-10 -8 -29|74 74 -6 55|0.5 502
2545 皇翔|建材營造|253 572 122|96 96 24 29|1.0 104
2546 根基|建材營造|28 25 26|62 78 -5 -17|0.6 9
2547 日勝生|建材營造|5 6 -13|85 90 -3 -4|3.2 12
2548 華固|建材營造|-99 -37 -1040|70 70 -17 -15|0.4 90
2597 潤弘|建材營造|23 20 6|60 60 -3 -20|0.7 25
2603 長榮|航運業|78 92 39|92 92 21 2|1.3 5740
2605 新興|航運業|-17 -7 -13|79 81 -3 -18|0.7 199
2606 裕民|航運業|5 24 0|95 95 9 -2|0.9 319
2607 榮運|航運業|-0 26 -8|87 93 1 -6|0.6 34
2609 陽明|航運業|68 85 43|89 89 19 -8|1.0 4691
2610 華航|航運業|7 8 -4|100 100 21 16|1.5 1417
2611 志信|航運業|8 7 -15|64 64 -8 -35|0.7 10
2612 中航|航運業|19 17 4|71 84 -0 -14|0.6 18
2613 中櫃|航運業|-11 -2 -7|70 70 7 -20|0.3 123
2614 東森|其他|-5 -7 -6|74 81 -12 -11|0.6 8
2615 萬海|航運業|69 92 46|78 78 5 -3|0.7 3537
2617 台航|航運業|6 15 4|78 78 -2 -19|0.8 21
2618 長榮航|航運業|4 7 -9|100 100 23 22|1.1 2175
2630 亞航|航運業|-21 5 -6|73 81 -4 -19|1.9 12
2633 台灣高鐵|航運業|-6 5 -2|92 92 -4 -5|0.8 78
2634 漢翔|航運業|1 -9 -7|74 80 -12 -19|1.1 219
2636 台驊控股|航運業|61 79 14|72 75 -7 -23|1.0 61
2637 慧洋-KY|航運業|4 30 5|90 90 9 -4|0.7 370
2640 大車隊|數位雲端|1 3 -4|98 98 3 5|1.1 5
2641 正德|航運業|20 19 -12|80 80 -1 -19|0.7 42
2642 宅配通|航運業|-7 -6 -2|78 78 3 -5|0.2 16
2645 長榮航太|航運業|4 4 -6|79 83 -4 -13|1.0 36
2704 國賓|觀光餐旅|-2 4 6|75 76 -6 -16|1.0 6
2707 晶華|觀光餐旅|-11 -9 -3|80 89 -6 -9|1.0 31
2718 全心投控|建材營造|-2 42 -596|67 70 -22 -2|0.8 18
2722 夏都|觀光餐旅|-21 -17 -0|46 54 -23 -45|2.8 5
2723 美食-KY|觀光餐旅|-3 -6 1|94 99 16 8|0.7 45
2727 王品|觀光餐旅|-4 -0 -2|91 96 7 1|0.7 84
2731 雄獅|觀光餐旅|-9 10 -62|77 77 -11 -15|0.3 38
2734 易飛網|觀光餐旅|-51 -43 -92|62 83 6 -16|1.2 6
2739 寒舍|觀光餐旅|0 -0 -6|65 73 -13 -21|0.5 9
2743 山富|觀光餐旅|-23 -7 -118|54 61 -17 -37|0.6 12
2745 五福|觀光餐旅|-1 17 -170|71 79 2 -14|0.4 17
2748 雲品|觀光餐旅|-11 -3 -10|71 90 5 -9|1.4 8
2753 八方雲集|觀光餐旅|7 7 -2|85 90 -2 -9|0.6 13
2762 世界健身-KY|運動休閒|3 2 -3|na 89 11 5|0.3 16
2801 彰銀|金融保險|-1 12 6|97 97 1 1|1.0 198
2809 京城銀|金融保險|-1 14 -24|71 71 -10 -19|1.2 193
2812 台中銀|金融保險|19 13 -1|95 95 2 3|1.3 50
2816 旺旺保|金融保險|22 11 2|79 86 -4 -3|0.5 6
2820 華票|金融保險|69 62 -19|95 95 -0 -2|0.9 8
2834 臺企銀|金融保險|-10 13 5|79 79 -5 -11|0.8 213
2836 高雄銀|金融保險|18 20 10|90 90 -3 2|0.6 9
2838 聯邦銀|金融保險|-1 20 9|92 92 1 0|0.7 14
2845 遠東銀|金融保險|17 0 0|81 81 -4 -9|0.7 51
2850 新產|金融保險|6 2 -2|95 95 5 10|0.6 25
2851 中再保|金融保險|7 -6 -11|92 94 -4 -2|0.7 38
2852 第一保|金融保險|10 4 -5|100 100 7 5|1.3 9
2855 統一證|金融保險|700 278 162|92 92 2 1|1.0 41
2880 華南金|金融保險|23 14 -2|97 97 4 12|1.8 330
2881 富邦金|金融保險|115 25 -66|95 95 -5 25|0.9 1857
2882 國泰金|金融保險|-22 2 -68|97 97 4 20|0.7 1485
2883 凱基金|金融保險|31 354 113|99 99 8 24|0.8 581
2884 玉山金|金融保險|-14 15 -4|94 94 -3 -0|0.7 603
2885 元大金|金融保險|60 29 4|98 98 7 8|1.1 662
2886 兆豐金|金融保險|16 16 -1|95 95 1 5|1.1 710
2887 台新新光金|金融保險|25 57 33|87 87 -7 -2|0.6 600
2888 新光金|金融保險|-65 -3947 -3042|86 86 -10 24|0.3 564
2889 國票金|金融保險|57 27 3|86 86 -8 -2|1.5 94
2890 永豐金|金融保險|37 24 -1|91 91 1 7|1.2 649
2891 中信金|金融保險|35 16 -98|99 99 17 11|0.7 1799
2892 第一金|金融保險|12 19 12|95 95 0 3|0.9 568
2903 遠百|貿易百貨|-4 -5 -0|73 74 -13 -18|0.9 43
2905 三商|貿易百貨|53 -34 -203|77 77 -19 -11|0.4 21
2908 特力|貿易百貨|7 -1 -4|95 95 -3 -1|0.9 8
2912 統一超|貿易百貨|6 7 -0|90 90 -4 4|0.7 292
2913 農林|貿易百貨|36 27 20|88 89 -0 -2|0.5 24
2915 潤泰全|貿易百貨|11 -0 1|95 95 -3 17|0.8 337
2929 淘帝-KY|貿易百貨|-12 -10 -1|100 100 74 64|1.9 44
3003 健和興|電子零組|22 20 14|79 79 -16 -3|0.9 152
3004 豐達科|鋼鐵工業|3 5 -12|77 84 -6 -13|1.1 6
3005 神基|電腦及週|-5 -2 -5|70 84 -8 -7|0.8 255
3006 晶豪科|半導體業|6 15 -3|59 59 -19 -31|0.7 102
