# 2024-01-02 全池(1129 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1326 台化|塑膠工業|8 2 14|85 93 2 -3|0.9 212
1338 廣華-KY|汽車工業|-8 -17 6|93 96 13 4|0.5 10
1339 昭輝|汽車工業|14 11 7|89 89 8 54|0.3 44
1342 八貫|其他|-12 -1 -1|72 98 7 2|0.3 38
1402 遠東新|紡織纖維|2 1 5|98 100 11 1|0.5 204
1409 新纖|紡織纖維|16 3 17|89 96 2 -2|1.2 24
1432 大魯閣|運動休閒|2 9 -13|86 97 17 8|1.2 11
1434 福懋|紡織纖維|-19 -16 1|94 95 -1 -4|1.8 30
1440 南紡|紡織纖維|-23 -15 -6|90 93 9 1|0.5 15
1442 名軒|建材營造|225127 77075 57344|97 97 7 22|1.0 18
1444 力麗|紡織纖維|-35 -36 -1|94 94 -1 -4|0.5 11
1449 佳和|紡織纖維|55 24 17|79 79 38 15|0.2 28
1455 集盛|紡織纖維|21 13 33|93 93 12 6|0.7 11
1466 聚隆|紡織纖維|2 22 33|88 88 25 20|0.6 12
1471 首利|電子零組|14 21 7|71 71 -17 1|0.4 18
1472 三洋實業|建材營造|29 30 -76|88 88 40 45|0.4 6
1476 儒鴻|紡織纖維|8 6 28|93 93 10 12|0.5 267
1477 聚陽|紡織纖維|-2 5 8|86 86 1 13|0.7 567
1503 士電|電機機械|-13 -9 -13|73 73 4 -20|1.9 1259
1504 東元|電機機械|-7 0 -2|81 81 -6 -9|0.9 522
1513 中興電|電機機械|14 14 -3|84 84 10 -8|1.0 1984
1514 亞力|電機機械|52 27 3|87 87 35 32|1.5 2639
1515 力山|電機機械|220 225 171|86 86 19 32|0.2 100
1519 華城|電機機械|100 109 40|93 93 19 108|1.5 6233
1521 大億|汽車工業|26 15 15|92 92 24 21|1.4 11
1522 堤維西|汽車工業|5 1 -1|91 91 -6 24|0.4 193
1524 耿鼎|汽車工業|32 22 8|89 89 28 49|0.3 234
1525 江申|汽車工業|-17 -16 -29|65 74 3 -28|0.3 7
1527 鑽全|電機機械|-4 -9 19|96 99 4 5|1.3 8
1528 恩德|電機機械|-27 -6 -8|65 72 -4 -31|0.5 7
1529 樂事綠能|電機機械|95 196 -10|69 69 2 -14|1.0 130
1532 勤美|電機機械|-10 -4 -15|100 100 15 17|2.2 68
1533 車王電|汽車工業|-13 23 -2|80 86 -2 -13|0.4 6
1536 和大|汽車工業|-12 -15 -9|80 88 -9 -13|1.0 54
1537 廣隆|電機機械|26 6 17|98 98 0 -1|0.7 15
1558 伸興|電機機械|5 8 -3|88 93 -1 -2|0.6 6
1560 中砂|電機機械|-1 -0 7|99 99 23 60|1.5 522
1565 精華|生技醫療|1 -9 3|76 93 0 -6|1.3 21
1568 倉佑|汽車工業|-29 -18 2|86 86 15 32|0.1 54
1580 新麥|電機機械|7 19 7|95 95 17 15|0.5 15
1582 信錦|電子零組|15 23 35|84 84 25 40|0.9 289
1584 精剛|其他|50 64 -11|87 93 2 -2|0.4 131
1586 和勤|電機機械|18 18 26|97 99 -1 3|2.2 6
1589 永冠-KY|電機機械|-20 -22 -21|62 83 1 -19|1.6 21
1590 亞德客-KY|電機機械|14 19 6|82 89 1 1|0.4 505
1591 駿吉-KY|電機機械|-83 -88 2|85 85 24 47|0.6 157
1598 岱宇|運動休閒|2 18 10|70 91 -0 -10|0.4 13
1603 華電|電器電纜|-33 50 19|93 93 1 4|0.7 89
1604 聲寶|電器電纜|-2 2 4|88 98 1 -2|0.7 8
1605 華新|電器電纜|1 10 4|68 92 6 -6|0.9 1102
1608 華榮|電器電纜|28 7 17|89 93 6 -4|0.6 37
1609 大亞|電器電纜|4 1 6|88 89 -5 -8|1.1 332
1611 中電|電器電纜|5 -7 7|80 87 1 -13|0.7 11
1612 宏泰|電器電纜|-15 -13 -15|96 96 5 10|1.1 104
1615 大山|電器電纜|8 17 1|97 97 15 28|0.9 9
1616 億泰|電器電纜|51 22 12|89 89 35 38|0.8 60
1618 合機|電器電纜|146 53 -13|89 89 14 31|1.0 249
1701 中化|生技醫療|5 2 -4|69 94 7 -1|0.3 31
1702 南僑|食品工業|6 10 -1|100 100 1 8|1.1 16
1707 葡萄王|生技醫療|2 -4 -7|84 84 0 -5|0.9 40
1708 東鹼|化學工業|-33 -35 -9|79 87 5 -5|0.5 25
1709 和益|化學工業|-2 -11 -0|83 89 -2 -9|0.6 6
1710 東聯|化學工業|0 -8 -2|86 89 7 -4|0.5 22
1711 永光|化學工業|-9 -0 12|88 90 3 -7|0.3 15
1712 興農|化學工業|3 -9 7|97 99 6 9|0.5 20
1713 國化|化學工業|22 18 36|92 92 14 30|1.3 7
1717 長興|化學工業|-11 -8 7|84 92 3 -7|0.8 35
1720 生達|生技醫療|8 -3 -12|87 94 -0 4|0.4 35
1721 三晃|化學工業|5 -2 20|81 81 14 2|0.1 15
1722 台肥|化學工業|-19 -16 -18|100 100 15 15|0.7 181
1723 中碳|化學工業|-6 -20 -3|97 97 4 8|0.3 35
1727 中華化|化學工業|-20 -23 2|68 79 2 -11|0.3 17
1732 毛寶|化學工業|6 0 5|87 87 23 12|0.4 19
1733 五鼎|生技醫療|-11 -24 -0|97 97 54 53|7.0 61
1734 杏輝|生技醫療|2 -3 -8|90 99 8 3|0.6 15
1736 喬山|運動休閒|0 5 -8|85 85 -12 -9|0.3 16
1752 南光|生技醫療|-10 -3 -23|68 85 -4 -11|0.4 30
1760 寶齡富錦|生技醫療|11 4 22|60 86 7 -14|0.4 72
1762 中化生|生技醫療|-12 -29 -34|57 73 -1 -28|0.3 14
1773 勝一|化學工業|-2 -2 13|94 94 1 -1|1.1 11
1781 合世|生技醫療|-59 -21 -8|83 83 45 19|0.3 9
1783 和康生|生技醫療|6 -9 -20|72 78 -14 -18|0.8 7
1784 訊聯|生技醫療|0 13 -3|80 80 -12 -10|0.5 7
1785 光洋科|其他電子|30 24 35|94 94 5 3|0.3 49
1786 科妍|生技醫療|40 14 -17|82 82 -11 -11|0.5 7
1789 神隆|生技醫療|-2 11 -2|77 77 -5 -11|0.6 14
1795 美時|生技醫療|6 -17 -52|81 91 17 -3|0.5 1348
1802 台玻|玻璃陶瓷|6 11 8|77 85 0 6|0.7 51
1806 冠軍|玻璃陶瓷|17 14 13|97 97 24 8|4.2 15
1808 潤隆|建材營造|9202 19396 9066|92 92 10 24|0.6 83
1809 中釉|玻璃陶瓷|9 -5 3|95 95 5 2|0.5 17
1810 和成|玻璃陶瓷|6 1 5|65 80 -5 -22|0.9 14
1815 富喬|電子零組|-27 -27 2|78 78 -14 24|0.2 123
1903 士紙|造紙工業|-3 -4 -7|75 75 2 8|1.6 16
1904 正隆|造紙工業|4 6 12|84 84 3 -11|0.8 23
1905 華紙|造紙工業|-7 -10 1|74 74 7 -13|0.4 82
1907 永豐餘|造紙工業|2 -2 7|84 84 3 -8|0.3 141
1909 榮成|造紙工業|-10 -12 0|79 87 5 -10|0.4 15
2002 中鋼|鋼鐵工業|-7 -6 13|87 95 10 -3|0.5 728
2006 東和鋼鐵|鋼鐵工業|30 20 17|97 97 19 25|1.2 175
2007 燁興|鋼鐵工業|-15 -12 13|95 95 35 30|1.5 30
2009 第一銅|鋼鐵工業|28 18 29|83 83 8 2|0.9 45
2010 春源|鋼鐵工業|-7 -11 5|98 98 11 7|1.8 20
2014 中鴻|鋼鐵工業|1 9 21|89 92 19 13|1.0 269
2015 豐興|鋼鐵工業|-12 3 12|97 99 7 -1|1.1 17
2017 官田鋼|鋼鐵工業|10 -2 16|83 94 11 -4|0.5 14
2020 美亞|鋼鐵工業|-16 -17 -25|100 100 15 31|1.8 41
2022 聚亨|鋼鐵工業|-21 -4 7|80 89 -2 -8|0.8 15
2023 燁輝|鋼鐵工業|20 6 20|97 97 18 21|0.7 53
2027 大成鋼|鋼鐵工業|-6 -9 0|98 98 8 6|0.8 222
2028 威致|鋼鐵工業|-33 -20 -6|87 96 15 12|1.1 13
2029 盛餘|鋼鐵工業|52 43 44|93 93 22 19|0.6 21
2030 彰源|鋼鐵工業|-12 -14 7|86 93 10 -6|0.5 9
2031 新光鋼|鋼鐵工業|10 -0 4|93 93 25 32|1.1 149
2032 新鋼|鋼鐵工業|-3 -4 5|89 96 18 11|2.2 18
2033 佳大|鋼鐵工業|-10 -24 2|92 92 23 25|1.7 11
2034 允強|鋼鐵工業|-6 -3 5|91 97 1 -1|0.8 11
2038 海光|鋼鐵工業|1 -10 7|92 92 25 18|1.9 61
2049 上銀|電機機械|6 -4 12|92 99 17 7|0.7 230
2059 川湖|電子零組|-7 -17 10|90 90 -4 31|1.5 1036
2062 橋椿|居家生活|18 21 28|97 97 15 16|0.7 6
2063 世鎧精密|鋼鐵工業|-25 9 7|95 95 13 15|0.3 7
2065 世豐|鋼鐵工業|-6 -11 -1|100 100 11 9|1.0 8
2066 世德|電機機械|-1 -11 -11|87 87 5 -9|0.4 17
2101 南港|橡膠工業|35 31 23|99 99 11 10|4.4 66
2102 泰豐|橡膠工業|-89 -90 -27|89 97 9 8|0.7 10
2103 台橡|橡膠工業|7 0 8|85 96 4 -4|0.9 14
2104 國際中橡|橡膠工業|-17 -22 -3|85 91 -2 -6|0.6 16
2105 正新|橡膠工業|4 -1 2|95 95 6 15|0.4 496
2106 建大|橡膠工業|9 -5 6|97 97 6 5|1.0 20
2108 南帝|橡膠工業|-10 -10 14|85 96 4 3|0.3 12
2201 裕隆|汽車工業|3 11 4|84 87 -5 -5|0.5 401
2204 中華|汽車工業|55 42 12|90 90 19 20|0.6 658
2206 三陽工業|汽車工業|21 17 -11|77 88 -1 -9|0.7 157
2207 和泰車|汽車工業|9 4 -11|83 89 11 -8|0.8 145
2208 台船|航運業|-15 -22 -37|75 85 -4 -15|2.1 43
2211 長榮鋼|鋼鐵工業|-29 -13 -6|100 100 54 79|1.2 301
2228 劍麟|汽車工業|8 12 1|88 88 -2 -5|0.7 15
2230 泰茂|居家生活|80 67 43|100 100 65 68|0.7 202
2231 為升|汽車工業|-26 -8 -23|75 85 -4 -13|0.6 27
2233 宇隆|汽車工業|17 15 17|91 91 19 30|0.1 63
2236 百達-KY|汽車工業|31 49 18|84 84 -13 8|0.4 21
2241 艾姆勒|汽車工業|83 82 59|74 74 -16 -11|1.1 19
2243 宏旭-KY|汽車工業|98 89 -388|77 91 27 10|0.3 5
2247 汎德永業|汽車工業|-14 2 -19|87 90 -2 -12|0.5 24
2250 IKKA-KY|汽車工業|15 9 11|91 91 26 27|0.5 14
2301 光寶科|電腦及週|-17 -15 -1|73 73 -5 -3|0.5 1413
2303 聯電|半導體業|-17 -21 -3|97 97 15 7|1.7 2653
2305 全友|電腦及週|1 -9 -10|83 85 6 3|0.2 7
2308 台達電|電子零組|-6 -4 -11|83 83 -8 -14|0.7 1483
2312 金寶|其他電子|-14 -13 -5|92 92 7 2|1.0 131
2313 華通|電子零組|-1 -5 9|93 93 32 52|0.4 1906
2314 台揚|通信網路|-66 -60 -53|74 80 -2 -11|0.9 63
2316 楠梓電|電子零組|-22 -22 9|80 80 -1 42|0.5 35
2317 鴻海|其他電子|18 -2 2|94 94 1 0|0.6 2328
2323 中環|光電業|-7 3 10|76 79 -4 -22|1.4 87
2324 仁寶|電腦及週|4 -7 5|98 98 28 37|3.3 2177
2327 國巨*|電子零組|-7 -7 3|93 93 11 18|0.6 1205
2328 廣宇|電子零組|-20 -13 -12|81 81 -5 -12|1.0 43
2329 華泰|半導體業|30 35 30|83 83 25 93|0.2 848
2330 台積電|半導體業|-7 -2 -0|100 100 13 4|0.9 15868
2331 精英|電腦及週|-18 -30 9|79 79 11 4|1.7 278
2332 友訊|通信網路|-16 -18 -12|78 78 -1 -8|0.8 85
2337 旺宏|半導體業|-35 -39 -2|89 90 -3 -2|1.9 273
2338 光罩|半導體業|-10 -4 2|75 89 2 -10|0.5 85
2340 台亞|半導體業|10 14 28|83 83 -5 -8|0.4 65
2342 茂矽|半導體業|-36 -32 -3|74 85 -3 -16|1.3 10
2344 華邦電|半導體業|-2 -3 18|98 98 13 14|2.2 991
2345 智邦|通信網路|0 4 -11|88 88 -4 36|0.7 1416
2347 聯強|電子通路|9 -6 3|99 99 10 23|0.8 237
2348 海悅|其他|11 28 24|98 98 24 40|1.4 15
2351 順德|半導體業|-9 -9 -1|85 90 2 -11|0.4 60
2352 佳世達|電腦及週|-11 -10 6|81 81 6 3|2.4 456
2353 宏碁|電腦及週|6 6 19|96 96 40 57|3.6 2982
2354 鴻準|其他電子|-66 -34 -33|87 87 -9 -1|0.9 108
2355 敬鵬|電子零組|-1 -2 3|90 90 23 59|0.4 524
2356 英業達|電腦及週|0 -9 -2|71 71 1 12|1.6 3897
2357 華碩|電腦及週|-6 -6 4|99 99 28 64|1.3 2589
2359 所羅門|其他電子|-56 -25 -5|90 90 5 15|0.5 93
2360 致茂|其他電子|-21 -28 -13|73 73 -20 -18|0.4 325
2362 藍天|電腦及週|45 33 10|100 100 43 34|5.9 63
2363 矽統|半導體業|4 170 132|78 78 19 164|0.2 934
2364 倫飛|電腦及週|39 22 4|77 77 18 55|0.2 45
2365 昆盈|電腦及週|68 26 43|99 99 22 31|3.1 136
2367 燿華|電子零組|-2 -18 -4|88 88 7 17|0.3 165
2368 金像電|電子零組|4 -0 7|92 92 -2 33|0.6 1300
2369 菱生|半導體業|19 23 29|94 94 33 31|0.6 93
2371 大同|電機機械|18 16 -39|75 78 -5 -22|0.6 544
2374 佳能|光電業|8 -1 7|97 97 5 34|1.3 61
2375 凱美|電子零組|-3 -8 11|88 89 6 7|0.3 42
2376 技嘉|電腦及週|47 79 50|72 72 -11 -6|0.6 4336
2377 微星|電腦及週|22 34 31|97 97 19 15|2.3 1052
2379 瑞昱|半導體業|7 -1 16|93 93 12 25|1.0 1157
2382 廣達|電腦及週|-8 -14 -1|79 79 -14 24|0.7 5610
2383 台光電|電子零組|40 36 34|80 80 -18 26|0.5 1430
2385 群光|電子零組|-15 -12 3|93 93 51 74|0.8 866
2387 精元|電腦及週|-22 -15 -5|95 95 24 46|0.8 133
2388 威盛|半導體業|72 55 23|89 89 34 64|0.4 2631
2390 云辰|其他電子|16 4 -11|84 84 4 13|0.2 17
2392 正崴|電子零組|18 1 5|94 94 18 19|0.5 146
2393 億光|光電業|-3 -3 9|97 98 9 -3|1.9 55
2395 研華|電腦及週|-11 -14 -10|91 91 7 -3|0.7 259
2399 映泰|電腦及週|12 12 9|89 89 4 -2|0.8 77
2401 凌陽|半導體業|33 14 31|92 92 13 17|0.3 157
2402 毅嘉|電子零組|-1 0 -13|75 75 -9 5|0.7 347
2404 漢唐|其他電子|39 38 -52|94 94 19 29|0.7 370
2405 輔信|電腦及週|23 4 5|94 94 10 36|3.2 110
2406 國碩|光電業|-38 -41 6|79 96 9 -6|0.3 11
2408 南亞科|半導體業|4 -5 39|96 96 10 9|1.1 867
2409 友達|光電業|15 30 29|89 89 15 -1|1.6 547
2412 中華電|通信網路|5 1 -1|98 99 5 5|0.7 689
2413 環科|電子零組|-16 -23 -31|74 88 11 -10|0.5 29
2417 圓剛|電腦及週|-13 -11 7|87 87 -2 65|0.2 90
2419 仲琦|通信網路|-32 -50 -37|66 66 1 -15|0.4 124
2420 新巨|電子零組|-19 -15 3|100 100 8 14|0.6 8
2421 建準|電子零組|-9 -17 -11|72 72 -8 20|1.6 494
2423 固緯|其他電子|4 1 -4|97 97 6 8|0.9 13
2425 承啟|電腦及週|36 36 30|82 82 7 18|0.5 221
2426 鼎元|光電業|17 8 18|86 86 5 -2|0.5 7
2427 三商電|資訊服務|-1 25 21|80 85 -4 -11|0.2 46
2428 興勤|電子零組|-0 -8 -3|97 97 15 6|2.5 117
2436 偉詮電|半導體業|22 26 24|92 92 2 24|1.5 242
2439 美律|通信網路|30 16 12|93 93 30 24|1.0 340
2441 超豐|半導體業|16 14 30|95 95 9 11|0.7 42
2442 新美齊|建材營造|37 32 -40|100 100 13 45|0.9 41
2449 京元電子|半導體業|-1 -3 7|90 90 7 50|0.6 831
2451 創見|半導體業|-2 -0 16|95 95 9 12|0.4 58
2453 凌群|資訊服務|4 3 -3|75 85 14 -11|0.3 38
2454 聯發科|半導體業|19 4 24|94 94 25 43|1.0 5016
2455 全新|通信網路|121 94 86|89 89 -1 26|0.9 383
2457 飛宏|電子零組|-30 -24 -15|71 80 -4 -15|0.5 226
2458 義隆|半導體業|58 49 55|97 97 14 56|0.5 460
2459 敦吉|其他電子|-1 -6 -4|99 99 10 14|1.1 6
2460 建通|電子零組|8 14 26|96 96 17 19|0.5 26
2461 光群雷|其他電子|-10 -11 1|84 84 0 6|0.5 11
2462 良得電|電子零組|-3 -1 15|89 89 0 32|0.6 55
2464 盟立|其他電子|-22 -19 -2|84 84 -4 -2|0.5 11
2465 麗臺|電腦及週|101 42 54|89 89 64 80|0.6 217
2467 志聖|電子零組|3 -29 3|100 100 53 45|1.8 48
2468 華經|資訊服務|-15 -1 -12|69 84 -11 -6|0.2 15
2471 資通|資訊服務|2 2 3|85 92 2 2|1.0 17
2472 立隆電|電子零組|-2 -7 8|94 94 20 23|0.8 110
2474 可成|其他電子|-47 -56 -30|100 100 9 16|0.5 374
2476 鉅祥|電子零組|-15 -17 -4|94 94 42 52|0.6 282
2478 大毅|電子零組|1 1 10|94 94 3 0|0.6 8
2480 敦陽科|資訊服務|-10 6 -0|92 92 3 0|0.9 25
2481 強茂|半導體業|5 4 10|86 86 3 -12|0.9 208
2482 連宇|其他電子|-43 -35 -124|54 59 -10 -40|0.4 43
2484 希華|電子零組|-12 -19 8|89 96 4 3|0.3 11
2485 兆赫|通信網路|-44 -30 -27|75 75 -5 7|0.2 34
2486 一詮|光電業|22 19 24|96 96 -1 2|2.5 161
2488 漢平|其他電子|-17 -7 16|91 91 11 26|0.3 16
2489 瑞軒|光電業|11 21 22|84 84 5 -13|0.8 19
2492 華新科|電子零組|5 8 15|86 86 21 28|0.5 524
2493 揚博|電子零組|7 4 5|100 100 10 36|0.6 15
2495 普安|電腦及週|-35 -15 -19|79 84 8 -6|0.9 16
2497 怡利電|汽車工業|-13 -2 -10|79 87 -8 -11|0.5 20
2498 宏達電|通信網路|-11 -3 0|74 86 1 -13|1.1 281
2501 國建|建材營造|-65 -63 -99|100 100 24 18|1.7 37
2504 國產|建材營造|-1 -3 -4|99 99 12 6|1.0 56
2505 國揚|建材營造|-69 -57 15|99 99 29 33|1.9 20
2506 太設|建材營造|249 111 71|98 98 14 12|2.8 10
2511 太子|建材營造|-8 -2 26|95 98 6 -0|1.8 8
2515 中工|建材營造|20 17 -15|95 95 30 24|1.0 531
2516 新建|建材營造|32 42 15|96 96 100 163|0.5 52
2520 冠德|建材營造|-50 3 8|100 100 17 37|0.7 86
2527 宏璟|建材營造|-21 -26 -130|98 98 22 20|0.8 10
2528 皇普|建材營造|-34 -50 -32130|99 99 24 31|1.4 24
2530 華建|建材營造|-28 -76 -39|98 98 35 52|0.9 45
2534 宏盛|建材營造|-91 -70 -40|91 98 7 1|0.8 12
2535 達欣工|建材營造|-0 -12 1|100 100 12 14|0.4 11
2536 宏普|建材營造|5489 1949 1454|99 99 9 16|1.1 7
2538 基泰|建材營造|-12 -24 -43|94 94 -1 30|0.3 20
2539 櫻花建|建材營造|na na na|96 96 16 28|0.5 16
2540 愛山林|建材營造|253 131 53|93 93 7 34|0.8 56
2542 興富發|建材營造|-53 67 -463|96 96 3 4|0.6 116
2543 皇昌|建材營造|29 47 16|70 70 76 167|0.5 90
2545 皇翔|建材營造|320 78 108|100 100 10 7|1.2 10
2546 根基|建材營造|-24 -23 -39|100 100 8 23|2.0 6
2548 華固|建材營造|4280 1691 1253|99 99 7 7|0.8 33
2597 潤弘|建材營造|-5 -11 -5|99 99 17 10|1.3 10
2603 長榮|航運業|-37 -46 10|99 99 35 45|1.5 5347
2605 新興|航運業|-21 -8 -16|87 87 11 32|0.4 500
2606 裕民|航運業|39 16 16|91 92 16 21|0.7 878
2607 榮運|航運業|26 22 31|91 91 15 17|0.7 185
2608 嘉里大榮|航運業|4 1 6|99 99 4 4|1.0 7
2609 陽明|航運業|-44 -51 11|92 92 18 10|2.3 2830
2610 華航|航運業|22 25 5|82 82 3 -17|1.3 584
2611 志信|航運業|38 10 29|93 93 29 27|0.8 51
2612 中航|航運業|3 -1 7|85 85 17 30|0.5 140
2613 中櫃|航運業|7 12 13|97 98 11 9|1.4 8
2614 東森|其他|1 -1 -0|57 76 -2 -21|0.6 17
2615 萬海|航運業|-34 -45 15|69 91 17 2|1.5 1223
2616 山隆|油電燃氣|-10 -7 5|95 95 -2 -3|0.4 7
2617 台航|航運業|-5 1 -4|93 93 17 15|0.6 113
2618 長榮航|航運業|39 43 -1|83 84 13 -15|1.2 1681
2630 亞航|航運業|-5 12 -4|61 77 1 -25|0.5 82
2633 台灣高鐵|航運業|13 15 -26|95 100 3 -1|1.0 73
2634 漢翔|航運業|1 11 -22|84 86 0 -7|0.7 308
2636 台驊控股|航運業|-5 -14 32|91 91 18 28|1.3 252
2637 慧洋-KY|航運業|-11 -20 14|83 95 11 10|0.9 433
2640 大車隊|數位雲端|9 13 -0|80 93 1 -8|0.7 6
2641 正德|航運業|44 19 29|93 93 25 25|0.8 265
2643 捷迅|航運業|43 1 30|99 99 10 12|0.7 9
2645 長榮航太|航運業|36 27 -1|na 81 3 -3|0.5 77
2704 國賓|觀光餐旅|-25 -15 -9|83 83 -4 -4|0.9 7
2705 六福|觀光餐旅|23 22 -35|68 81 6 -22|0.9 8
2707 晶華|觀光餐旅|9 9 -16|71 86 6 -15|0.5 63
2722 夏都|觀光餐旅|-18 -27 -25|60 82 33 -25|1.2 13
2723 美食-KY|觀光餐旅|4 -1 -7|62 78 -3 -23|1.2 68
2727 王品|觀光餐旅|9 8 -15|77 93 -2 -4|1.5 155
2729 瓦城|觀光餐旅|8 15 -14|80 80 -4 -4|1.2 15
2731 雄獅|觀光餐旅|295 474 -253|71 81 11 -15|0.5 158
2732 六角|觀光餐旅|-3 -4 -1|66 84 10 -19|1.0 25
2734 易飛網|觀光餐旅|389 540 16|58 79 11 -25|0.4 7
2736 富野|觀光餐旅|-33 -40 -48|57 73 13 -30|1.3 11
2739 寒舍|觀光餐旅|18 22 -35|74 95 62 6|2.2 76
2743 山富|觀光餐旅|515 903 -300|71 82 22 -15|0.4 75
2745 五福|觀光餐旅|1204 1800 -1175|75 88 28 -15|1.0 18
2748 雲品|觀光餐旅|11 4 -16|69 87 16 -2|1.0 71
2753 八方雲集|觀光餐旅|7 6 -2|69 95 -3 -1|0.8 38
2754 亞洲藏壽司|觀光餐旅|12 21 -11|58 69 -3 -30|0.9 8
2801 彰銀|金融保險|7 18 -1|99 99 5 2|0.7 143
2809 京城銀|金融保險|-4 61 -109|99 99 7 11|0.8 59
2812 台中銀|金融保險|11 12 -4|96 96 8 9|0.6 82
2816 旺旺保|金融保險|11 11 -10|92 92 41 98|0.2 61
2820 華票|金融保險|858 308 198|100 100 6 2|1.4 9
2832 台產|金融保險|22 15 5|99 99 15 17|1.9 10
2834 臺企銀|金融保險|16 5 -10|95 97 5 -0|0.8 118
2836 高雄銀|金融保險|-1 -0 2|97 97 3 2|1.0 5
2838 聯邦銀|金融保險|4 -2 -19|90 91 7 -8|0.7 17
2845 遠東銀|金融保險|-7 13 -9|98 98 9 8|0.6 45
2850 新產|金融保險|-1 2 -3|96 96 13 28|0.8 18
2851 中再保|金融保險|16 13 7|92 92 1 6|0.8 17
2852 第一保|金融保險|18 9 4|100 100 13 19|0.9 6
2855 統一證|金融保險|52 -27 -293|95 95 7 7|1.1 15
2880 華南金|金融保險|33 17 7|98 100 10 5|0.8 132
2881 富邦金|金融保險|69 126 130|99 99 7 13|0.7 613
2882 國泰金|金融保險|499 180 152|96 96 3 4|0.8 700
2883 凱基金|金融保險|44 -1 47|93 98 8 1|0.5 329
2884 玉山金|金融保險|24 40 17|100 100 8 5|0.8 334
2885 元大金|金融保險|64 26 18|100 100 13 21|1.2 549
2886 兆豐金|金融保險|35 66 25|99 99 5 9|0.7 576
2887 台新新光金|金融保險|-2 -24 -31|98 98 2 2|0.8 185
2889 國票金|金融保險|14 40 22|90 100 6 4|3.1 59
2890 永豐金|金融保險|48 23 9|97 97 12 17|0.9 400
2891 中信金|金融保險|434 241 202|100 100 18 18|0.8 1114
2892 第一金|金融保險|7 -5 -6|98 98 4 4|0.8 242
2903 遠百|貿易百貨|-1 -2 -6|96 96 5 8|1.7 80
2905 三商|貿易百貨|69 -5 -17|82 92 10 -9|0.4 9
2906 高林|貿易百貨|5 1 10|95 96 9 3|1.1 10
2908 特力|貿易百貨|5 6 11|99 99 4 3|1.0 5
2912 統一超|貿易百貨|8 9 -1|96 96 3 -4|0.5 179
2913 農林|貿易百貨|-3 6 3|71 71 4 -3|0.6 65
2915 潤泰全|貿易百貨|-2 -2 -0|97 100 11 9|1.2 189
3002 歐格|電腦及週|-12 -14 -3|93 94 0 -4|1.3 5
3003 健和興|電子零組|-17 -19 -3|82 87 1 -11|0.6 17
3004 豐達科|鋼鐵工業|30 29 -17|77 84 2 2|0.3 19
3005 神基|電腦及週|1 4 -8|96 96 37 66|0.7 1072
3006 晶豪科|半導體業|20 11 38|90 90 10 21|2.1 1432
3008 大立光|光電業|31 21 23|97 97 31 19|1.2 2375
3010 華立|電子通路|2 4 14|96 96 5 20|0.4 28
3011 今皓|電子零組|-10 -3 22|83 83 -6 15|0.3 39
3013 晟銘電|電腦及週|-29 -0 -12|81 81 -3 13|0.2 353
